 TESTING TRANPOSE TYPE 362514
 Hirata Reference =    2.664166     seconds
 Algorithm         Jeff           Speedup          Best
     201 Loop 513426      2.14413     1.24254     0.93207     2.85834
     202 Loop 613425      3.57220     0.74580     0.93207     2.85834
     203 Loop 513624      1.12006     2.37860     0.93207     2.85834
     204 Loop 613524      3.40424     0.78260     0.93207     2.85834
     205 Loop 415326      5.74036     0.46411     0.93207     2.85834
     206 Loop 416325      6.10437     0.43644     0.93207     2.85834
     207 Loop 514326      2.05612     1.29572     0.93207     2.85834
     208 Loop 614325      3.88425     0.68589     0.93207     2.85834
     209 Loop 516324      1.19608     2.22742     0.93207     2.85834
     210 Loop 615324      3.54022     0.75254     0.93207     2.85834
     211 Loop 415623      5.96036     0.44698     0.93207     2.85834
     212 Loop 416523      5.96436     0.44668     0.93207     2.85834
     213 Loop 514623      2.46014     1.08293     0.93207     2.85834
     214 Loop 614523      4.28827     0.62127     0.93207     2.85834
     215 Loop 516423      2.12408     1.25427     0.93207     2.85834
     216 Loop 615423      4.30029     0.61953     0.93207     2.85834
     217 Loop 314562      1.84009     1.44785     0.93207     2.85834
     218 Loop 314652      1.55212     1.71646     0.93207     2.85834
     219 Loop 315462      1.71606     1.55249     0.93207     2.85834
     220 Loop 316452      1.50415     1.77121     0.93207     2.85834
     221 Loop 315642      1.25208     2.12780     0.93207     2.85834
     222 Loop 316542      1.40009     1.90286     0.93207     2.85834
     223 Loop 413562      5.91235     0.45061     0.93207     2.85834
     224 Loop 413652      5.78033     0.46090     0.93207     2.85834
     225 Loop 513462      1.80011     1.48000     0.93207     2.85834
     226 Loop 613452      4.12823     0.64535     0.93207     2.85834
     227 Loop 513642      1.23212     2.16227     0.93207     2.85834
     228 Loop 613542      3.94025     0.67614     0.93207     2.85834
     229 Loop 415362      5.86438     0.45430     0.93207     2.85834
     230 Loop 416352      5.84833     0.45554     0.93207     2.85834
     231 Loop 514362      1.99213     1.33735     0.93207     2.85834
     232 Loop 614352      4.20026     0.63429     0.93207     2.85834
     233 Loop 516342      1.66016     1.60477     0.93207     2.85834
     234 Loop 615342      4.13226     0.64472     0.93207     2.85834
     235 Loop 415632      5.71637     0.46606     0.93207     2.85834
     236 Loop 416532      5.82037     0.45773     0.93207     2.85834
     237 Loop 514632      2.75214     0.96804     0.93207     2.85834
     238 Loop 614532      4.58832     0.58064     0.93207     2.85834
     239 Loop 516432      2.26819     1.17458     0.93207     2.85834
     240 Loop 615432      4.51233     0.59042     0.93207     2.85834
     241 Loop 231456      0.92004     2.89569     0.92004     2.89569
     242 Loop 231465      1.09607     2.43065     0.92004     2.89569
     243 Loop 231546      1.09607     2.43065     0.92004     2.89569
     244 Loop 231645      1.10010     2.42175     0.92004     2.89569
     245 Loop 231564      0.98407     2.70729     0.92004     2.89569
     246 Loop 231654      1.06006     2.51323     0.92004     2.89569
     247 Loop 241356      1.37610     1.93603     0.92004     2.89569
     248 Loop 241365      1.99213     1.33735     0.92004     2.89569
     249 Loop 251346      1.20007     2.22000     0.92004     2.89569
     250 Loop 261345      1.70813     1.55970     0.92004     2.89569
     251 Loop 251364      0.97607     2.72947     0.92004     2.89569
     252 Loop 261354      1.58411     1.68181     0.92004     2.89569
     253 Loop 241536      1.53210     1.73889     0.92004     2.89569
     254 Loop 241635      2.02014     1.31880     0.92004     2.89569
     255 Loop 251436      1.38409     1.92484     0.92004     2.89569
     256 Loop 261435      1.88812     1.41101     0.92004     2.89569
     257 Loop 251634      0.94806     2.81013     0.92004     2.89569
     258 Loop 261534      1.37207     1.94171     0.92004     2.89569
     259 Loop 241563      1.86011     1.43226     0.92004     2.89569
     260 Loop 241653      1.94812     1.36756     0.92004     2.89569
     261 Loop 251463      1.69611     1.57075     0.92004     2.89569
     262 Loop 261453      2.06409     1.29072     0.92004     2.89569
     263 Loop 251643      1.54413     1.72535     0.92004     2.89569
     264 Loop 261543      2.04010     1.30590     0.92004     2.89569
     265 Loop 321456      1.02008     2.61172     0.92004     2.89569
     266 Loop 321465      1.20807     2.20531     0.92004     2.89569
     267 Loop 321546      0.91205     2.92108     0.91205     2.92108
     268 Loop 321645      1.16809     2.28079     0.91205     2.92108
     269 Loop 321564      0.99207     2.68547     0.91205     2.92108
     270 Loop 321654      0.90405     2.94691     0.90405     2.94691
     271 Loop 421356      5.74438     0.46379     0.90405     2.94691
     272 Loop 421365      5.78436     0.46058     0.90405     2.94691
     273 Loop 521346      1.90411     1.39916     0.90405     2.94691
     274 Loop 621345      3.33624     0.79855     0.90405     2.94691
     275 Loop 521364      1.14807     2.32056     0.90405     2.94691
     276 Loop 621354      3.18018     0.83774     0.90405     2.94691
     277 Loop 421536      5.70837     0.46671     0.90405     2.94691
     278 Loop 421635      5.76434     0.46218     0.90405     2.94691
     279 Loop 521436      1.97614     1.34817     0.90405     2.94691
     280 Loop 621435      3.62421     0.73510     0.90405     2.94691
     281 Loop 521634      1.18805     2.24247     0.90405     2.94691
     282 Loop 621534      3.22015     0.82734     0.90405     2.94691
     283 Loop 421563      5.80835     0.45868     0.90405     2.94691
     284 Loop 421653      6.04840     0.44047     0.90405     2.94691
     285 Loop 521463      1.62006     1.64449     0.90405     2.94691
     286 Loop 621453      3.98425     0.66867     0.90405     2.94691
     287 Loop 521643      1.68011     1.58570     0.90405     2.94691
     288 Loop 621543      3.81622     0.69812     0.90405     2.94691
     289 Loop 341256      1.40405     1.89748     0.90405     2.94691
     290 Loop 341265      1.95209     1.36478     0.90405     2.94691
     291 Loop 351246      1.17206     2.27307     0.90405     2.94691
     292 Loop 361245      1.72809     1.54168     0.90405     2.94691
     293 Loop 351264      1.15210     2.31244     0.90405     2.94691
     294 Loop 361254      1.34406     1.98219     0.90405     2.94691
     295 Loop 431256      5.62836     0.47335     0.90405     2.94691
     296 Loop 431265      5.66431     0.47034     0.90405     2.94691
     297 Loop 531246      1.93213     1.37888     0.90405     2.94691
     298 Loop 631245      3.44818     0.77263     0.90405     2.94691
     299 Loop 531264      1.19208     2.23489     0.90405     2.94691
     300 Loop 631254      3.15222     0.84517     0.90405     2.94691
     301 Loop 451236      5.94037     0.44848     0.90405     2.94691
     302 Loop 461235      7.41650     0.35922     0.90405     2.94691
     303 Loop 541236      2.82422     0.94333     0.90405     2.94691
     304 Loop 641235      5.96039     0.44698     0.90405     2.94691
     305 Loop 561234      2.07214     1.28571     0.90405     2.94691
     306 Loop 651234      3.50024     0.76114     0.90405     2.94691
     307 Loop 451263      5.97235     0.44608     0.90405     2.94691
     308 Loop 461253      7.03644     0.37862     0.90405     2.94691
     309 Loop 541263      2.60815     1.02148     0.90405     2.94691
     310 Loop 641253      5.40833     0.49260     0.90405     2.94691
     311 Loop 561243      2.33209     1.14239     0.90405     2.94691
     312 Loop 651243      4.10022     0.64976     0.90405     2.94691
     313 Loop 341526      1.84009     1.44785     0.90405     2.94691
     314 Loop 341625      1.76013     1.51362     0.90405     2.94691
     315 Loop 351426      1.46808     1.81473     0.90405     2.94691
     316 Loop 361425      1.84015     1.44780     0.90405     2.94691
     317 Loop 351624      1.05609     2.52267     0.90405     2.94691
     318 Loop 361524      1.34808     1.97626     0.90405     2.94691
     319 Loop 431526      5.84436     0.45585     0.90405     2.94691
     320 Loop 431625      5.59637     0.47605     0.90405     2.94691
     321 Loop 531426      1.90814     1.39621     0.90405     2.94691
     322 Loop 631425      3.62823     0.73429     0.90405     2.94691
     323 Loop 531624      1.04407     2.55172     0.90405     2.94691
     324 Loop 631524      3.13220     0.85057     0.90405     2.94691
     325 Loop 451326      5.97241     0.44608     0.90405     2.94691
     326 Loop 461325      7.36047     0.36196     0.90405     2.94691
     327 Loop 541326      2.64417     1.00756     0.90405     2.94691
     328 Loop 641325      5.98438     0.44519     0.90405     2.94691
     329 Loop 561324      1.77209     1.50340     0.90405     2.94691
     330 Loop 651324      3.49622     0.76201     0.90405     2.94691
     331 Loop 451623      6.06042     0.43960     0.90405     2.94691
     332 Loop 461523      7.03241     0.37884     0.90405     2.94691
     333 Loop 541623      2.86816     0.92888     0.90405     2.94691
     334 Loop 641523      5.55237     0.47983     0.90405     2.94691
     335 Loop 561423      2.52814     1.05381     0.90405     2.94691
     336 Loop 651423      4.16431     0.63976     0.90405     2.94691
     337 Loop 341562      2.10010     1.26859     0.90405     2.94691
     338 Loop 341652      1.93213     1.37888     0.90405     2.94691
     339 Loop 351462      1.83209     1.45417     0.90405     2.94691
     340 Loop 361452      1.82812     1.45732     0.90405     2.94691
     341 Loop 351642      1.30811     2.03666     0.90405     2.94691
     342 Loop 361542      1.60809     1.65672     0.90405     2.94691
     343 Loop 431562      6.16437     0.43219     0.90405     2.94691
     344 Loop 431652      5.84442     0.45585     0.90405     2.94691
     345 Loop 531462      2.02417     1.31618     0.90405     2.94691
     346 Loop 631452      4.22424     0.63068     0.90405     2.94691
     347 Loop 531642      1.22009     2.18358     0.90405     2.94691
     348 Loop 631542      3.78821     0.70328     0.90405     2.94691
     349 Loop 451362      6.13239     0.43444     0.90405     2.94691
     350 Loop 461352      6.74445     0.39502     0.90405     2.94691
     351 Loop 541362      2.51611     1.05884     0.90405     2.94691
     352 Loop 641352      5.17230     0.51508     0.90405     2.94691
     353 Loop 561342      2.23615     1.19141     0.90405     2.94691
     354 Loop 651342      4.07623     0.65359     0.90405     2.94691
     355 Loop 451632      5.91235     0.45061     0.90405     2.94691
     356 Loop 461532      7.37646     0.36117     0.90405     2.94691
     357 Loop 541632      2.84015     0.93804     0.90405     2.94691
     358 Loop 641532      5.91638     0.45030     0.90405     2.94691
     359 Loop 561432      2.78821     0.95551     0.90405     2.94691
     360 Loop 651432      4.44427     0.59946     0.90405     2.94691
     361 Loop 234156      1.20807     2.20531     0.90405     2.94691
     362 Loop 234165      1.48004     1.80006     0.90405     2.94691
     363 Loop 235146      0.90405     2.94691     0.90405     2.94691
     364 Loop 236145      1.34406     1.98219     0.90405     2.94691
     365 Loop 235164      1.11609     2.38706     0.90405     2.94691
     366 Loop 236154      1.09204     2.43962     0.90405     2.94691
     367 Loop 243156      1.69214     1.57444     0.90405     2.94691
     368 Loop 243165      1.89215     1.40801     0.90405     2.94691
     369 Loop 253146      1.10809     2.40428     0.90405     2.94691
     370 Loop 263145      1.73615     1.53453     0.90405     2.94691
     371 Loop 253164      1.13605     2.34512     0.90405     2.94691
     372 Loop 263154      1.34406     1.98219     0.90405     2.94691
     373 Loop 245136      1.59607     1.66920     0.90405     2.94691
     374 Loop 246135      2.03613     1.30844     0.90405     2.94691
     375 Loop 254136      1.28009     2.08123     0.90405     2.94691
     376 Loop 264135      2.00818     1.32666     0.90405     2.94691
     377 Loop 256134      1.14807     2.32056     0.90405     2.94691
     378 Loop 265134      1.43610     1.85514     0.90405     2.94691
     379 Loop 245163      1.83215     1.45412     0.90405     2.94691
     380 Loop 246153      2.11615     1.25897     0.90405     2.94691
     381 Loop 254163      1.57611     1.69034     0.90405     2.94691
     382 Loop 264153      1.97217     1.35088     0.90405     2.94691
     383 Loop 256143      1.72009     1.54885     0.90405     2.94691
     384 Loop 265143      2.05212     1.29825     0.90405     2.94691
     385 Loop 324156      1.29205     2.06196     0.90405     2.94691
     386 Loop 324165      1.30011     2.04919     0.90405     2.94691
     387 Loop 325146      1.02008     2.61172     0.90405     2.94691
     388 Loop 326145      1.27209     2.09431     0.90405     2.94691
     389 Loop 325164      1.00806     2.64287     0.90405     2.94691
     390 Loop 326154      1.11609     2.38706     0.90405     2.94691
     391 Loop 423156      5.91235     0.45061     0.90405     2.94691
     392 Loop 423165      5.80042     0.45931     0.90405     2.94691
     393 Loop 523146      1.98010     1.34547     0.90405     2.94691
     394 Loop 623145      3.34424     0.79664     0.90405     2.94691
     395 Loop 523164      1.23206     2.16237     0.90405     2.94691
     396 Loop 623154      3.10828     0.85712     0.90405     2.94691
     397 Loop 425136      5.62036     0.47402     0.90405     2.94691
     398 Loop 426135      5.77234     0.46154     0.90405     2.94691
     399 Loop 524136      2.02820     1.31356     0.90405     2.94691
     400 Loop 624135      3.92029     0.67958     0.90405     2.94691
     401 Loop 526134      1.38806     1.91934     0.90405     2.94691
     402 Loop 625134      3.52429     0.75594     0.90405     2.94691
     403 Loop 425163      5.90833     0.45092     0.90405     2.94691
     404 Loop 426153      6.15637     0.43275     0.90405     2.94691
     405 Loop 524163      1.67212     1.59329     0.90405     2.94691
     406 Loop 624153      4.12024     0.64660     0.90405     2.94691
     407 Loop 526143      1.81213     1.47018     0.90405     2.94691
     408 Loop 625143      3.91626     0.68028     0.90405     2.94691
     409 Loop 342156      1.58008     1.68610     0.90405     2.94691
     410 Loop 342165      1.60010     1.66500     0.90405     2.94691
     411 Loop 352146      1.13599     2.34524     0.90405     2.94691
     412 Loop 362145      1.51599     1.75738     0.90405     2.94691
     413 Loop 352164      1.12402     2.37020     0.90405     2.94691
     414 Loop 362154      1.39612     1.90827     0.90405     2.94691
     415 Loop 432156      5.79639     0.45963     0.90405     2.94691
     416 Loop 432165      5.76440     0.46218     0.90405     2.94691
     417 Loop 532146      1.95618     1.36193     0.90405     2.94691
     418 Loop 632145      3.36816     0.79098     0.90405     2.94691
     419 Loop 532164      1.33606     1.99405     0.90405     2.94691
     420 Loop 632154      3.17224     0.83984     0.90405     2.94691
     421 Loop 452136      6.19238     0.43023     0.90405     2.94691
     422 Loop 462135      7.42041     0.35903     0.90405     2.94691
     423 Loop 542136      2.62817     1.01369     0.90405     2.94691
     424 Loop 642135      6.05237     0.44019     0.90405     2.94691
     425 Loop 562134      1.80420     1.47665     0.90405     2.94691
     426 Loop 652134      3.57227     0.74579     0.90405     2.94691
     427 Loop 452163      6.07239     0.43873     0.90405     2.94691
     428 Loop 462153      7.24841     0.36755     0.90405     2.94691
     429 Loop 542163      2.10010     1.26859     0.90405     2.94691
     430 Loop 642153      5.46423     0.48756     0.90405     2.94691
     431 Loop 562143      2.31616     1.15025     0.90405     2.94691
     432 Loop 652143      4.16821     0.63916     0.90405     2.94691
     433 Loop 345126      1.74402     1.52760     0.90405     2.94691
     434 Loop 346125      2.11206     1.26141     0.90405     2.94691
     435 Loop 354126      1.41602     1.88145     0.90405     2.94691
     436 Loop 364125      2.16003     1.23339     0.90405     2.94691
     437 Loop 356124      1.21204     2.19809     0.90405     2.94691
     438 Loop 365124      1.51611     1.75723     0.90405     2.94691
     439 Loop 435126      5.89648     0.45182     0.90405     2.94691
     440 Loop 436125      6.00830     0.44341     0.90405     2.94691
     441 Loop 534126      2.05615     1.29570     0.90405     2.94691
     442 Loop 634125      3.84021     0.69376     0.90405     2.94691
     443 Loop 536124      1.35620     1.96443     0.90405     2.94691
     444 Loop 635124      3.58020     0.74414     0.90405     2.94691
     445 Loop 453126      6.36841     0.41834     0.90405     2.94691
     446 Loop 463125      7.47253     0.35653     0.90405     2.94691
     447 Loop 543126      2.69617     0.98813     0.90405     2.94691
     448 Loop 643125      6.11243     0.43586     0.90405     2.94691
     449 Loop 563124      1.82410     1.46054     0.90405     2.94691
     450 Loop 653124      3.47620     0.76640     0.90405     2.94691
     451 Loop 456123      6.08044     0.43815     0.90405     2.94691
     452 Loop 465123      7.16443     0.37186     0.90405     2.94691
     453 Loop 546123      2.71619     0.98085     0.90405     2.94691
     454 Loop 645123      5.72046     0.46573     0.90405     2.94691
     455 Loop 564123      2.84021     0.93802     0.90405     2.94691
     456 Loop 654123      4.38025     0.60822     0.90405     2.94691
     457 Loop 345162      2.00818     1.32666     0.90405     2.94691
     458 Loop 346152      1.99609     1.33469     0.90405     2.94691
     459 Loop 354162      1.79614     1.48327     0.90405     2.94691
     460 Loop 364152      2.03613     1.30844     0.90405     2.94691
     461 Loop 356142      1.45605     1.82972     0.90405     2.94691
     462 Loop 365142      1.91614     1.39038     0.90405     2.94691
