 TESTING TRANSACCU TYPE 436215
 Hirata Reference =    8.304520     seconds
 Algorithm         Jeff           Speedup          Best
      34 Loop 162345      8.20853     1.01169     4.14426     2.00386
      35 Loop 152364     22.68939     0.36601     4.14426     2.00386
      36 Loop 162354     13.36884     0.62118     4.14426     2.00386
      37 Loop 142536      9.64059     0.86141     4.14426     2.00386
      38 Loop 142635      4.83231     1.71854     4.14426     2.00386
      39 Loop 152436     22.56137     0.36809     4.14426     2.00386
      40 Loop 162435      9.22058     0.90065     4.14426     2.00386
      41 Loop 152634     43.55469     0.19067     4.14426     2.00386
      42 Loop 162534     17.73712     0.46820     4.14426     2.00386
      43 Loop 142563     15.12097     0.54921     4.14426     2.00386
      44 Loop 142653     10.33667     0.80340     4.14426     2.00386
      45 Loop 152463     24.10950     0.34445     4.14426     2.00386
      46 Loop 162453     12.55280     0.66157     4.14426     2.00386
      47 Loop 152643     29.77783     0.27888     4.14426     2.00386
      48 Loop 162543     13.36884     0.62118     4.14426     2.00386
      49 Loop 134256      9.86060     0.84219     4.14426     2.00386
      50 Loop 134265      6.96844     1.19173     4.14426     2.00386
      51 Loop 135246     33.57410     0.24735     4.14426     2.00386
      52 Loop 136245     10.12463     0.82023     4.14426     2.00386
      53 Loop 135264     27.52167     0.30174     4.14426     2.00386
      54 Loop 136254     12.86481     0.64552     4.14426     2.00386
      55 Loop 143256      7.51251     1.10543     4.14426     2.00386
      56 Loop 143265      4.37628     1.89762     4.14426     2.00386
      57 Loop 153246     22.14935     0.37493     4.14426     2.00386
      58 Loop 163245      7.66852     1.08294     4.14426     2.00386
      59 Loop 153264     22.49744     0.36913     4.14426     2.00386
      60 Loop 163254     12.92078     0.64273     4.14426     2.00386
      61 Loop 145236     20.37329     0.40762     4.14426     2.00386
      62 Loop 146235      8.33252     0.99664     4.14426     2.00386
      63 Loop 154236     22.85339     0.36338     4.14426     2.00386
      64 Loop 164235      8.22052     1.01022     4.14426     2.00386
      65 Loop 156234     29.87787     0.27795     4.14426     2.00386
      66 Loop 165234     27.46576     0.30236     4.14426     2.00386
      67 Loop 145263     22.19739     0.37412     4.14426     2.00386
      68 Loop 146253     11.98077     0.69315     4.14426     2.00386
      69 Loop 154263     24.64148     0.33701     4.14426     2.00386
      70 Loop 164253     11.68872     0.71047     4.14426     2.00386
      71 Loop 156243     27.94580     0.29717     4.14426     2.00386
      72 Loop 165243     25.74561     0.32256     4.14426     2.00386
      73 Loop 134526      6.41248     1.29506     4.14426     2.00386
      74 Loop 134625      4.26025     1.94930     4.14426     2.00386
      75 Loop 135426     16.92505     0.49066     4.14426     2.00386
      76 Loop 136425      7.53650     1.10191     4.14426     2.00386
      77 Loop 135624     23.02539     0.36067     4.14426     2.00386
      78 Loop 136524     11.25671     0.73774     4.14426     2.00386
      79 Loop 143526      6.50842     1.27596     4.14426     2.00386
      80 Loop 143625      4.30017     1.93121     4.14426     2.00386
      81 Loop 153426     19.12915     0.43413     4.14426     2.00386
      82 Loop 163425      8.20056     1.01268     4.14426     2.00386
      83 Loop 153624     25.77759     0.32216     4.14426     2.00386
      84 Loop 163524     12.26868     0.67689     4.14426     2.00386
      85 Loop 145326     17.79309     0.46673     4.14426     2.00386
      86 Loop 146325      8.48059     0.97924     4.14426     2.00386
      87 Loop 154326     20.04529     0.41429     4.14426     2.00386
      88 Loop 164325      8.26855     1.00435     4.14426     2.00386
      89 Loop 156324     26.56165     0.31265     4.14426     2.00386
      90 Loop 165324     24.30957     0.34162     4.14426     2.00386
      91 Loop 145623     22.42932     0.37025     4.14426     2.00386
      92 Loop 146523     10.67273     0.77811     4.14426     2.00386
      93 Loop 154623     23.53357     0.35288     4.14426     2.00386
      94 Loop 164523     11.16064     0.74409     4.14426     2.00386
      95 Loop 156423     25.60962     0.32427     4.14426     2.00386
      96 Loop 165423     24.09351     0.34468     4.14426     2.00386
      97 Loop 134562      5.51233     1.50654     4.14426     2.00386
      98 Loop 134652      5.01233     1.65682     4.14426     2.00386
      99 Loop 135462     15.73694     0.52771     4.14426     2.00386
     100 Loop 136452      9.18860     0.90379     4.14426     2.00386
     101 Loop 135642     19.88135     0.41770     4.14426     2.00386
     102 Loop 136542     10.01660     0.82908     4.14426     2.00386
     103 Loop 143562      5.42834     1.52984     4.14426     2.00386
     104 Loop 143652      5.09229     1.63080     4.14426     2.00386
     105 Loop 153462     17.27710     0.48067     4.14426     2.00386
     106 Loop 163452     10.02063     0.82874     4.14426     2.00386
     107 Loop 153642     21.37341     0.38854     4.14426     2.00386
     108 Loop 163542      9.71265     0.85502     4.14426     2.00386
     109 Loop 145362     16.44897     0.50487     4.14426     2.00386
     110 Loop 146352     10.24060     0.81094     4.14426     2.00386
     111 Loop 154362     17.77710     0.46715     4.14426     2.00386
     112 Loop 164352     10.86475     0.76435     4.14426     2.00386
     113 Loop 156342     22.14539     0.37500     4.14426     2.00386
     114 Loop 165342     20.00122     0.41520     4.14426     2.00386
     115 Loop 145632     21.31738     0.38957     4.14426     2.00386
     116 Loop 146532     10.15259     0.81797     4.14426     2.00386
     117 Loop 154632     21.49731     0.38630     4.14426     2.00386
     118 Loop 164532     10.19666     0.81444     4.14426     2.00386
     119 Loop 156432     22.95740     0.36174     4.14426     2.00386
     120 Loop 165432     20.37732     0.40754     4.14426     2.00386
     121 Loop 213456      7.51648     1.10484     4.14426     2.00386
     122 Loop 213465      4.14832     2.00190     4.14426     2.00386
     123 Loop 213546      7.85242     1.05757     4.14426     2.00386
     124 Loop 213645      4.54834     1.82584     4.14426     2.00386
     125 Loop 213564     10.34863     0.80248     4.14426     2.00386
     126 Loop 213654      9.73267     0.85326     4.14426     2.00386
     127 Loop 214356      7.29248     1.13878     4.14426     2.00386
     128 Loop 214365      4.62024     1.79742     4.14426     2.00386
     129 Loop 215346     23.30957     0.35627     4.14426     2.00386
     130 Loop 216345      8.38452     0.99046     4.14426     2.00386
     131 Loop 215364     23.86548     0.34797     4.14426     2.00386
     132 Loop 216354     14.19678     0.58496     4.14426     2.00386
     133 Loop 214536     14.08081     0.58978     4.14426     2.00386
     134 Loop 214635      7.72046     1.07565     4.14426     2.00386
     135 Loop 215436     33.63806     0.24688     4.14426     2.00386
     136 Loop 216435     11.04065     0.75218     4.14426     2.00386
     137 Loop 215634     37.91443     0.21903     4.14426     2.00386
     138 Loop 216534     12.40088     0.66967     4.14426     2.00386
     139 Loop 214563     10.44067     0.79540     4.14426     2.00386
     140 Loop 214653      8.79272     0.94448     4.14426     2.00386
     141 Loop 215463     23.39355     0.35499     4.14426     2.00386
     142 Loop 216453     11.98462     0.69293     4.14426     2.00386
     143 Loop 215643     30.20996     0.27489     4.14426     2.00386
     144 Loop 216543     12.22876     0.67910     4.14426     2.00386
     145 Loop 312456      7.01245     1.18425     4.14426     2.00386
     146 Loop 312465      3.94409     2.10556     3.94409     2.10556
     147 Loop 312546      7.75659     1.07064     3.94409     2.10556
     148 Loop 312645      4.22437     1.96586     3.94409     2.10556
     149 Loop 312564     10.57251     0.78548     3.94409     2.10556
     150 Loop 312654     10.60864     0.78281     3.94409     2.10556
     151 Loop 412356      7.32031     1.13445     3.94409     2.10556
     152 Loop 412365      4.19214     1.98097     3.94409     2.10556
     153 Loop 512346     22.40552     0.37065     3.94409     2.10556
     154 Loop 612345      7.76050     1.07010     3.94409     2.10556
     155 Loop 512364     23.02148     0.36073     3.94409     2.10556
     156 Loop 612354     12.54492     0.66198     3.94409     2.10556
     157 Loop 412536      9.35669     0.88755     3.94409     2.10556
     158 Loop 412635      4.76831     1.74161     3.94409     2.10556
     159 Loop 512436     22.11743     0.37547     3.94409     2.10556
     160 Loop 612435      7.74463     1.07229     3.94409     2.10556
     161 Loop 512634     31.03003     0.26763     3.94409     2.10556
     162 Loop 612534     11.48462     0.72310     3.94409     2.10556
     163 Loop 412563     10.39673     0.79876     3.94409     2.10556
     164 Loop 412653      8.96436     0.92639     3.94409     2.10556
     165 Loop 512463     24.90552     0.33344     3.94409     2.10556
     166 Loop 612453     11.52881     0.72033     3.94409     2.10556
     167 Loop 512643     28.67773     0.28958     3.94409     2.10556
     168 Loop 612543     11.21680     0.74036     3.94409     2.10556
     169 Loop 314256      6.83252     1.21544     3.94409     2.10556
     170 Loop 314265      4.15625     1.99808     3.94409     2.10556
     171 Loop 315246     20.30908     0.40891     3.94409     2.10556
     172 Loop 316245      7.28027     1.14069     3.94409     2.10556
     173 Loop 315264     20.52539     0.40460     3.94409     2.10556
     174 Loop 316254     12.21680     0.67976     3.94409     2.10556
     175 Loop 413256      7.06836     1.17489     3.94409     2.10556
     176 Loop 413265      4.08423     2.03331     3.94409     2.10556
     177 Loop 513246     21.56128     0.38516     3.94409     2.10556
     178 Loop 613245      7.49658     1.10777     3.94409     2.10556
     179 Loop 513264     22.36523     0.37131     3.94409     2.10556
     180 Loop 613254     12.88477     0.64452     3.94409     2.10556
     181 Loop 415236     20.61719     0.40280     3.94409     2.10556
     182 Loop 416235      8.10034     1.02521     3.94409     2.10556
     183 Loop 514236     22.67334     0.36627     3.94409     2.10556
     184 Loop 614235      8.53638     0.97284     3.94409     2.10556
     185 Loop 516234     29.22192     0.28419     3.94409     2.10556
     186 Loop 615234     27.83374     0.29836     3.94409     2.10556
     187 Loop 415263     23.05347     0.36023     3.94409     2.10556
     188 Loop 416253     11.71289     0.70901     3.94409     2.10556
     189 Loop 514263     24.30542     0.34167     3.94409     2.10556
     190 Loop 614253     12.35669     0.67207     3.94409     2.10556
     191 Loop 516243     29.10571     0.28532     3.94409     2.10556
     192 Loop 615243     27.66968     0.30013     3.94409     2.10556
     193 Loop 314526      6.90430     1.20280     3.94409     2.10556
     194 Loop 314625      4.27637     1.94196     3.94409     2.10556
     195 Loop 315426     18.36108     0.45229     3.94409     2.10556
     196 Loop 316425      7.83252     1.06026     3.94409     2.10556
     197 Loop 315624     23.78931     0.34909     3.94409     2.10556
     198 Loop 316524     12.93677     0.64193     3.94409     2.10556
     199 Loop 413526      6.50439     1.27676     3.94409     2.10556
     200 Loop 413625      4.17236     1.99036     3.94409     2.10556
     201 Loop 513426     19.06128     0.43567     3.94409     2.10556
     202 Loop 613425      7.78442     1.06681     3.94409     2.10556
     203 Loop 513624     25.39355     0.32703     3.94409     2.10556
     204 Loop 613524     11.88452     0.69877     3.94409     2.10556
     205 Loop 415326     17.18091     0.48336     3.94409     2.10556
     206 Loop 416325      7.77661     1.06788     3.94409     2.10556
     207 Loop 514326     18.86914     0.44011     3.94409     2.10556
     208 Loop 614325      7.97266     1.04163     3.94409     2.10556
     209 Loop 516324     26.70166     0.31101     3.94409     2.10556
     210 Loop 615324     25.11768     0.33062     3.94409     2.10556
     211 Loop 415623     23.04541     0.36035     3.94409     2.10556
     212 Loop 416523     11.44849     0.72538     3.94409     2.10556
     213 Loop 514623     23.86133     0.34803     3.94409     2.10556
     214 Loop 614523     10.90063     0.76184     3.94409     2.10556
     215 Loop 516423     25.26953     0.32864     3.94409     2.10556
     216 Loop 615423     23.76953     0.34938     3.94409     2.10556
     217 Loop 314562      5.38428     1.54236     3.94409     2.10556
     218 Loop 314652      5.62036     1.47758     3.94409     2.10556
     219 Loop 315462     15.75293     0.52717     3.94409     2.10556
     220 Loop 316452      9.15649     0.90695     3.94409     2.10556
     221 Loop 315642     18.93335     0.43862     3.94409     2.10556
     222 Loop 316542      8.94849     0.92804     3.94409     2.10556
     223 Loop 413562      5.10425     1.62698     3.94409     2.10556
     224 Loop 413652      4.73218     1.75490     3.94409     2.10556
     225 Loop 513462     17.18506     0.48324     3.94409     2.10556
     226 Loop 613452      9.99658     0.83074     3.94409     2.10556
     227 Loop 513642     20.51343     0.40483     3.94409     2.10556
     228 Loop 613542      9.61670     0.86355     3.94409     2.10556
     229 Loop 415362     15.42896     0.53824     3.94409     2.10556
     230 Loop 416352      9.88867     0.83980     3.94409     2.10556
     231 Loop 514362     17.12915     0.48482     3.94409     2.10556
     232 Loop 614352      9.95679     0.83406     3.94409     2.10556
     233 Loop 516342     21.60132     0.38445     3.94409     2.10556
     234 Loop 615342     19.94141     0.41645     3.94409     2.10556
     235 Loop 415632     19.45728     0.42681     3.94409     2.10556
     236 Loop 416532      9.58862     0.86608     3.94409     2.10556
     237 Loop 514632     21.05322     0.39445     3.94409     2.10556
     238 Loop 614532      9.93262     0.83609     3.94409     2.10556
     239 Loop 516432     23.44141     0.35427     3.94409     2.10556
     240 Loop 615432     21.06519     0.39423     3.94409     2.10556
     241 Loop 231456      5.42822     1.52988     3.94409     2.10556
     242 Loop 231465      2.53613     3.27448     2.53613     3.27448
     243 Loop 231546      7.82031     1.06192     2.53613     3.27448
     244 Loop 231645      4.16431     1.99421     2.53613     3.27448
     245 Loop 231564     13.00879     0.63838     2.53613     3.27448
     246 Loop 231654     11.29663     0.73513     2.53613     3.27448
     247 Loop 241356      7.16846     1.15848     2.53613     3.27448
     248 Loop 241365      4.54028     1.82908     2.53613     3.27448
     249 Loop 251346     33.86206     0.24525     2.53613     3.27448
     250 Loop 261345     12.04883     0.68924     2.53613     3.27448
     251 Loop 251364     24.53735     0.33844     2.53613     3.27448
     252 Loop 261354     11.53687     0.71982     2.53613     3.27448
     253 Loop 241536      8.85645     0.93768     2.53613     3.27448
     254 Loop 241635      3.68408     2.25416     2.53613     3.27448
     255 Loop 251436     24.18945     0.34331     2.53613     3.27448
     256 Loop 261435      7.08862     1.17153     2.53613     3.27448
     257 Loop 251634     31.04590     0.26749     2.53613     3.27448
     258 Loop 261534     12.88501     0.64451     2.53613     3.27448
     259 Loop 241563     13.38501     0.62043     2.53613     3.27448
     260 Loop 241653     11.28882     0.73564     2.53613     3.27448
     261 Loop 251463     38.26245     0.21704     2.53613     3.27448
     262 Loop 261453     15.06104     0.55139     2.53613     3.27448
     263 Loop 251643     28.93359     0.28702     2.53613     3.27448
     264 Loop 261543     10.49268     0.79146     2.53613     3.27448
     265 Loop 321456      5.31641     1.56206     2.53613     3.27448
     266 Loop 321465      2.66431     3.11695     2.53613     3.27448
     267 Loop 321546      6.80444     1.22046     2.53613     3.27448
     268 Loop 321645      2.54004     3.26945     2.53613     3.27448
     269 Loop 321564      9.39648     0.88379     2.53613     3.27448
     270 Loop 321654      8.98047     0.92473     2.53613     3.27448
     271 Loop 421356      5.55640     1.49459     2.53613     3.27448
     272 Loop 421365      2.80420     2.96146     2.53613     3.27448
     273 Loop 521346     22.57324     0.36789     2.53613     3.27448
     274 Loop 621345      6.59229     1.25973     2.53613     3.27448
     275 Loop 521364     22.95752     0.36173     2.53613     3.27448
     276 Loop 621354     11.65674     0.71242     2.53613     3.27448
     277 Loop 421536      8.48047     0.97925     2.53613     3.27448
     278 Loop 421635      3.60815     2.30160     2.53613     3.27448
     279 Loop 521436     22.29736     0.37244     2.53613     3.27448
     280 Loop 621435      6.69629     1.24017     2.53613     3.27448
     281 Loop 521634     30.63770     0.27106     2.53613     3.27448
     282 Loop 621534     10.80859     0.76833     2.53613     3.27448
     283 Loop 421563      9.12451     0.91013     2.53613     3.27448
     284 Loop 421653      7.73633     1.07344     2.53613     3.27448
     285 Loop 521463     24.13721     0.34405     2.53613     3.27448
     286 Loop 621453     10.32471     0.80433     2.53613     3.27448
     287 Loop 521643     29.00977     0.28627     2.53613     3.27448
     288 Loop 621543     10.46484     0.79356     2.53613     3.27448
     289 Loop 341256      5.04004     1.64771     2.53613     3.27448
     290 Loop 341265      2.19629     3.78116     2.19629     3.78116
     291 Loop 351246     20.82129     0.39885     2.19629     3.78116
     292 Loop 361245      6.32031     1.31394     2.19629     3.78116
     293 Loop 351264     21.26123     0.39059     2.19629     3.78116
     294 Loop 361254     10.74854     0.77262     2.19629     3.78116
     295 Loop 431256      4.99219     1.66350     2.19629     3.78116
     296 Loop 431265      2.23193     3.72077     2.19629     3.78116
     297 Loop 531246     21.59766     0.38451     2.19629     3.78116
     298 Loop 631245      6.42480     1.29257     2.19629     3.78116
     299 Loop 531264     21.88135     0.37953     2.19629     3.78116
     300 Loop 631254     11.21240     0.74065     2.19629     3.78116
     301 Loop 451236     20.21338     0.41084     2.19629     3.78116
     302 Loop 461235      6.75635     1.22914     2.19629     3.78116
     303 Loop 541236     22.22119     0.37372     2.19629     3.78116
     304 Loop 641235      7.20459     1.15267     2.19629     3.78116
     305 Loop 561234     28.65771     0.28978     2.19629     3.78116
     306 Loop 651234     27.06201     0.30687     2.19629     3.78116
     307 Loop 451263     22.64941     0.36665     2.19629     3.78116
     308 Loop 461253     10.50488     0.79054     2.19629     3.78116
     309 Loop 541263     24.64551     0.33696     2.19629     3.78116
     310 Loop 641253     11.16455     0.74383     2.19629     3.78116
     311 Loop 561243     30.92578     0.26853     2.19629     3.78116
     312 Loop 651243     29.54199     0.28111     2.19629     3.78116
     313 Loop 341526      5.50439     1.50871     2.19629     3.78116
     314 Loop 341625      2.35205     3.53076     2.19629     3.78116
     315 Loop 351426     17.81738     0.46609     2.19629     3.78116
     316 Loop 361425      6.60449     1.25740     2.19629     3.78116
     317 Loop 351624     24.46582     0.33943     2.19629     3.78116
     318 Loop 361524     10.82861     0.76691     2.19629     3.78116
     319 Loop 431526      5.67676     1.46290     2.19629     3.78116
     320 Loop 431625      2.46436     3.36985     2.19629     3.78116
     321 Loop 531426     19.54150     0.42497     2.19629     3.78116
     322 Loop 631425      7.18799     1.15533     2.19629     3.78116
     323 Loop 531624     25.76953     0.32226     2.19629     3.78116
     324 Loop 631524     10.89258     0.76240     2.19629     3.78116
     325 Loop 451326     17.94531     0.46277     2.19629     3.78116
     326 Loop 461325      7.28027     1.14069     2.19629     3.78116
     327 Loop 541326     20.32129     0.40866     2.19629     3.78116
     328 Loop 641325      7.16064     1.15974     2.19629     3.78116
     329 Loop 561324     26.88184     0.30893     2.19629     3.78116
     330 Loop 651324     25.82178     0.32161     2.19629     3.78116
     331 Loop 451623     23.30908     0.35628     2.19629     3.78116
     332 Loop 461523     10.19238     0.81478     2.19629     3.78116
     333 Loop 541623     24.22559     0.34280     2.19629     3.78116
     334 Loop 641523     10.11230     0.82123     2.19629     3.78116
     335 Loop 561423     24.86523     0.33398     2.19629     3.78116
     336 Loop 651423     23.62158     0.35156     2.19629     3.78116
     337 Loop 341562      4.22852     1.96393     2.19629     3.78116
     338 Loop 341652      3.84863     2.15778     2.19629     3.78116
     339 Loop 351462     16.28516     0.50994     2.19629     3.78116
     340 Loop 361452      9.14062     0.90853     2.19629     3.78116
     341 Loop 351642     20.54541     0.40420     2.19629     3.78116
     342 Loop 361542      8.25684     1.00578     2.19629     3.78116
     343 Loop 431562      4.44043     1.87021     2.19629     3.78116
     344 Loop 431652      3.89258     2.13342     2.19629     3.78116
     345 Loop 531462     17.78906     0.46683     2.19629     3.78116
     346 Loop 631452     10.08447     0.82350     2.19629     3.78116
     347 Loop 531642     21.89746     0.37925     2.19629     3.78116
     348 Loop 631542      8.76074     0.94792     2.19629     3.78116
     349 Loop 451362     16.18115     0.51322     2.19629     3.78116
     350 Loop 461352      9.32080     0.89097     2.19629     3.78116
     351 Loop 541362     17.83350     0.46567     2.19629     3.78116
     352 Loop 641352      9.40479     0.88301     2.19629     3.78116
     353 Loop 561342     22.08154     0.37608     2.19629     3.78116
     354 Loop 651342     20.58545     0.40342     2.19629     3.78116
     355 Loop 451632     19.90479     0.41721     2.19629     3.78116
     356 Loop 461532      9.22070     0.90064     2.19629     3.78116
