 TESTING TRANPOSE TYPE 365214
 Hirata Reference =    2.804176     seconds
 Algorithm         Jeff           Speedup          Best
      33 Loop 152346      1.46809     1.91008     1.30408     2.15031
      34 Loop 162345      2.11213     1.32765     1.30408     2.15031
      35 Loop 152364      1.43209     1.95810     1.30408     2.15031
      36 Loop 162354      1.96412     1.42770     1.30408     2.15031
      37 Loop 142536      2.16813     1.29336     1.30408     2.15031
      38 Loop 142635      2.39615     1.17028     1.30408     2.15031
      39 Loop 152436      1.44810     1.93646     1.30408     2.15031
      40 Loop 162435      2.14413     1.30784     1.30408     2.15031
      41 Loop 152634      1.37609     2.03778     1.30408     2.15031
      42 Loop 162534      1.95212     1.43648     1.30408     2.15031
      43 Loop 142563      2.38415     1.17618     1.30408     2.15031
      44 Loop 142653      2.44015     1.14918     1.30408     2.15031
      45 Loop 152463      1.64410     1.70560     1.30408     2.15031
      46 Loop 162453      2.18014     1.28624     1.30408     2.15031
      47 Loop 152643      1.71211     1.63785     1.30408     2.15031
      48 Loop 162543      2.14014     1.31028     1.30408     2.15031
      49 Loop 134256      1.53210     1.83029     1.30408     2.15031
      50 Loop 134265      1.85211     1.51404     1.30408     2.15031
      51 Loop 135246      1.31209     2.13719     1.30408     2.15031
      52 Loop 136245      1.52409     1.83990     1.30408     2.15031
      53 Loop 135264      1.41209     1.98584     1.30408     2.15031
      54 Loop 136254      1.42008     1.97466     1.30408     2.15031
      55 Loop 143256      2.02813     1.38264     1.30408     2.15031
      56 Loop 143265      2.28414     1.22767     1.30408     2.15031
      57 Loop 153246      1.42809     1.96359     1.30408     2.15031
      58 Loop 163245      2.09213     1.34034     1.30408     2.15031
      59 Loop 153264      1.45609     1.92582     1.30408     2.15031
      60 Loop 163254      1.97612     1.41903     1.30408     2.15031
      61 Loop 145236      1.97613     1.41903     1.30408     2.15031
      62 Loop 146235      2.47216     1.13430     1.30408     2.15031
      63 Loop 154236      1.57610     1.77919     1.30408     2.15031
      64 Loop 164235      2.36815     1.18412     1.30408     2.15031
      65 Loop 156234      1.39209     2.01436     1.30408     2.15031
      66 Loop 165234      2.00012     1.40200     1.30408     2.15031
      67 Loop 145263      2.20814     1.26993     1.30408     2.15031
      68 Loop 146253      2.40414     1.16639     1.30408     2.15031
      69 Loop 154263      1.82411     1.53728     1.30408     2.15031
      70 Loop 164253      2.37215     1.18212     1.30408     2.15031
      71 Loop 156243      1.80411     1.55433     1.30408     2.15031
      72 Loop 165243      2.21613     1.26535     1.30408     2.15031
      73 Loop 134526      1.34808     2.08012     1.30408     2.15031
      74 Loop 134625      1.66811     1.68105     1.30408     2.15031
      75 Loop 135426      1.18007     2.37628     1.18007     2.37628
      76 Loop 136425      1.52809     1.83508     1.18007     2.37628
      77 Loop 135624      1.41208     1.98585     1.18007     2.37628
      78 Loop 136524      1.50809     1.85943     1.18007     2.37628
      79 Loop 143526      1.88811     1.48518     1.18007     2.37628
      80 Loop 143625      2.13213     1.31520     1.18007     2.37628
      81 Loop 153426      1.26007     2.22541     1.18007     2.37628
      82 Loop 163425      2.01613     1.39087     1.18007     2.37628
      83 Loop 153624      1.44809     1.93647     1.18007     2.37628
      84 Loop 163524      2.06413     1.35853     1.18007     2.37628
      85 Loop 145326      1.98413     1.41330     1.18007     2.37628
      86 Loop 146325      2.35216     1.19217     1.18007     2.37628
      87 Loop 154326      1.55211     1.80669     1.18007     2.37628
      88 Loop 164325      2.33615     1.20034     1.18007     2.37628
      89 Loop 156324      1.60811     1.74377     1.18007     2.37628
      90 Loop 165324      2.17213     1.29098     1.18007     2.37628
      91 Loop 145623      2.46014     1.13984     1.18007     2.37628
      92 Loop 146523      2.53215     1.10743     1.18007     2.37628
      93 Loop 154623      2.14014     1.31028     1.18007     2.37628
      94 Loop 164523      2.56816     1.09190     1.18007     2.37628
      95 Loop 156423      2.00014     1.40199     1.18007     2.37628
      96 Loop 165423      2.43616     1.15107     1.18007     2.37628
      97 Loop 134562      1.72011     1.63023     1.18007     2.37628
      98 Loop 134652      1.74011     1.61149     1.18007     2.37628
      99 Loop 135462      1.31209     2.13719     1.18007     2.37628
     100 Loop 136452      1.56010     1.79743     1.18007     2.37628
     101 Loop 135642      1.30809     2.14372     1.18007     2.37628
     102 Loop 136542      1.43610     1.95264     1.18007     2.37628
     103 Loop 143562      2.16814     1.29336     1.18007     2.37628
     104 Loop 143652      2.20815     1.26992     1.18007     2.37628
     105 Loop 153462      1.35208     2.07397     1.18007     2.37628
     106 Loop 163452      2.07613     1.35068     1.18007     2.37628
     107 Loop 153642      1.38808     2.02019     1.18007     2.37628
     108 Loop 163542      1.96013     1.43061     1.18007     2.37628
     109 Loop 145362      2.24814     1.24733     1.18007     2.37628
     110 Loop 146352      2.44415     1.14730     1.18007     2.37628
     111 Loop 154362      1.83212     1.53056     1.18007     2.37628
     112 Loop 164352      2.38416     1.17617     1.18007     2.37628
     113 Loop 156342      1.54010     1.82078     1.18007     2.37628
     114 Loop 165342      2.05214     1.36646     1.18007     2.37628
     115 Loop 145632      2.49216     1.12520     1.18007     2.37628
     116 Loop 146532      2.66817     1.05097     1.18007     2.37628
     117 Loop 154632      2.10814     1.33017     1.18007     2.37628
     118 Loop 164532      2.66017     1.05413     1.18007     2.37628
     119 Loop 156432      1.98012     1.41617     1.18007     2.37628
     120 Loop 165432      2.44815     1.14543     1.18007     2.37628
     121 Loop 213456      1.35210     2.07395     1.18007     2.37628
     122 Loop 213465      1.62410     1.72660     1.18007     2.37628
     123 Loop 213546      1.02007     2.74902     1.02007     2.74902
     124 Loop 213645      1.08408     2.58670     1.02007     2.74902
     125 Loop 213564      1.02806     2.72764     1.02007     2.74902
     126 Loop 213654      0.98807     2.83804     0.98807     2.83804
     127 Loop 214356      1.65610     1.69324     0.98807     2.83804
     128 Loop 214365      1.92412     1.45738     0.98807     2.83804
     129 Loop 215346      1.02806     2.72764     0.98807     2.83804
     130 Loop 216345      1.26407     2.21837     0.98807     2.83804
     131 Loop 215364      1.02406     2.73828     0.98807     2.83804
     132 Loop 216354      1.02408     2.73824     0.98807     2.83804
     133 Loop 214536      1.62410     1.72660     0.98807     2.83804
     134 Loop 214635      1.94012     1.44536     0.98807     2.83804
     135 Loop 215436      1.30408     2.15031     0.98807     2.83804
     136 Loop 216435      1.63609     1.71395     0.98807     2.83804
     137 Loop 215634      0.96806     2.89669     0.96806     2.89669
     138 Loop 216534      1.00407     2.79280     0.96806     2.89669
     139 Loop 214563      1.92812     1.45436     0.96806     2.89669
     140 Loop 214653      1.97612     1.41903     0.96806     2.89669
     141 Loop 215463      1.52010     1.84474     0.96806     2.89669
     142 Loop 216453      1.70010     1.64941     0.96806     2.89669
     143 Loop 215643      1.47208     1.90491     0.96806     2.89669
     144 Loop 216543      1.61209     1.73947     0.96806     2.89669
     145 Loop 312456      1.35208     2.07397     0.96806     2.89669
     146 Loop 312465      1.62009     1.73088     0.96806     2.89669
     147 Loop 312546      1.03204     2.71711     0.96806     2.89669
     148 Loop 312645      1.12408     2.49463     0.96806     2.89669
     149 Loop 312564      1.04807     2.67557     0.96806     2.89669
     150 Loop 312654      0.98804     2.83813     0.96806     2.89669
     151 Loop 412356      5.79636     0.48378     0.96806     2.89669
     152 Loop 412365      5.89636     0.47558     0.96806     2.89669
     153 Loop 512346      1.95212     1.43648     0.96806     2.89669
     154 Loop 612345      3.49222     0.80298     0.96806     2.89669
     155 Loop 512364      1.20807     2.32121     0.96806     2.89669
     156 Loop 612354      3.32419     0.84357     0.96806     2.89669
     157 Loop 412536      5.82034     0.48179     0.96806     2.89669
     158 Loop 412635      5.86035     0.47850     0.96806     2.89669
     159 Loop 512436      1.94012     1.44536     0.96806     2.89669
     160 Loop 612435      3.80426     0.73711     0.96806     2.89669
     161 Loop 512634      1.10806     2.53070     0.96806     2.89669
     162 Loop 612534      3.32822     0.84255     0.96806     2.89669
     163 Loop 412563      5.90439     0.47493     0.96806     2.89669
     164 Loop 412653      5.98438     0.46858     0.96806     2.89669
     165 Loop 512463      1.66412     1.68508     0.96806     2.89669
     166 Loop 612453      4.04425     0.69337     0.96806     2.89669
     167 Loop 512643      1.57211     1.78370     0.96806     2.89669
     168 Loop 612543      3.92426     0.71458     0.96806     2.89669
     169 Loop 314256      1.42810     1.96357     0.96806     2.89669
     170 Loop 314265      1.76410     1.58958     0.96806     2.89669
     171 Loop 315246      1.01205     2.77078     0.96806     2.89669
     172 Loop 316245      1.26007     2.22541     0.96806     2.89669
     173 Loop 315264      1.05206     2.66541     0.96806     2.89669
     174 Loop 316254      1.07608     2.60592     0.96806     2.89669
     175 Loop 413256      5.78836     0.48445     0.96806     2.89669
     176 Loop 413265      5.91638     0.47397     0.96806     2.89669
     177 Loop 513246      1.95212     1.43648     0.96806     2.89669
     178 Loop 613245      3.55624     0.78852     0.96806     2.89669
     179 Loop 513264      1.20007     2.33667     0.96806     2.89669
     180 Loop 613254      3.35623     0.83551     0.96806     2.89669
     181 Loop 415236      5.81638     0.48212     0.96806     2.89669
     182 Loop 416235      5.97235     0.46953     0.96806     2.89669
     183 Loop 514236      2.01212     1.39365     0.96806     2.89669
     184 Loop 614235      3.85626     0.72717     0.96806     2.89669
     185 Loop 516234      1.22006     2.29839     0.96806     2.89669
     186 Loop 615234      3.60822     0.77716     0.96806     2.89669
     187 Loop 415263      5.92038     0.47365     0.96806     2.89669
     188 Loop 416253      6.02838     0.46516     0.96806     2.89669
     189 Loop 514263      1.81213     1.54744     0.96806     2.89669
     190 Loop 614253      4.17627     0.67145     0.96806     2.89669
     191 Loop 516243      1.81210     1.54747     0.96806     2.89669
     192 Loop 615243      4.04825     0.69269     0.96806     2.89669
     193 Loop 314526      1.24008     2.26128     0.96806     2.89669
     194 Loop 314625      1.58411     1.77019     0.96806     2.89669
     195 Loop 315426      1.06006     2.64530     0.96806     2.89669
     196 Loop 316425      1.43607     1.95268     0.96806     2.89669
     197 Loop 315624      0.97205     2.88482     0.96806     2.89669
     198 Loop 316524      1.07608     2.60592     0.96806     2.89669
     199 Loop 413526      5.84036     0.48014     0.96806     2.89669
     200 Loop 413625      5.91235     0.47429     0.96806     2.89669
     201 Loop 513426      1.92413     1.45737     0.96806     2.89669
     202 Loop 613425      3.68823     0.76030     0.96806     2.89669
     203 Loop 513624      1.10809     2.53063     0.96806     2.89669
     204 Loop 613524      3.33621     0.84053     0.96806     2.89669
     205 Loop 415326      5.82437     0.48146     0.96806     2.89669
     206 Loop 416325      6.01239     0.46640     0.96806     2.89669
     207 Loop 514326      2.04413     1.37182     0.96806     2.89669
     208 Loop 614325      3.83624     0.73097     0.96806     2.89669
     209 Loop 516324      1.24005     2.26134     0.96806     2.89669
     210 Loop 615324      3.62421     0.77374     0.96806     2.89669
     211 Loop 415623      6.07635     0.46149     0.96806     2.89669
     212 Loop 416523      6.16037     0.45520     0.96806     2.89669
     213 Loop 514623      2.12012     1.32265     0.96806     2.89669
     214 Loop 614523      4.24026     0.66132     0.96806     2.89669
     215 Loop 516423      1.94812     1.43943     0.96806     2.89669
     216 Loop 615423      4.18826     0.66953     0.96806     2.89669
     217 Loop 314562      1.64011     1.70975     0.96806     2.89669
     218 Loop 314652      1.63611     1.71393     0.96806     2.89669
     219 Loop 315462      1.21609     2.30589     0.96806     2.89669
     220 Loop 316452      1.46408     1.91532     0.96806     2.89669
     221 Loop 315642      1.20407     2.32891     0.96806     2.89669
     222 Loop 316542      1.34808     2.08012     0.96806     2.89669
     223 Loop 413562      5.68436     0.49331     0.96806     2.89669
     224 Loop 413652      5.69638     0.49227     0.96806     2.89669
     225 Loop 513462      1.50809     1.85943     0.96806     2.89669
     226 Loop 613452      4.12027     0.68058     0.96806     2.89669
     227 Loop 513642      1.34009     2.09253     0.96806     2.89669
     228 Loop 613542      3.80823     0.73635     0.96806     2.89669
     229 Loop 415362      5.69635     0.49228     0.96806     2.89669
     230 Loop 416352      5.78436     0.48479     0.96806     2.89669
     231 Loop 514362      1.87616     1.49464     0.96806     2.89669
     232 Loop 614352      4.28027     0.65514     0.96806     2.89669
     233 Loop 516342      1.56812     1.78825     0.96806     2.89669
     234 Loop 615342      4.02026     0.69751     0.96806     2.89669
     235 Loop 415632      5.74835     0.48782     0.96806     2.89669
     236 Loop 416532      5.86035     0.47850     0.96806     2.89669
     237 Loop 514632      2.14014     1.31028     0.96806     2.89669
     238 Loop 614532      4.38428     0.63960     0.96806     2.89669
     239 Loop 516432      2.00812     1.39642     0.96806     2.89669
     240 Loop 615432      4.36029     0.64312     0.96806     2.89669
     241 Loop 231456      1.34009     2.09253     0.96806     2.89669
     242 Loop 231465      1.64014     1.70972     0.96806     2.89669
     243 Loop 231546      1.02411     2.73816     0.96806     2.89669
     244 Loop 231645      1.11609     2.51250     0.96806     2.89669
     245 Loop 231564      1.01611     2.75971     0.96806     2.89669
     246 Loop 231654      0.95605     2.93307     0.95605     2.93307
     247 Loop 241356      2.01215     1.39362     0.95605     2.93307
     248 Loop 241365      2.16412     1.29576     0.95605     2.93307
     249 Loop 251346      1.10010     2.54902     0.95605     2.93307
     250 Loop 261345      1.73212     1.61893     0.95605     2.93307
     251 Loop 251364      1.07208     2.61563     0.95605     2.93307
     252 Loop 261354      1.53613     1.82548     0.95605     2.93307
     253 Loop 241536      1.88013     1.49148     0.95605     2.93307
     254 Loop 241635      2.12811     1.31768     0.95605     2.93307
     255 Loop 251436      1.32806     2.11148     0.95605     2.93307
     256 Loop 261435      1.99609     1.40483     0.95605     2.93307
     257 Loop 251634      0.99207     2.82660     0.95605     2.93307
     258 Loop 261534      1.53607     1.82555     0.95605     2.93307
     259 Loop 241563      2.15613     1.30056     0.95605     2.93307
     260 Loop 241653      2.20013     1.27455     0.95605     2.93307
     261 Loop 251463      1.54810     1.81137     0.95605     2.93307
     262 Loop 261453      2.01617     1.39084     0.95605     2.93307
     263 Loop 251643      1.46411     1.91528     0.95605     2.93307
     264 Loop 261543      1.95215     1.43646     0.95605     2.93307
     265 Loop 321456      1.32007     2.12427     0.95605     2.93307
     266 Loop 321465      1.62012     1.73085     0.95605     2.93307
     267 Loop 321546      0.99207     2.82660     0.95605     2.93307
     268 Loop 321645      1.06403     2.63544     0.95605     2.93307
     269 Loop 321564      1.01605     2.75987     0.95605     2.93307
     270 Loop 321654      0.96405     2.90874     0.95605     2.93307
     271 Loop 421356      5.78839     0.48445     0.95605     2.93307
     272 Loop 421365      5.90839     0.47461     0.95605     2.93307
     273 Loop 521346      1.89612     1.47890     0.95605     2.93307
     274 Loop 621345      3.38025     0.82958     0.95605     2.93307
     275 Loop 521364      1.16003     2.41732     0.95605     2.93307
     276 Loop 621354      3.10022     0.90451     0.95605     2.93307
     277 Loop 421536      5.82440     0.48145     0.95605     2.93307
     278 Loop 421635      5.93634     0.47237     0.95605     2.93307
     279 Loop 521436      1.94409     1.44241     0.95605     2.93307
     280 Loop 621435      3.66821     0.76445     0.95605     2.93307
     281 Loop 521634      1.04407     2.68582     0.95605     2.93307
     282 Loop 621534      3.14819     0.89073     0.95605     2.93307
     283 Loop 421563      5.93634     0.47237     0.95605     2.93307
     284 Loop 421653      5.98834     0.46827     0.95605     2.93307
     285 Loop 521463      1.58807     1.76577     0.95605     2.93307
     286 Loop 621453      3.90424     0.71824     0.95605     2.93307
     287 Loop 521643      1.52405     1.83995     0.95605     2.93307
     288 Loop 621543      3.81622     0.73480     0.95605     2.93307
     289 Loop 341256      1.68811     1.66113     0.95605     2.93307
     290 Loop 341265      1.96014     1.43060     0.95605     2.93307
     291 Loop 351246      1.06006     2.64530     0.95605     2.93307
     292 Loop 361245      1.71210     1.63786     0.95605     2.93307
     293 Loop 351264      1.04407     2.68582     0.95605     2.93307
     294 Loop 361254      1.53210     1.83028     0.95605     2.93307
     295 Loop 431256      5.82434     0.48146     0.95605     2.93307
     296 Loop 431265      5.89642     0.47557     0.95605     2.93307
     297 Loop 531246      1.90411     1.47269     0.95605     2.93307
     298 Loop 631245      3.42822     0.81797     0.95605     2.93307
     299 Loop 531264      1.20813     2.32109     0.95605     2.93307
     300 Loop 631254      3.17218     0.88399     0.95605     2.93307
     301 Loop 451236      6.12836     0.45757     0.95605     2.93307
     302 Loop 461235      7.72845     0.36284     0.95605     2.93307
     303 Loop 541236      2.60815     1.07516     0.95605     2.93307
     304 Loop 641235      5.64038     0.49716     0.95605     2.93307
     305 Loop 561234      1.87207     1.49790     0.95605     2.93307
     306 Loop 651234      3.52820     0.79479     0.95605     2.93307
     307 Loop 451263      5.99237     0.46796     0.95605     2.93307
     308 Loop 461253      7.36047     0.38098     0.95605     2.93307
     309 Loop 541263      2.15613     1.30056     0.95605     2.93307
     310 Loop 641253      5.10034     0.54980     0.95605     2.93307
     311 Loop 561243      2.39618     1.17027     0.95605     2.93307
     312 Loop 651243      3.80426     0.73711     0.95605     2.93307
     313 Loop 341526      1.49207     1.87939     0.95605     2.93307
     314 Loop 341625      1.82410     1.53730     0.95605     2.93307
     315 Loop 351426      1.08002     2.59642     0.95605     2.93307
     316 Loop 361425      1.83612     1.52723     0.95605     2.93307
     317 Loop 351624      0.99207     2.82660     0.95605     2.93307
     318 Loop 361524      1.51208     1.85451     0.95605     2.93307
     319 Loop 431526      5.79236     0.48412     0.95605     2.93307
     320 Loop 431625      5.92438     0.47333     0.95605     2.93307
     321 Loop 531426      1.92413     1.45737     0.95605     2.93307
     322 Loop 631425      3.65625     0.76695     0.95605     2.93307
     323 Loop 531624      1.06812     2.62535     0.95605     2.93307
     324 Loop 631524      3.20819     0.87407     0.95605     2.93307
     325 Loop 451326      6.21637     0.45110     0.95605     2.93307
     326 Loop 461325      7.73248     0.36265     0.95605     2.93307
     327 Loop 541326      2.62817     1.06697     0.95605     2.93307
     328 Loop 641325      5.64435     0.49681     0.95605     2.93307
     329 Loop 561324      1.87213     1.49785     0.95605     2.93307
     330 Loop 651324      3.51624     0.79749     0.95605     2.93307
     331 Loop 451623      6.17633     0.45402     0.95605     2.93307
     332 Loop 461523      7.42847     0.37749     0.95605     2.93307
     333 Loop 541623      2.46014     1.13984     0.95605     2.93307
     334 Loop 641523      5.40033     0.51926     0.95605     2.93307
     335 Loop 561423      2.59216     1.08179     0.95605     2.93307
     336 Loop 651423      4.12427     0.67992     0.95605     2.93307
     337 Loop 341562      1.89612     1.47890     0.95605     2.93307
     338 Loop 341652      1.84814     1.51729     0.95605     2.93307
     339 Loop 351462      1.16803     2.40077     0.95605     2.93307
     340 Loop 361452      1.82410     1.53730     0.95605     2.93307
     341 Loop 351642      1.19611     2.34442     0.95605     2.93307
     342 Loop 361542      1.74011     1.61149     0.95605     2.93307
     343 Loop 431562      5.72034     0.49021     0.95605     2.93307
     344 Loop 431652      5.72839     0.48952     0.95605     2.93307
     345 Loop 531462      1.44806     1.93651     0.95605     2.93307
     346 Loop 631452      4.10822     0.68258     0.95605     2.93307
     347 Loop 531642      1.30811     2.14369     0.95605     2.93307
     348 Loop 631542      3.76025     0.74574     0.95605     2.93307
     349 Loop 451362      5.92438     0.47333     0.95605     2.93307
     350 Loop 461352      7.40045     0.37892     0.95605     2.93307
     351 Loop 541362      2.26819     1.23631     0.95605     2.93307
     352 Loop 641352      5.65631     0.49576     0.95605     2.93307
     353 Loop 561342      2.25214     1.24512     0.95605     2.93307
     354 Loop 651342      4.07227     0.68860     0.95605     2.93307
     355 Loop 451632      5.94037     0.47205     0.95605     2.93307
     356 Loop 461532      7.28448     0.38495     0.95605     2.93307
     357 Loop 541632      2.48010     1.13067     0.95605     2.93307
     358 Loop 641532      5.65234     0.49611     0.95605     2.93307
     359 Loop 561432      2.68414     1.04472     0.95605     2.93307
     360 Loop 651432      4.41626     0.63497     0.95605     2.93307
     361 Loop 234156      1.37604     2.03786     0.95605     2.93307
     362 Loop 234165      1.65613     1.69321     0.95605     2.93307
     363 Loop 235146      1.00006     2.80400     0.95605     2.93307
     364 Loop 236145      1.23608     2.26860     0.95605     2.93307
     365 Loop 235164      1.03607     2.70655     0.95605     2.93307
     366 Loop 236154      1.05206     2.66541     0.95605     2.93307
     367 Loop 243156      1.69611     1.65330     0.95605     2.93307
     368 Loop 243165      1.94012     1.44536     0.95605     2.93307
     369 Loop 253146      1.12408     2.49463     0.95605     2.93307
     370 Loop 263145      1.72412     1.62644     0.95605     2.93307
     371 Loop 253164      1.09607     2.55839     0.95605     2.93307
     372 Loop 263154      1.55609     1.80206     0.95605     2.93307
     373 Loop 245136      1.62012     1.73085     0.95605     2.93307
     374 Loop 246135      2.08813     1.34291     0.95605     2.93307
     375 Loop 254136      1.38403     2.02609     0.95605     2.93307
     376 Loop 264135      2.12415     1.32014     0.95605     2.93307
     377 Loop 256134      1.11206     2.52160     0.95605     2.93307
     378 Loop 265134      1.60809     1.74379     0.95605     2.93307
     379 Loop 245163      1.90009     1.47582     0.95605     2.93307
     380 Loop 246153      2.09613     1.33779     0.95605     2.93307
     381 Loop 254163      1.56006     1.79748     0.95605     2.93307
     382 Loop 264153      2.14014     1.31028     0.95605     2.93307
     383 Loop 256143      1.70813     1.64166     0.95605     2.93307
     384 Loop 265143      2.07214     1.35327     0.95605     2.93307
     385 Loop 324156      1.30811     2.14369     0.95605     2.93307
     386 Loop 324165      1.61212     1.73943     0.95605     2.93307
     387 Loop 325146      0.95612     2.93288     0.95605     2.93307
     388 Loop 326145      1.16010     2.41719     0.95605     2.93307
     389 Loop 325164      1.01611     2.75971     0.95605     2.93307
     390 Loop 326154      1.05206     2.66541     0.95605     2.93307
     391 Loop 423156      5.79236     0.48412     0.95605     2.93307
     392 Loop 423165      5.90833     0.47461     0.95605     2.93307
     393 Loop 523146      1.87610     1.49468     0.95605     2.93307
     394 Loop 623145      3.40820     0.82277     0.95605     2.93307
     395 Loop 523164      1.21204     2.31361     0.95605     2.93307
     396 Loop 623154      3.13220     0.89527     0.95605     2.93307
     397 Loop 425136      5.80432     0.48312     0.95605     2.93307
     398 Loop 426135      6.02435     0.46547     0.95605     2.93307
     399 Loop 524136      1.96008     1.43064     0.95605     2.93307
     400 Loop 624135      3.81219     0.73558     0.95605     2.93307
     401 Loop 526134      1.18811     2.36020     0.95605     2.93307
     402 Loop 625134      3.48029     0.80573     0.95605     2.93307
     403 Loop 425163      5.92041     0.47365     0.95605     2.93307
     404 Loop 426153      6.04834     0.46363     0.95605     2.93307
     405 Loop 524163      1.60010     1.75250     0.95605     2.93307
     406 Loop 624153      3.97632     0.70522     0.95605     2.93307
     407 Loop 526143      1.73218     1.61887     0.95605     2.93307
     408 Loop 625143      3.91626     0.71603     0.95605     2.93307
     409 Loop 342156      1.64014     1.70972     0.95605     2.93307
     410 Loop 342165      1.89612     1.47890     0.95605     2.93307
     411 Loop 352146      1.05603     2.65539     0.95605     2.93307
     412 Loop 362145      1.68005     1.66910     0.95605     2.93307
     413 Loop 352164      1.05212     2.66525     0.95605     2.93307
     414 Loop 362154      1.50403     1.86444     0.95605     2.93307
     415 Loop 432156      5.77637     0.48546     0.95605     2.93307
     416 Loop 432165      5.91638     0.47397     0.95605     2.93307
     417 Loop 532146      1.88818     1.48512     0.95605     2.93307
     418 Loop 632145      3.43628     0.81605     0.95605     2.93307
     419 Loop 532164      1.21606     2.30594     0.95605     2.93307
     420 Loop 632154      3.17627     0.88285     0.95605     2.93307
     421 Loop 452136      6.19641     0.45255     0.95605     2.93307
     422 Loop 462135      7.79651     0.35967     0.95605     2.93307
     423 Loop 542136      2.58423     1.08511     0.95605     2.93307
     424 Loop 642135      5.64429     0.49682     0.95605     2.93307
     425 Loop 562134      1.83203     1.53064     0.95605     2.93307
     426 Loop 652134      3.49231     0.80296     0.95605     2.93307
     427 Loop 452163      6.05640     0.46301     0.95605     2.93307
     428 Loop 462153      7.31238     0.38348     0.95605     2.93307
     429 Loop 542163      2.04407     1.37186     0.95605     2.93307
     430 Loop 642153      5.05627     0.55459     0.95605     2.93307
     431 Loop 562143      2.36011     1.18816     0.95605     2.93307
     432 Loop 652143      3.86023     0.72643     0.95605     2.93307
     433 Loop 345126      1.48413     1.88944     0.95605     2.93307
     434 Loop 346125      1.90015     1.47577     0.95605     2.93307
     435 Loop 354126      1.24011     2.26123     0.95605     2.93307
     436 Loop 364125      1.78821     1.56815     0.95605     2.93307
     437 Loop 356124      1.05603     2.65539     0.95605     2.93307
     438 Loop 365124      1.35999     2.06192     0.95605     2.93307
     439 Loop 435126      5.18835     0.54048     0.95605     2.93307
     440 Loop 436125      5.34839     0.52430     0.95605     2.93307
     441 Loop 534126      1.83215     1.53054     0.95605     2.93307
     442 Loop 634125      3.46021     0.81041     0.95605     2.93307
     443 Loop 536124      1.14807     2.44251     0.95605     2.93307
     444 Loop 635124      3.18420     0.88065     0.95605     2.93307
     445 Loop 453126      5.43237     0.51620     0.95605     2.93307
     446 Loop 463125      6.94446     0.40380     0.95605     2.93307
     447 Loop 543126      2.34814     1.19421     0.95605     2.93307
     448 Loop 643125      5.11230     0.54852     0.95605     2.93307
     449 Loop 563124      1.60010     1.75250     0.95605     2.93307
     450 Loop 653124      3.20813     0.87408     0.95605     2.93307
     451 Loop 456123      5.43237     0.51620     0.95605     2.93307
     452 Loop 465123      6.47241     0.43325     0.95605     2.93307
     453 Loop 546123      2.22815     1.25852     0.95605     2.93307
     454 Loop 645123      4.88428     0.57412     0.95605     2.93307
     455 Loop 564123      2.37219     1.18210     0.95605     2.93307
     456 Loop 654123      3.96436     0.70735     0.95605     2.93307
     457 Loop 345162      1.49207     1.87939     0.95605     2.93307
     458 Loop 346152      1.70020     1.64933     0.95605     2.93307
     459 Loop 354162      1.35608     2.06786     0.95605     2.93307
     460 Loop 364152      1.78015     1.57525     0.95605     2.93307
     461 Loop 356142      1.30811     2.14369     0.95605     2.93307
     462 Loop 365142      1.61609     1.73516     0.95605     2.93307
