 TESTING TRANPOSE TYPE 362541
 Hirata Reference =    2.500156     seconds
 Algorithm         Jeff           Speedup          Best
      37 Loop 142536      5.94836     0.42031     5.58035     0.44803
      38 Loop 142635      5.74835     0.43493     5.58035     0.44803
      39 Loop 152436      6.03638     0.41418     5.58035     0.44803
      40 Loop 162435      6.88443     0.36316     5.58035     0.44803
      41 Loop 152634      6.98044     0.35817     5.58035     0.44803
      42 Loop 162534      7.58847     0.32947     5.58035     0.44803
      43 Loop 142563      5.99237     0.41722     5.58035     0.44803
      44 Loop 142653      6.56442     0.38086     5.58035     0.44803
      45 Loop 152463      6.08038     0.41118     5.58035     0.44803
      46 Loop 162453      7.02045     0.35612     5.58035     0.44803
      47 Loop 152643      6.50043     0.38461     5.58035     0.44803
      48 Loop 162543      6.90042     0.36232     5.58035     0.44803
      49 Loop 134256      5.76035     0.43403     5.58035     0.44803
      50 Loop 134265      5.93237     0.42144     5.58035     0.44803
      51 Loop 135246      6.31238     0.39607     5.58035     0.44803
      52 Loop 136245      6.24039     0.40064     5.58035     0.44803
      53 Loop 135264      6.64441     0.37628     5.58035     0.44803
      54 Loop 136254      6.44440     0.38796     5.58035     0.44803
      55 Loop 143256      5.84036     0.42808     5.58035     0.44803
      56 Loop 143265      5.95236     0.42003     5.58035     0.44803
      57 Loop 153246      6.79242     0.36808     5.58035     0.44803
      58 Loop 163245      7.07242     0.35351     5.58035     0.44803
      59 Loop 153264      7.38846     0.33839     5.58035     0.44803
      60 Loop 163254      7.84048     0.31888     5.58035     0.44803
      61 Loop 145236      5.78436     0.43223     5.58035     0.44803
      62 Loop 146235      5.99637     0.41695     5.58035     0.44803
      63 Loop 154236      6.11240     0.40903     5.58035     0.44803
      64 Loop 164235      6.96045     0.35919     5.58035     0.44803
      65 Loop 156234      7.05246     0.35451     5.58035     0.44803
      66 Loop 165234      8.10449     0.30849     5.58035     0.44803
      67 Loop 145263      6.00836     0.41611     5.58035     0.44803
      68 Loop 146253      6.09641     0.41010     5.58035     0.44803
      69 Loop 154263      6.00836     0.41611     5.58035     0.44803
      70 Loop 164253      6.98444     0.35796     5.58035     0.44803
      71 Loop 156243      6.19238     0.40375     5.58035     0.44803
      72 Loop 165243      7.76849     0.32183     5.58035     0.44803
      73 Loop 134526      5.78436     0.43223     5.58035     0.44803
      74 Loop 134625      5.94437     0.42059     5.58035     0.44803
      75 Loop 135426      5.82037     0.42955     5.58035     0.44803
      76 Loop 136425      5.96439     0.41918     5.58035     0.44803
      77 Loop 135624      6.69641     0.37336     5.58035     0.44803
      78 Loop 136524      6.52838     0.38297     5.58035     0.44803
      79 Loop 143526      6.36438     0.39284     5.58035     0.44803
      80 Loop 143625      5.86435     0.42633     5.58035     0.44803
      81 Loop 153426      6.40039     0.39063     5.58035     0.44803
      82 Loop 163425      7.45245     0.33548     5.58035     0.44803
      83 Loop 153624      7.68848     0.32518     5.58035     0.44803
      84 Loop 163524      8.44055     0.29621     5.58035     0.44803
      85 Loop 145326      5.80841     0.43044     5.58035     0.44803
      86 Loop 146325      5.97638     0.41834     5.58035     0.44803
      87 Loop 154326      6.30035     0.39683     5.58035     0.44803
      88 Loop 164325      7.56848     0.33034     5.58035     0.44803
      89 Loop 156324      7.72046     0.32384     5.58035     0.44803
      90 Loop 165324      8.26855     0.30237     5.58035     0.44803
      91 Loop 145623      6.10040     0.40983     5.58035     0.44803
      92 Loop 146523      6.20837     0.40271     5.58035     0.44803
      93 Loop 154623      6.16040     0.40584     5.58035     0.44803
      94 Loop 164523      7.45648     0.33530     5.58035     0.44803
      95 Loop 156423      5.68433     0.43983     5.58035     0.44803
      96 Loop 165423      6.51239     0.38391     5.58035     0.44803
      97 Loop 134562      5.26434     0.47492     5.26434     0.47492
      98 Loop 134652      5.46429     0.45754     5.26434     0.47492
      99 Loop 135462      5.41632     0.46160     5.26434     0.47492
     100 Loop 136452      5.32031     0.46993     5.26434     0.47492
     101 Loop 135642      6.15637     0.40611     5.26434     0.47492
     102 Loop 136542      5.64032     0.44326     5.26434     0.47492
     103 Loop 143562      5.52838     0.45224     5.26434     0.47492
     104 Loop 143652      5.38837     0.46399     5.26434     0.47492
     105 Loop 153462      5.37634     0.46503     5.26434     0.47492
     106 Loop 163452      6.36041     0.39308     5.26434     0.47492
     107 Loop 153642      5.92841     0.42172     5.26434     0.47492
     108 Loop 163542      6.91241     0.36169     5.26434     0.47492
     109 Loop 145362      5.63635     0.44358     5.26434     0.47492
     110 Loop 146352      5.66034     0.44170     5.26434     0.47492
     111 Loop 154362      5.65240     0.44232     5.26434     0.47492
     112 Loop 164352      6.97247     0.35858     5.26434     0.47492
     113 Loop 156342      5.60034     0.44643     5.26434     0.47492
     114 Loop 165342      6.49243     0.38509     5.26434     0.47492
     115 Loop 145632      5.24432     0.47674     5.24432     0.47674
     116 Loop 146532      5.28430     0.47313     5.24432     0.47674
     117 Loop 154632      5.37634     0.46503     5.24432     0.47674
     118 Loop 164532      6.74841     0.37048     5.24432     0.47674
     119 Loop 156432      5.42035     0.46125     5.24432     0.47674
     120 Loop 165432      6.62445     0.37741     5.24432     0.47674
     121 Loop 213456      1.25208     1.99681     1.25208     1.99681
     122 Loop 213465      1.45605     1.71708     1.25208     1.99681
     123 Loop 213546      1.42010     1.76054     1.25208     1.99681
     124 Loop 213645      1.49609     1.67112     1.25208     1.99681
     125 Loop 213564      1.78412     1.40134     1.25208     1.99681
     126 Loop 213654      1.82806     1.36765     1.25208     1.99681
     127 Loop 214356      1.33606     1.87129     1.25208     1.99681
     128 Loop 214365      1.71613     1.45686     1.25208     1.99681
     129 Loop 215346      1.60010     1.56250     1.25208     1.99681
     130 Loop 216345      1.74817     1.43016     1.25208     1.99681
     131 Loop 215364      1.90015     1.31577     1.25208     1.99681
     132 Loop 216354      1.98816     1.25752     1.25208     1.99681
     133 Loop 214536      1.33209     1.87686     1.25208     1.99681
     134 Loop 214635      1.71613     1.45686     1.25208     1.99681
     135 Loop 215436      1.46411     1.70763     1.25208     1.99681
     136 Loop 216435      1.79211     1.39509     1.25208     1.99681
     137 Loop 215634      2.01611     1.24009     1.25208     1.99681
     138 Loop 216534      2.24017     1.11605     1.25208     1.99681
     139 Loop 214563      1.80414     1.38579     1.25208     1.99681
     140 Loop 214653      1.89612     1.31857     1.25208     1.99681
     141 Loop 215463      1.79211     1.39509     1.25208     1.99681
     142 Loop 216453      1.92810     1.29669     1.25208     1.99681
     143 Loop 215643      1.85608     1.34701     1.25208     1.99681
     144 Loop 216543      1.92810     1.29669     1.25208     1.99681
     145 Loop 312456      1.41211     1.77051     1.25208     1.99681
     146 Loop 312465      1.60809     1.55473     1.25208     1.99681
     147 Loop 312546      1.56812     1.59437     1.25208     1.99681
     148 Loop 312645      1.70813     1.46368     1.25208     1.99681
     149 Loop 312564      1.87616     1.33259     1.25208     1.99681
     150 Loop 312654      1.93610     1.29134     1.25208     1.99681
     151 Loop 412356      1.94409     1.28603     1.25208     1.99681
     152 Loop 412365      2.09210     1.19504     1.25208     1.99681
     153 Loop 512346      2.76019     0.90579     1.25208     1.99681
     154 Loop 612345      5.05634     0.49446     1.25208     1.99681
     155 Loop 512364      2.74420     0.91107     1.25208     1.99681
     156 Loop 612354      5.62836     0.44421     1.25208     1.99681
     157 Loop 412536      1.76813     1.41401     1.25208     1.99681
     158 Loop 412635      2.24017     1.11605     1.25208     1.99681
     159 Loop 512436      2.25616     1.10814     1.25208     1.99681
     160 Loop 612435      5.06433     0.49368     1.25208     1.99681
     161 Loop 512634      2.76013     0.90581     1.25208     1.99681
     162 Loop 612534      5.81635     0.42985     1.25208     1.99681
     163 Loop 412563      1.96014     1.27550     1.25208     1.99681
     164 Loop 412653      2.06415     1.21123     1.25208     1.99681
     165 Loop 512463      1.87610     1.33264     1.25208     1.99681
     166 Loop 612453      5.12030     0.48828     1.25208     1.99681
     167 Loop 512643      2.09613     1.19275     1.25208     1.99681
     168 Loop 612543      5.17230     0.48337     1.25208     1.99681
     169 Loop 314256      1.48810     1.68010     1.25208     1.99681
     170 Loop 314265      1.76807     1.41406     1.25208     1.99681
     171 Loop 315246      1.61212     1.55085     1.25208     1.99681
     172 Loop 316245      1.83612     1.36165     1.25208     1.99681
     173 Loop 315264      2.16010     1.15743     1.25208     1.99681
     174 Loop 316254      2.25214     1.11013     1.25208     1.99681
     175 Loop 413256      2.00409     1.24753     1.25208     1.99681
     176 Loop 413265      2.29614     1.08885     1.25208     1.99681
     177 Loop 513246      2.95221     0.84688     1.25208     1.99681
     178 Loop 613245      5.22833     0.47819     1.25208     1.99681
     179 Loop 513264      2.88416     0.86686     1.25208     1.99681
     180 Loop 613254      5.90039     0.42373     1.25208     1.99681
     181 Loop 415236      2.10809     1.18598     1.25208     1.99681
     182 Loop 416235      2.38013     1.05043     1.25208     1.99681
     183 Loop 514236      2.54413     0.98272     1.25208     1.99681
     184 Loop 614235      5.44037     0.45956     1.25208     1.99681
     185 Loop 516234      2.84814     0.87782     1.25208     1.99681
     186 Loop 615234      6.44037     0.38820     1.25208     1.99681
     187 Loop 415263      2.24811     1.11212     1.25208     1.99681
     188 Loop 416253      2.04816     1.22069     1.25208     1.99681
     189 Loop 514263      2.10815     1.18595     1.25208     1.99681
     190 Loop 614253      5.08832     0.49135     1.25208     1.99681
     191 Loop 516243      2.06415     1.21123     1.25208     1.99681
     192 Loop 615243      5.28033     0.47348     1.25208     1.99681
     193 Loop 314526      1.49207     1.67563     1.25208     1.99681
     194 Loop 314625      1.82410     1.37063     1.25208     1.99681
     195 Loop 315426      1.62012     1.54319     1.25208     1.99681
     196 Loop 316425      1.83612     1.36165     1.25208     1.99681
     197 Loop 315624      1.95612     1.27812     1.25208     1.99681
     198 Loop 316524      2.02808     1.23277     1.25208     1.99681
     199 Loop 413526      1.84015     1.35867     1.25208     1.99681
     200 Loop 413625      2.08008     1.20195     1.25208     1.99681
     201 Loop 513426      2.41217     1.03648     1.25208     1.99681
     202 Loop 613425      4.90833     0.50937     1.25208     1.99681
     203 Loop 513624      2.60815     0.95859     1.25208     1.99681
     204 Loop 613524      5.58838     0.44738     1.25208     1.99681
     205 Loop 415326      1.90808     1.31030     1.25208     1.99681
     206 Loop 416325      2.20410     1.13432     1.25208     1.99681
     207 Loop 514326      2.32416     1.07573     1.25208     1.99681
     208 Loop 614325      5.25635     0.47565     1.25208     1.99681
     209 Loop 516324      2.98419     0.83780     1.25208     1.99681
     210 Loop 615324      6.65240     0.37583     1.25208     1.99681
     211 Loop 415623      2.75214     0.90844     1.25208     1.99681
     212 Loop 416523      2.32013     1.07759     1.25208     1.99681
     213 Loop 514623      2.56415     0.97504     1.25208     1.99681
     214 Loop 614523      5.24036     0.47710     1.25208     1.99681
     215 Loop 516423      2.23608     1.11810     1.25208     1.99681
     216 Loop 615423      5.30432     0.47134     1.25208     1.99681
     217 Loop 314562      1.76813     1.41401     1.25208     1.99681
     218 Loop 314652      1.63611     1.52811     1.25208     1.99681
     219 Loop 315462      1.70813     1.46368     1.25208     1.99681
     220 Loop 316452      1.73218     1.44336     1.25208     1.99681
     221 Loop 315642      1.68018     1.48803     1.25208     1.99681
     222 Loop 316542      1.75610     1.42370     1.25208     1.99681
     223 Loop 413562      2.05615     1.21594     1.25208     1.99681
     224 Loop 413652      1.86816     1.33830     1.25208     1.99681
     225 Loop 513462      2.00818     1.24499     1.25208     1.99681
     226 Loop 613452      4.95630     0.50444     1.25208     1.99681
     227 Loop 513642      1.90808     1.31030     1.25208     1.99681
     228 Loop 613542      4.91235     0.50895     1.25208     1.99681
     229 Loop 415362      2.11218     1.18368     1.25208     1.99681
     230 Loop 416352      2.06018     1.21356     1.25208     1.99681
     231 Loop 514362      2.27209     1.10037     1.25208     1.99681
     232 Loop 614352      5.26831     0.47457     1.25208     1.99681
     233 Loop 516342      2.02417     1.23515     1.25208     1.99681
     234 Loop 615342      5.24829     0.47638     1.25208     1.99681
     235 Loop 415632      2.57617     0.97049     1.25208     1.99681
     236 Loop 416532      2.35217     1.06291     1.25208     1.99681
     237 Loop 514632      2.62415     0.95275     1.25208     1.99681
     238 Loop 614532      5.64441     0.44294     1.25208     1.99681
     239 Loop 516432      2.30017     1.08694     1.25208     1.99681
     240 Loop 615432      5.56445     0.44931     1.25208     1.99681
     241 Loop 231456      1.04407     2.39463     1.04407     2.39463
     242 Loop 231465      1.29211     1.93493     1.04407     2.39463
     243 Loop 231546      1.31213     1.90541     1.04407     2.39463
     244 Loop 231645      1.41614     1.76548     1.04407     2.39463
     245 Loop 231564      1.49609     1.67112     1.04407     2.39463
     246 Loop 231654      1.49219     1.67550     1.04407     2.39463
     247 Loop 241356      1.22009     2.04915     1.04407     2.39463
     248 Loop 241365      1.56812     1.59437     1.04407     2.39463
     249 Loop 251346      1.37610     1.81684     1.04407     2.39463
     250 Loop 261345      1.76807     1.41406     1.04407     2.39463
     251 Loop 251364      1.47607     1.69379     1.04407     2.39463
     252 Loop 261354      1.87610     1.33264     1.04407     2.39463
     253 Loop 241536      1.17603     2.12594     1.04407     2.39463
     254 Loop 241635      1.60815     1.55467     1.04407     2.39463
     255 Loop 251436      1.19214     2.09720     1.04407     2.39463
     256 Loop 261435      1.76013     1.42044     1.04407     2.39463
     257 Loop 251634      1.52014     1.64469     1.04407     2.39463
     258 Loop 261534      2.03210     1.23033     1.04407     2.39463
     259 Loop 241563      1.53613     1.62756     1.04407     2.39463
     260 Loop 241653      1.54016     1.62331     1.04407     2.39463
     261 Loop 251463      1.42810     1.75069     1.04407     2.39463
     262 Loop 261453      1.84814     1.35279     1.04407     2.39463
     263 Loop 251643      1.44800     1.72663     1.04407     2.39463
     264 Loop 261543      1.93201     1.29407     1.04407     2.39463
     265 Loop 321456      1.05603     2.36750     1.04407     2.39463
     266 Loop 321465      1.38416     1.80627     1.04407     2.39463
     267 Loop 321546      1.35608     1.84367     1.04407     2.39463
     268 Loop 321645      1.40808     1.77558     1.04407     2.39463
     269 Loop 321564      1.54810     1.61499     1.04407     2.39463
     270 Loop 321654      1.55615     1.60663     1.04407     2.39463
     271 Loop 421356      1.32800     1.88264     1.04407     2.39463
     272 Loop 421365      1.73206     1.44346     1.04407     2.39463
     273 Loop 521346      1.82007     1.37366     1.04407     2.39463
     274 Loop 621345      3.28821     0.76034     1.04407     2.39463
     275 Loop 521364      1.71606     1.45691     1.04407     2.39463
     276 Loop 621354      3.53625     0.70701     1.04407     2.39463
     277 Loop 421536      1.31213     1.90541     1.04407     2.39463
     278 Loop 421635      1.72412     1.45010     1.04407     2.39463
     279 Loop 521436      1.85205     1.34994     1.04407     2.39463
     280 Loop 621435      3.64014     0.68683     1.04407     2.39463
     281 Loop 521634      1.75220     1.42687     1.04407     2.39463
     282 Loop 621534      3.65625     0.68380     1.04407     2.39463
     283 Loop 421563      1.71606     1.45691     1.04407     2.39463
     284 Loop 421653      1.68811     1.48104     1.04407     2.39463
     285 Loop 521463      1.60010     1.56250     1.04407     2.39463
     286 Loop 621453      3.91235     0.63904     1.04407     2.39463
     287 Loop 521643      1.64404     1.52074     1.04407     2.39463
     288 Loop 621543      3.78833     0.65996     1.04407     2.39463
     289 Loop 341256      1.12012     2.23205     1.04407     2.39463
     290 Loop 341265      1.51208     1.65345     1.04407     2.39463
     291 Loop 351246      1.29211     1.93493     1.04407     2.39463
     292 Loop 361245      1.76013     1.42044     1.04407     2.39463
     293 Loop 351264      1.56421     1.59835     1.04407     2.39463
     294 Loop 361254      1.88416     1.32694     1.04407     2.39463
     295 Loop 431256      1.28809     1.94099     1.04407     2.39463
     296 Loop 431265      1.68811     1.48104     1.04407     2.39463
     297 Loop 531246      1.96021     1.27546     1.04407     2.39463
     298 Loop 631245      3.43225     0.72843     1.04407     2.39463
     299 Loop 531264      1.83618     1.36161     1.04407     2.39463
     300 Loop 631254      3.77625     0.66207     1.04407     2.39463
     301 Loop 451236      1.98816     1.25752     1.04407     2.39463
     302 Loop 461235      2.48022     1.00804     1.04407     2.39463
     303 Loop 541236      2.08813     1.19732     1.04407     2.39463
     304 Loop 641235      3.83630     0.65171     1.04407     2.39463
     305 Loop 561234      2.60815     0.95859     1.04407     2.39463
     306 Loop 651234      4.25635     0.58739     1.04407     2.39463
     307 Loop 451263      2.04016     1.22547     1.04407     2.39463
     308 Loop 461253      2.22009     1.12615     1.04407     2.39463
     309 Loop 541263      1.93213     1.29399     1.04407     2.39463
     310 Loop 641253      4.00427     0.62437     1.04407     2.39463
     311 Loop 561243      2.36414     1.05753     1.04407     2.39463
     312 Loop 651243      3.96814     0.63006     1.04407     2.39463
     313 Loop 341526      1.33606     1.87129     1.04407     2.39463
     314 Loop 341625      1.51611     1.64906     1.04407     2.39463
     315 Loop 351426      1.39612     1.79079     1.04407     2.39463
     316 Loop 361425      2.02417     1.23515     1.04407     2.39463
     317 Loop 351624      1.71216     1.46024     1.04407     2.39463
     318 Loop 361524      2.07617     1.20421     1.04407     2.39463
     319 Loop 431526      1.57617     1.58622     1.04407     2.39463
     320 Loop 431625      1.74011     1.43678     1.04407     2.39463
     321 Loop 531426      2.01208     1.24257     1.04407     2.39463
     322 Loop 631425      3.58826     0.69676     1.04407     2.39463
     323 Loop 531624      1.82007     1.37366     1.04407     2.39463
     324 Loop 631524      3.81628     0.65513     1.04407     2.39463
     325 Loop 451326      1.83215     1.36460     1.04407     2.39463
     326 Loop 461325      2.65222     0.94266     1.04407     2.39463
     327 Loop 541326      2.08813     1.19732     1.04407     2.39463
     328 Loop 641325      4.05225     0.61698     1.04407     2.39463
     329 Loop 561324      3.02026     0.82779     1.04407     2.39463
     330 Loop 651324      4.48425     0.55754     1.04407     2.39463
     331 Loop 451623      2.47620     1.00968     1.04407     2.39463
     332 Loop 461523      2.92822     0.85381     1.04407     2.39463
     333 Loop 541623      2.45618     1.01791     1.04407     2.39463
     334 Loop 641523      4.43225     0.56408     1.04407     2.39463
     335 Loop 561423      2.97217     0.84119     1.04407     2.39463
     336 Loop 651423      4.36426     0.57287     1.04407     2.39463
     337 Loop 341562      1.89209     1.32137     1.04407     2.39463
     338 Loop 341652      1.62817     1.53556     1.04407     2.39463
     339 Loop 351462      1.77209     1.41085     1.04407     2.39463
     340 Loop 361452      2.10022     1.19043     1.04407     2.39463
     341 Loop 351642      1.56812     1.59437     1.04407     2.39463
     342 Loop 361542      2.13611     1.17043     1.04407     2.39463
     343 Loop 431562      1.99622     1.25245     1.04407     2.39463
     344 Loop 431652      1.75610     1.42370     1.04407     2.39463
     345 Loop 531462      1.94409     1.28603     1.04407     2.39463
     346 Loop 631452      4.17236     0.59922     1.04407     2.39463
     347 Loop 531642      1.70801     1.46378     1.04407     2.39463
     348 Loop 631542      4.03625     0.61942     1.04407     2.39463
     349 Loop 451362      2.07214     1.20656     1.04407     2.39463
     350 Loop 461352      2.46411     1.01463     1.04407     2.39463
     351 Loop 541362      2.14404     1.16609     1.04407     2.39463
     352 Loop 641352      4.29224     0.58248     1.04407     2.39463
     353 Loop 561342      2.62415     0.95275     1.04407     2.39463
     354 Loop 651342      4.31226     0.57978     1.04407     2.39463
     355 Loop 451632      2.59216     0.96451     1.04407     2.39463
     356 Loop 461532      2.87219     0.87047     1.04407     2.39463
     357 Loop 541632      2.54822     0.98114     1.04407     2.39463
     358 Loop 641532      4.65222     0.53741     1.04407     2.39463
     359 Loop 561432      3.00012     0.83335     1.04407     2.39463
     360 Loop 651432      4.59631     0.54395     1.04407     2.39463
     361 Loop 234156      0.94409     2.64821     0.94409     2.64821
     362 Loop 234165      1.18811     2.10431     0.94409     2.64821
     363 Loop 235146      1.02808     2.43188     0.94409     2.64821
     364 Loop 236145      1.30811     1.91128     0.94409     2.64821
     365 Loop 235164      1.27612     1.95918     0.94409     2.64821
     366 Loop 236154      1.40417     1.78052     0.94409     2.64821
     367 Loop 243156      1.02405     2.44144     0.94409     2.64821
     368 Loop 243165      1.27612     1.95918     0.94409     2.64821
     369 Loop 253146      1.11206     2.24822     0.94409     2.64821
     370 Loop 263145      1.68005     1.48814     0.94409     2.64821
     371 Loop 253164      1.31201     1.90559     0.94409     2.64821
     372 Loop 263154      1.87207     1.33550     0.94409     2.64821
     373 Loop 245136      1.24414     2.00954     0.94409     2.64821
     374 Loop 246135      1.65210     1.51332     0.94409     2.64821
     375 Loop 254136      1.33618     1.87112     0.94409     2.64821
     376 Loop 264135      2.02405     1.23523     0.94409     2.64821
     377 Loop 256134      1.84412     1.35575     0.94409     2.64821
     378 Loop 265134      2.21606     1.12820     0.94409     2.64821
     379 Loop 245163      1.55212     1.61080     0.94409     2.64821
     380 Loop 246153      1.70020     1.47051     0.94409     2.64821
     381 Loop 254163      1.54407     1.61920     0.94409     2.64821
     382 Loop 264153      2.02014     1.23761     0.94409     2.64821
     383 Loop 256143      1.74011     1.43678     0.94409     2.64821
     384 Loop 265143      2.08008     1.20195     0.94409     2.64821
     385 Loop 324156      0.94812     2.63696     0.94409     2.64821
     386 Loop 324165      1.19604     2.09035     0.94409     2.64821
     387 Loop 325146      1.00806     2.48017     0.94409     2.64821
     388 Loop 326145      1.29199     1.93512     0.94409     2.64821
     389 Loop 325164      1.25610     1.99041     0.94409     2.64821
     390 Loop 326154      1.38013     1.81154     0.94409     2.64821
     391 Loop 423156      1.21204     2.06277     0.94409     2.64821
     392 Loop 423165      1.43616     1.74087     0.94409     2.64821
     393 Loop 523146      1.96021     1.27546     0.94409     2.64821
     394 Loop 623145      3.42419     0.73014     0.94409     2.64821
     395 Loop 523164      1.56409     1.59848     0.94409     2.64821
     396 Loop 623154      3.66418     0.68232     0.94409     2.64821
     397 Loop 425136      1.41211     1.77051     0.94409     2.64821
     398 Loop 426135      1.83215     1.36460     0.94409     2.64821
     399 Loop 524136      1.99622     1.25245     0.94409     2.64821
     400 Loop 624135      3.74414     0.66775     0.94409     2.64821
     401 Loop 526134      2.07202     1.20663     0.94409     2.64821
     402 Loop 625134      4.16418     0.60040     0.94409     2.64821
     403 Loop 425163      1.65601     1.50975     0.94409     2.64821
     404 Loop 426153      1.84814     1.35279     0.94409     2.64821
     405 Loop 524163      1.69604     1.47411     0.94409     2.64821
     406 Loop 624153      3.98816     0.62689     0.94409     2.64821
     407 Loop 526143      1.88806     1.32419     0.94409     2.64821
     408 Loop 625143      3.98022     0.62814     0.94409     2.64821
     409 Loop 342156      0.98804     2.53043     0.94409     2.64821
     410 Loop 342165      1.24805     2.00325     0.94409     2.64821
     411 Loop 352146      1.09607     2.28102     0.94409     2.64821
     412 Loop 362145      1.72412     1.45010     0.94409     2.64821
     413 Loop 352164      1.32812     1.88247     0.94409     2.64821
     414 Loop 362154      1.82812     1.36761     0.94409     2.64821
     415 Loop 432156      1.21606     2.05594     0.94409     2.64821
     416 Loop 432165      1.44006     1.73614     0.94409     2.64821
     417 Loop 532146      2.00806     1.24506     0.94409     2.64821
     418 Loop 632145      3.44824     0.72505     0.94409     2.64821
     419 Loop 532164      1.56421     1.59835     0.94409     2.64821
     420 Loop 632154      3.69226     0.67713     0.94409     2.64821
     421 Loop 452136      1.43604     1.74101     0.94409     2.64821
     422 Loop 462135      2.46008     1.01629     0.94409     2.64821
     423 Loop 542136      2.00012     1.25000     0.94409     2.64821
     424 Loop 642135      3.99622     0.62563     0.94409     2.64821
     425 Loop 562134      2.69617     0.92730     0.94409     2.64821
     426 Loop 652134      4.27222     0.58521     0.94409     2.64821
     427 Loop 452163      1.68018     1.48803     0.94409     2.64821
     428 Loop 462153      2.28015     1.09649     0.94409     2.64821
     429 Loop 542163      1.69202     1.47762     0.94409     2.64821
     430 Loop 642153      4.05225     0.61698     0.94409     2.64821
     431 Loop 562143      2.42810     1.02968     0.94409     2.64821
     432 Loop 652143      4.08423     0.61215     0.94409     2.64821
     433 Loop 345126      1.39209     1.79597     0.94409     2.64821
     434 Loop 346125      1.44812     1.72648     0.94409     2.64821
     435 Loop 354126      1.44409     1.73130     0.94409     2.64821
     436 Loop 364125      1.90417     1.31299     0.94409     2.64821
     437 Loop 356124      1.61206     1.55091     0.94409     2.64821
     438 Loop 365124      2.12805     1.17486     0.94409     2.64821
     439 Loop 435126      1.58813     1.57427     0.94409     2.64821
     440 Loop 436125      1.68018     1.48803     0.94409     2.64821
     441 Loop 534126      2.03613     1.22789     0.94409     2.64821
     442 Loop 634125      3.66028     0.68305     0.94409     2.64821
     443 Loop 536124      1.81213     1.37968     0.94409     2.64821
     444 Loop 635124      4.09229     0.61094     0.94409     2.64821
     445 Loop 453126      1.60010     1.56250     0.94409     2.64821
     446 Loop 463125      2.41223     1.03645     0.94409     2.64821
     447 Loop 543126      2.06409     1.21126     0.94409     2.64821
     448 Loop 643125      3.94824     0.63323     0.94409     2.64821
     449 Loop 563124      2.60413     0.96007     0.94409     2.64821
     450 Loop 653124      4.57617     0.54634     0.94409     2.64821
     451 Loop 456123      2.19214     1.14051     0.94409     2.64821
     452 Loop 465123      2.69617     0.92730     0.94409     2.64821
     453 Loop 546123      2.20813     1.13225     0.94409     2.64821
     454 Loop 645123      4.20422     0.59468     0.94409     2.64821
     455 Loop 564123      2.80420     0.89158     0.94409     2.64821
     456 Loop 654123      4.23633     0.59017     0.94409     2.64821
     457 Loop 345162      1.73608     1.44011     0.94409     2.64821
     458 Loop 346152      1.47607     1.69379     0.94409     2.64821
     459 Loop 354162      1.74011     1.43678     0.94409     2.64821
     460 Loop 364152      1.88013     1.32978     0.94409     2.64821
     461 Loop 356142      1.56799     1.59449     0.94409     2.64821
     462 Loop 365142      1.98804     1.25760     0.94409     2.64821
