 TESTING TRANSACCU TYPE 326514
 Hirata Reference =    10.73267     seconds
 Algorithm         Jeff           Speedup          Best
      73 Loop 134526     27.08972     0.39619     6.24438     1.71877
      74 Loop 134625     24.44556     0.43904     6.24438     1.71877
      75 Loop 135426      9.70459     1.10594     6.24438     1.71877
      76 Loop 136425     12.18872     0.88054     6.24438     1.71877
      77 Loop 135624     12.68884     0.84584     6.24438     1.71877
      78 Loop 136524     12.77271     0.84028     6.24438     1.71877
      79 Loop 143526     29.56189     0.36306     6.24438     1.71877
      80 Loop 143625     26.46558     0.40553     6.24438     1.71877
      81 Loop 153426     10.06067     1.06679     6.24438     1.71877
      82 Loop 163425     11.32068     0.94806     6.24438     1.71877
      83 Loop 153624     11.80469     0.90919     6.24438     1.71877
      84 Loop 163524     12.16882     0.88198     6.24438     1.71877
      85 Loop 145326     34.55408     0.31061     6.24438     1.71877
      86 Loop 146325     34.82227     0.30821     6.24438     1.71877
      87 Loop 154326     31.50195     0.34070     6.24438     1.71877
      88 Loop 164325     36.51428     0.29393     6.24438     1.71877
      89 Loop 156324     13.92480     0.77076     6.24438     1.71877
      90 Loop 165324     13.47278     0.79662     6.24438     1.71877
      91 Loop 145623     39.74658     0.27003     6.24438     1.71877
      92 Loop 146523     42.10669     0.25489     6.24438     1.71877
      93 Loop 154623     40.52258     0.26486     6.24438     1.71877
      94 Loop 164523     34.37012     0.31227     6.24438     1.71877
      95 Loop 156423     15.31689     0.70071     6.24438     1.71877
      96 Loop 165423     15.32495     0.70034     6.24438     1.71877
      97 Loop 134562     34.49414     0.31114     6.24438     1.71877
      98 Loop 134652     30.76184     0.34890     6.24438     1.71877
      99 Loop 135462     11.51672     0.93192     6.24438     1.71877
     100 Loop 136452     14.68091     0.73106     6.24438     1.71877
     101 Loop 135642     14.90491     0.72008     6.24438     1.71877
     102 Loop 136542     16.61304     0.64604     6.24438     1.71877
     103 Loop 143562     36.52612     0.29384     6.24438     1.71877
     104 Loop 143652     27.32178     0.39282     6.24438     1.71877
     105 Loop 153462     12.18872     0.88054     6.24438     1.71877
     106 Loop 163452     14.58496     0.73587     6.24438     1.71877
     107 Loop 153642     15.27295     0.70272     6.24438     1.71877
     108 Loop 163542     16.94897     0.63323     6.24438     1.71877
     109 Loop 145362     33.29395     0.32236     6.24438     1.71877
     110 Loop 146352     33.09009     0.32435     6.24438     1.71877
     111 Loop 154362     34.89819     0.30754     6.24438     1.71877
     112 Loop 164352     35.88208     0.29911     6.24438     1.71877
     113 Loop 156342     17.35718     0.61834     6.24438     1.71877
     114 Loop 165342     17.32495     0.61949     6.24438     1.71877
     115 Loop 145632     42.53857     0.25230     6.24438     1.71877
     116 Loop 146532     39.93457     0.26876     6.24438     1.71877
     117 Loop 154632     46.01489     0.23324     6.24438     1.71877
     118 Loop 164532     41.92261     0.25601     6.24438     1.71877
     119 Loop 156432     17.23315     0.62279     6.24438     1.71877
     120 Loop 165432     16.12500     0.66559     6.24438     1.71877
     121 Loop 213456      7.78857     1.37800     6.24438     1.71877
     122 Loop 213465      6.46436     1.66028     6.24438     1.71877
     123 Loop 213546      8.61255     1.24617     6.24438     1.71877
     124 Loop 213645      6.24854     1.71763     6.24438     1.71877
     125 Loop 213564      6.20044     1.73095     6.20044     1.73095
     126 Loop 213654      6.46826     1.65928     6.20044     1.73095
     127 Loop 214356     22.92944     0.46807     6.20044     1.73095
     128 Loop 214365     24.12549     0.44487     6.20044     1.73095
     129 Loop 215346      9.56860     1.12165     6.20044     1.73095
     130 Loop 216345     12.20068     0.87968     6.20044     1.73095
     131 Loop 215364      6.77637     1.58384     6.20044     1.73095
     132 Loop 216354     12.08887     0.88781     6.20044     1.73095
     133 Loop 214536     24.12939     0.44480     6.20044     1.73095
     134 Loop 214635     26.68555     0.40219     6.20044     1.73095
     135 Loop 215436     11.73682     0.91444     6.20044     1.73095
     136 Loop 216435     14.02490     0.76526     6.20044     1.73095
     137 Loop 215634     12.31665     0.87140     6.20044     1.73095
     138 Loop 216534     12.68481     0.84610     6.20044     1.73095
     139 Loop 214563     31.89404     0.33651     6.20044     1.73095
     140 Loop 214653     28.98193     0.37032     6.20044     1.73095
     141 Loop 215463     16.94507     0.63338     6.20044     1.73095
     142 Loop 216453     15.98096     0.67159     6.20044     1.73095
     143 Loop 215643     16.86499     0.63639     6.20044     1.73095
     144 Loop 216543     18.27710     0.58722     6.20044     1.73095
     145 Loop 312456      7.84058     1.36886     6.20044     1.73095
     146 Loop 312465      6.48438     1.65516     6.20044     1.73095
     147 Loop 312546      8.58057     1.25081     6.20044     1.73095
     148 Loop 312645      6.11230     1.75591     6.11230     1.75591
     149 Loop 312564      6.22437     1.72430     6.11230     1.75591
     150 Loop 312654      8.30859     1.29176     6.11230     1.75591
     151 Loop 412356     30.46191     0.35233     6.11230     1.75591
     152 Loop 412365     29.52979     0.36345     6.11230     1.75591
     153 Loop 512346     11.39673     0.94173     6.11230     1.75591
     154 Loop 612345     13.74487     0.78085     6.11230     1.75591
     155 Loop 512364      7.33252     1.46371     6.11230     1.75591
     156 Loop 612354     12.82495     0.83686     6.11230     1.75591
     157 Loop 412536     28.81787     0.37243     6.11230     1.75591
     158 Loop 412635     28.17773     0.38089     6.11230     1.75591
     159 Loop 512436     10.02051     1.07107     6.11230     1.75591
     160 Loop 612435     12.62085     0.85039     6.11230     1.75591
     161 Loop 512634     12.63257     0.84960     6.11230     1.75591
     162 Loop 612534     12.84863     0.83532     6.11230     1.75591
     163 Loop 412563     34.65405     0.30971     6.11230     1.75591
     164 Loop 412653     29.95386     0.35831     6.11230     1.75591
     165 Loop 512463     13.31689     0.80594     6.11230     1.75591
     166 Loop 612453     16.09692     0.66675     6.11230     1.75591
     167 Loop 512643     17.03320     0.63010     6.11230     1.75591
     168 Loop 612543     17.60107     0.60977     6.11230     1.75591
     169 Loop 314256     24.56543     0.43690     6.11230     1.75591
     170 Loop 314265     26.05762     0.41188     6.11230     1.75591
     171 Loop 315246      9.28076     1.15644     6.11230     1.75591
     172 Loop 316245     11.68481     0.91851     6.11230     1.75591
     173 Loop 315264      6.72852     1.59510     6.11230     1.75591
     174 Loop 316254     11.60864     0.92454     6.11230     1.75591
     175 Loop 413256     23.32544     0.46013     6.11230     1.75591
     176 Loop 413265     28.34985     0.37858     6.11230     1.75591
     177 Loop 513246     10.07666     1.06510     6.11230     1.75591
     178 Loop 613245     13.48877     0.79567     6.11230     1.75591
     179 Loop 513264      7.68042     1.39741     6.11230     1.75591
     180 Loop 613254     12.72876     0.84318     6.11230     1.75591
     181 Loop 415236     30.04199     0.35726     6.11230     1.75591
     182 Loop 416235     29.11792     0.36859     6.11230     1.75591
     183 Loop 514236     31.31787     0.34270     6.11230     1.75591
     184 Loop 614235     33.25806     0.32271     6.11230     1.75591
     185 Loop 516234     14.20483     0.75556     6.11230     1.75591
     186 Loop 615234     14.19312     0.75619     6.11230     1.75591
     187 Loop 415263     39.32642     0.27291     6.11230     1.75591
     188 Loop 416253     38.49438     0.27881     6.11230     1.75591
     189 Loop 514263     35.06201     0.30611     6.11230     1.75591
     190 Loop 614253     37.67432     0.28488     6.11230     1.75591
     191 Loop 516243     17.30518     0.62020     6.11230     1.75591
     192 Loop 615243     17.26123     0.62178     6.11230     1.75591
     193 Loop 314526     27.20581     0.39450     6.11230     1.75591
     194 Loop 314625     24.26147     0.44238     6.11230     1.75591
     195 Loop 315426      9.53662     1.12542     6.11230     1.75591
     196 Loop 316425     11.76880     0.91196     6.11230     1.75591
     197 Loop 315624     12.38892     0.86631     6.11230     1.75591
     198 Loop 316524     12.43677     0.86298     6.11230     1.75591
     199 Loop 413526     25.50171     0.42086     6.11230     1.75591
     200 Loop 413625     29.72192     0.36110     6.11230     1.75591
     201 Loop 513426     11.56055     0.92839     6.11230     1.75591
     202 Loop 613425     14.42090     0.74424     6.11230     1.75591
     203 Loop 513624     11.80469     0.90919     6.11230     1.75591
     204 Loop 613524     13.70093     0.78335     6.11230     1.75591
     205 Loop 415326     32.40601     0.33119     6.11230     1.75591
     206 Loop 416325     39.38232     0.27253     6.11230     1.75591
     207 Loop 514326     31.14185     0.34464     6.11230     1.75591
     208 Loop 614325     31.88184     0.33664     6.11230     1.75591
     209 Loop 516324     13.72510     0.78197     6.11230     1.75591
     210 Loop 615324     13.38086     0.80209     6.11230     1.75591
     211 Loop 415623     41.17871     0.26064     6.11230     1.75591
     212 Loop 416523     36.98242     0.29021     6.11230     1.75591
     213 Loop 514623     36.38623     0.29497     6.11230     1.75591
     214 Loop 614523     44.69092     0.24015     6.11230     1.75591
     215 Loop 516423     16.49316     0.65073     6.11230     1.75591
     216 Loop 615423     17.27295     0.62136     6.11230     1.75591
     217 Loop 314562     35.72217     0.30045     6.11230     1.75591
     218 Loop 314652     29.58984     0.36271     6.11230     1.75591
     219 Loop 315462     11.43701     0.93842     6.11230     1.75591
     220 Loop 316452     14.54492     0.73790     6.11230     1.75591
     221 Loop 315642     15.46484     0.69400     6.11230     1.75591
     222 Loop 316542     15.29297     0.70180     6.11230     1.75591
     223 Loop 413562     29.62158     0.36233     6.11230     1.75591
     224 Loop 413652     26.73779     0.40140     6.11230     1.75591
     225 Loop 513462     12.60059     0.85176     6.11230     1.75591
     226 Loop 613452     14.83252     0.72359     6.11230     1.75591
     227 Loop 513642     15.28906     0.70198     6.11230     1.75591
     228 Loop 613542     16.60498     0.64635     6.11230     1.75591
     229 Loop 415362     38.61035     0.27797     6.11230     1.75591
     230 Loop 416352     35.19434     0.30495     6.11230     1.75591
     231 Loop 514362     42.38672     0.25321     6.11230     1.75591
     232 Loop 614352     31.11035     0.34499     6.11230     1.75591
     233 Loop 516342     16.14502     0.66477     6.11230     1.75591
     234 Loop 615342     17.01709     0.63070     6.11230     1.75591
     235 Loop 415632     44.87842     0.23915     6.11230     1.75591
     236 Loop 416532     44.32275     0.24215     6.11230     1.75591
     237 Loop 514632     40.95850     0.26204     6.11230     1.75591
     238 Loop 614532     37.70605     0.28464     6.11230     1.75591
     239 Loop 516432     16.40527     0.65422     6.11230     1.75591
     240 Loop 615432     16.34863     0.65649     6.11230     1.75591
     241 Loop 231456      6.54053     1.64095     6.11230     1.75591
     242 Loop 231465      5.39648     1.98883     5.39648     1.98883
     243 Loop 231546      6.61621     1.62218     5.39648     1.98883
     244 Loop 231645      4.90039     2.19017     4.90039     2.19017
     245 Loop 231564      3.56055     3.01433     3.56055     3.01433
     246 Loop 231654      3.64453     2.94487     3.56055     3.01433
     247 Loop 241356     25.92188     0.41404     3.56055     3.01433
     248 Loop 241365     32.16602     0.33366     3.56055     3.01433
     249 Loop 251346      7.03662     1.52526     3.56055     3.01433
     250 Loop 261345     10.76025     0.99744     3.56055     3.01433
     251 Loop 251364      4.47998     2.39570     3.56055     3.01433
     252 Loop 261354     12.11670     0.88578     3.56055     3.01433
     253 Loop 241536     29.69385     0.36144     3.56055     3.01433
     254 Loop 241635     36.95410     0.29043     3.56055     3.01433
     255 Loop 251436      8.40479     1.27697     3.56055     3.01433
     256 Loop 261435     11.28467     0.95108     3.56055     3.01433
     257 Loop 251634     11.84521     0.90608     3.56055     3.01433
     258 Loop 261534     12.20898     0.87908     3.56055     3.01433
     259 Loop 241563     33.97412     0.31591     3.56055     3.01433
     260 Loop 241653     37.32666     0.28753     3.56055     3.01433
     261 Loop 251463     12.08105     0.88839     3.56055     3.01433
     262 Loop 261453     16.71680     0.64203     3.56055     3.01433
     263 Loop 251643     17.94922     0.59795     3.56055     3.01433
     264 Loop 261543     16.44873     0.65249     3.56055     3.01433
     265 Loop 321456      6.33643     1.69381     3.56055     3.01433
     266 Loop 321465      5.23633     2.04966     3.56055     3.01433
     267 Loop 321546      5.90820     1.81657     3.56055     3.01433
     268 Loop 321645      4.78418     2.24337     3.56055     3.01433
     269 Loop 321564      3.42822     3.13068     3.42822     3.13068
     270 Loop 321654      3.54834     3.02470     3.42822     3.13068
     271 Loop 421356     25.52930     0.42041     3.42822     3.13068
     272 Loop 421365     26.54541     0.40431     3.42822     3.13068
     273 Loop 521346      7.04883     1.52262     3.42822     3.13068
     274 Loop 621345     11.05273     0.97104     3.42822     3.13068
     275 Loop 521364      4.53223     2.36808     3.42822     3.13068
     276 Loop 621354     11.79248     0.91013     3.42822     3.13068
     277 Loop 421536     30.04199     0.35726     3.42822     3.13068
     278 Loop 421635     29.24170     0.36703     3.42822     3.13068
     279 Loop 521436      8.54834     1.25553     3.42822     3.13068
     280 Loop 621435     11.62061     0.92359     3.42822     3.13068
     281 Loop 521634     11.70508     0.91692     3.42822     3.13068
     282 Loop 621534     11.81299     0.90855     3.42822     3.13068
     283 Loop 421563     37.59033     0.28552     3.42822     3.13068
     284 Loop 421653     32.92188     0.32600     3.42822     3.13068
     285 Loop 521463     12.36475     0.86801     3.42822     3.13068
     286 Loop 621453     15.17285     0.70736     3.42822     3.13068
     287 Loop 521643     15.40479     0.69671     3.42822     3.13068
     288 Loop 621543     15.81689     0.67856     3.42822     3.13068
     289 Loop 341256     25.69775     0.41765     3.42822     3.13068
     290 Loop 341265     25.56934     0.41975     3.42822     3.13068
     291 Loop 351246      7.48828     1.43326     3.42822     3.13068
     292 Loop 361245     11.43262     0.93878     3.42822     3.13068
     293 Loop 351264      4.36426     2.45922     3.42822     3.13068
     294 Loop 361254     11.88477     0.90306     3.42822     3.13068
     295 Loop 431256     26.01367     0.41258     3.42822     3.13068
     296 Loop 431265     27.92578     0.38433     3.42822     3.13068
     297 Loop 531246      7.31641     1.46693     3.42822     3.13068
     298 Loop 631245     11.39258     0.94208     3.42822     3.13068
     299 Loop 531264      4.60010     2.33314     3.42822     3.13068
     300 Loop 631254     11.45703     0.93678     3.42822     3.13068
     301 Loop 451236     32.60596     0.32916     3.42822     3.13068
     302 Loop 461235     32.02197     0.33517     3.42822     3.13068
     303 Loop 541236     30.85791     0.34781     3.42822     3.13068
     304 Loop 641235     33.46191     0.32074     3.42822     3.13068
     305 Loop 561234     13.61670     0.78820     3.42822     3.13068
     306 Loop 651234     12.96875     0.82758     3.42822     3.13068
     307 Loop 451263     38.15820     0.28127     3.42822     3.13068
     308 Loop 461253     42.55078     0.25223     3.42822     3.13068
     309 Loop 541263     35.93408     0.29868     3.42822     3.13068
     310 Loop 641253     35.65430     0.30102     3.42822     3.13068
     311 Loop 561243     16.60498     0.64635     3.42822     3.13068
     312 Loop 651243     16.85693     0.63669     3.42822     3.13068
     313 Loop 341526     27.05762     0.39666     3.42822     3.13068
     314 Loop 341625     25.28125     0.42453     3.42822     3.13068
     315 Loop 351426      8.81299     1.21782     3.42822     3.13068
     316 Loop 361425     12.94482     0.82911     3.42822     3.13068
     317 Loop 351624     12.29248     0.87311     3.42822     3.13068
     318 Loop 361524     12.26465     0.87509     3.42822     3.13068
     319 Loop 431526     29.72559     0.36106     3.42822     3.13068
     320 Loop 431625     25.66113     0.41825     3.42822     3.13068
     321 Loop 531426      8.90820     1.20481     3.42822     3.13068
     322 Loop 631425     12.45703     0.86158     3.42822     3.13068
     323 Loop 531624     12.00098     0.89432     3.42822     3.13068
     324 Loop 631524     12.95703     0.82833     3.42822     3.13068
     325 Loop 451326     30.70996     0.34949     3.42822     3.13068
     326 Loop 461325     29.01807     0.36986     3.42822     3.13068
     327 Loop 541326     26.01318     0.41259     3.42822     3.13068
     328 Loop 641325     30.82178     0.34822     3.42822     3.13068
     329 Loop 561324     13.17676     0.81452     3.42822     3.13068
     330 Loop 651324     13.35254     0.80379     3.42822     3.13068
     331 Loop 451623     37.65039     0.28506     3.42822     3.13068
     332 Loop 461523     42.89062     0.25023     3.42822     3.13068
     333 Loop 541623     43.71045     0.24554     3.42822     3.13068
     334 Loop 641523     36.61865     0.29309     3.42822     3.13068
     335 Loop 561423     16.85693     0.63669     3.42822     3.13068
     336 Loop 651423     16.73682     0.64126     3.42822     3.13068
     337 Loop 341562     32.03809     0.33500     3.42822     3.13068
     338 Loop 341652     23.88965     0.44926     3.42822     3.13068
     339 Loop 351462      9.82080     1.09285     3.42822     3.13068
     340 Loop 361452     14.75293     0.72749     3.42822     3.13068
     341 Loop 351642     13.72900     0.78175     3.42822     3.13068
     342 Loop 361542     14.68115     0.73105     3.42822     3.13068
     343 Loop 431562     28.04199     0.38274     3.42822     3.13068
     344 Loop 431652     28.99414     0.37017     3.42822     3.13068
     345 Loop 531462     11.64062     0.92200     3.42822     3.13068
     346 Loop 631452     14.52490     0.73892     3.42822     3.13068
     347 Loop 531642     12.72852     0.84320     3.42822     3.13068
     348 Loop 631542     13.07666     0.82075     3.42822     3.13068
     349 Loop 451362     34.64600     0.30978     3.42822     3.13068
     350 Loop 461352     40.34668     0.26601     3.42822     3.13068
     351 Loop 541362     38.35840     0.27980     3.42822     3.13068
     352 Loop 641352     31.83008     0.33719     3.42822     3.13068
     353 Loop 561342     14.29688     0.75070     3.42822     3.13068
     354 Loop 651342     14.80518     0.72493     3.42822     3.13068
     355 Loop 451632     42.27051     0.25390     3.42822     3.13068
     356 Loop 461532     40.45459     0.26530     3.42822     3.13068
     357 Loop 541632     39.32275     0.27294     3.42822     3.13068
     358 Loop 641532     42.57471     0.25209     3.42822     3.13068
     359 Loop 561432     14.80518     0.72493     3.42822     3.13068
     360 Loop 651432     13.92090     0.77098     3.42822     3.13068
     361 Loop 234156      6.71631     1.59800     3.42822     3.13068
     362 Loop 234165      5.76807     1.86071     3.42822     3.13068
     363 Loop 235146      6.35645     1.68847     3.42822     3.13068
     364 Loop 236145      6.69629     1.60278     3.42822     3.13068
     365 Loop 235164      3.54785     3.02512     3.42822     3.13068
     366 Loop 236154      5.32861     2.01416     3.42822     3.13068
     367 Loop 243156     26.74170     0.40135     3.42822     3.13068
     368 Loop 243165     24.18555     0.44376     3.42822     3.13068
     369 Loop 253146      7.30029     1.47017     3.42822     3.13068
     370 Loop 263145     10.54443     1.01785     3.42822     3.13068
     371 Loop 253164      3.88428     2.76311     3.42822     3.13068
     372 Loop 263154     11.08496     0.96822     3.42822     3.13068
     373 Loop 245136     29.24170     0.36703     3.42822     3.13068
     374 Loop 246135     33.60645     0.31936     3.42822     3.13068
     375 Loop 254136     10.04053     1.06894     3.42822     3.13068
     376 Loop 264135     13.92920     0.77052     3.42822     3.13068
     377 Loop 256134     13.61279     0.78843     3.42822     3.13068
     378 Loop 265134     13.19287     0.81352     3.42822     3.13068
     379 Loop 245163     30.31348     0.35406     3.42822     3.13068
     380 Loop 246153     35.57031     0.30173     3.42822     3.13068
     381 Loop 254163     14.13672     0.75921     3.42822     3.13068
     382 Loop 264153     17.44531     0.61522     3.42822     3.13068
     383 Loop 256143     15.92480     0.67396     3.42822     3.13068
     384 Loop 265143     16.10889     0.66626     3.42822     3.13068
     385 Loop 324156      7.09668     1.51235     3.42822     3.13068
     386 Loop 324165      5.79639     1.85161     3.42822     3.13068
     387 Loop 325146      6.04834     1.77448     3.42822     3.13068
     388 Loop 326145      6.45264     1.66330     3.42822     3.13068
     389 Loop 325164      3.56396     3.01144     3.42822     3.13068
     390 Loop 326154      4.83594     2.21936     3.42822     3.13068
     391 Loop 423156     26.01758     0.41252     3.42822     3.13068
     392 Loop 423165     25.94971     0.41360     3.42822     3.13068
     393 Loop 523146      7.27637     1.47500     3.42822     3.13068
     394 Loop 623145     11.53662     0.93031     3.42822     3.13068
     395 Loop 523164      4.40039     2.43903     3.42822     3.13068
     396 Loop 623154     11.80078     0.90949     3.42822     3.13068
     397 Loop 425136     29.75781     0.36067     3.42822     3.13068
     398 Loop 426135     27.16992     0.39502     3.42822     3.13068
     399 Loop 524136     10.15625     1.05676     3.42822     3.13068
     400 Loop 624135     13.80908     0.77722     3.42822     3.13068
     401 Loop 526134     12.36475     0.86801     3.42822     3.13068
     402 Loop 625134     12.79248     0.83898     3.42822     3.13068
     403 Loop 425163     35.35400     0.30358     3.42822     3.13068
     404 Loop 426153     32.97021     0.32553     3.42822     3.13068
     405 Loop 524163     13.92090     0.77098     3.42822     3.13068
     406 Loop 624153     18.51709     0.57961     3.42822     3.13068
     407 Loop 526143     15.97314     0.67192     3.42822     3.13068
     408 Loop 625143     15.38525     0.69759     3.42822     3.13068
     409 Loop 342156     25.96582     0.41334     3.42822     3.13068
     410 Loop 342165     21.23291     0.50547     3.42822     3.13068
     411 Loop 352146      6.96826     1.54022     3.42822     3.13068
     412 Loop 362145     10.36865     1.03511     3.42822     3.13068
     413 Loop 352164      4.10449     2.61486     3.42822     3.13068
     414 Loop 362154     11.40088     0.94139     3.42822     3.13068
     415 Loop 432156     25.67773     0.41798     3.42822     3.13068
     416 Loop 432165     24.75000     0.43364     3.42822     3.13068
     417 Loop 532146      7.05664     1.52093     3.42822     3.13068
     418 Loop 632145     11.00391     0.97535     3.42822     3.13068
     419 Loop 532164      4.28809     2.50290     3.42822     3.13068
     420 Loop 632154     11.91309     0.90091     3.42822     3.13068
     421 Loop 452136     30.51855     0.35168     3.42822     3.13068
     422 Loop 462135     32.11426     0.33420     3.42822     3.13068
     423 Loop 542136     30.37793     0.35330     3.42822     3.13068
     424 Loop 642135     23.20898     0.46244     3.42822     3.13068
     425 Loop 562134      9.55273     1.12352     3.42822     3.13068
     426 Loop 652134      9.60449     1.11746     3.42822     3.13068
     427 Loop 452163     22.98535     0.46694     3.42822     3.13068
     428 Loop 462153     29.14648     0.36823     3.42822     3.13068
     429 Loop 542163     22.75293     0.47171     3.42822     3.13068
     430 Loop 642153     28.53027     0.37619     3.42822     3.13068
     431 Loop 562143     11.44531     0.93774     3.42822     3.13068
     432 Loop 652143     11.54492     0.92964     3.42822     3.13068
     433 Loop 345126     18.72070     0.57330     3.42822     3.13068
     434 Loop 346125     16.80566     0.63863     3.42822     3.13068
     435 Loop 354126      6.62891     1.61907     3.42822     3.13068
     436 Loop 364125      7.94043     1.35165     3.42822     3.13068
     437 Loop 356124      8.86426     1.21078     3.42822     3.13068
     438 Loop 365124      8.96777     1.19680     3.42822     3.13068
     439 Loop 435126     20.69336     0.51865     3.42822     3.13068
     440 Loop 436125     18.16504     0.59084     3.42822     3.13068
     441 Loop 534126      6.80078     1.57815     3.42822     3.13068
     442 Loop 634125      8.23242     1.30371     3.42822     3.13068
     443 Loop 536124      8.91699     1.20362     3.42822     3.13068
     444 Loop 635124      9.65723     1.11136     3.42822     3.13068
     445 Loop 453126     21.54883     0.49806     3.42822     3.13068
     446 Loop 463125     21.73730     0.49374     3.42822     3.13068
     447 Loop 543126     21.25781     0.50488     3.42822     3.13068
     448 Loop 643125     21.04102     0.51008     3.42822     3.13068
     449 Loop 563124      9.73242     1.10277     3.42822     3.13068
     450 Loop 653124      9.66504     1.11046     3.42822     3.13068
     451 Loop 456123     26.50586     0.40492     3.42822     3.13068
     452 Loop 465123     26.44922     0.40578     3.42822     3.13068
     453 Loop 546123     26.47363     0.40541     3.42822     3.13068
     454 Loop 645123     25.70996     0.41745     3.42822     3.13068
     455 Loop 564123     12.37305     0.86742     3.42822     3.13068
     456 Loop 654123     12.32910     0.87052     3.42822     3.13068
     457 Loop 345162     20.14941     0.53265     3.42822     3.13068
     458 Loop 346152     17.92969     0.59860     3.42822     3.13068
     459 Loop 354162      7.66406     1.40039     3.42822     3.13068
     460 Loop 364152      9.76855     1.09870     3.42822     3.13068
     461 Loop 356142      8.93652     1.20099     3.42822     3.13068
     462 Loop 365142      8.97656     1.19563     3.42822     3.13068
