 TESTING TRANSACCU TYPE 365214
 Hirata Reference =    9.200575     seconds
 Algorithm         Jeff           Speedup          Best
      46 Loop 162453     12.79681     0.71897     4.18427     2.19885
      47 Loop 152643     10.42462     0.88258     4.18427     2.19885
      48 Loop 162543     12.89679     0.71340     4.18427     2.19885
      49 Loop 134256     18.84119     0.48832     4.18427     2.19885
      50 Loop 134265     20.17725     0.45599     4.18427     2.19885
      51 Loop 135246      7.97644     1.15347     4.18427     2.19885
      52 Loop 136245      7.59253     1.21179     4.18427     2.19885
      53 Loop 135264      4.29626     2.14153     4.18427     2.19885
      54 Loop 136254      4.65234     1.97762     4.18427     2.19885
      55 Loop 143256     20.41724     0.45063     4.18427     2.19885
      56 Loop 143265     21.50537     0.42783     4.18427     2.19885
      57 Loop 153246      8.14050     1.13022     4.18427     2.19885
      58 Loop 163245      9.82458     0.93648     4.18427     2.19885
      59 Loop 153264      4.76831     1.92953     4.18427     2.19885
      60 Loop 163254      8.00452     1.14942     4.18427     2.19885
      61 Loop 145236     21.22931     0.43339     4.18427     2.19885
      62 Loop 146235     24.21350     0.37998     4.18427     2.19885
      63 Loop 154236     19.95325     0.46111     4.18427     2.19885
      64 Loop 164235     25.77765     0.35692     4.18427     2.19885
      65 Loop 156234      8.58057     1.07226     4.18427     2.19885
      66 Loop 165234      8.58453     1.07176     4.18427     2.19885
      67 Loop 145263     21.86932     0.42071     4.18427     2.19885
      68 Loop 146253     24.85754     0.37013     4.18427     2.19885
      69 Loop 154263     20.51324     0.44852     4.18427     2.19885
      70 Loop 164253     28.33380     0.32472     4.18427     2.19885
      71 Loop 156243     12.52081     0.73482     4.18427     2.19885
      72 Loop 165243     12.53674     0.73389     4.18427     2.19885
      73 Loop 134526     16.13300     0.57030     4.18427     2.19885
      74 Loop 134625     17.25305     0.53327     4.18427     2.19885
      75 Loop 135426      6.98444     1.31730     4.18427     2.19885
      76 Loop 136425      6.50043     1.41538     4.18427     2.19885
      77 Loop 135624      4.59229     2.00349     4.18427     2.19885
      78 Loop 136524      4.90027     1.87757     4.18427     2.19885
      79 Loop 143526     18.00909     0.51088     4.18427     2.19885
      80 Loop 143625     18.90118     0.48677     4.18427     2.19885
      81 Loop 153426      7.28046     1.26374     4.18427     2.19885
      82 Loop 163425      8.65253     1.06334     4.18427     2.19885
      83 Loop 153624      4.98035     1.84738     4.18427     2.19885
      84 Loop 163524      8.73657     1.05311     4.18427     2.19885
      85 Loop 145326     18.73315     0.49114     4.18427     2.19885
      86 Loop 146325     21.04541     0.43718     4.18427     2.19885
      87 Loop 154326     17.44507     0.52740     4.18427     2.19885
      88 Loop 164325     22.10535     0.41621     4.18427     2.19885
      89 Loop 156324      8.75256     1.05119     4.18427     2.19885
      90 Loop 165324      8.76050     1.05023     4.18427     2.19885
      91 Loop 145623     20.86523     0.44095     4.18427     2.19885
      92 Loop 146523     21.26941     0.43257     4.18427     2.19885
      93 Loop 154623     19.50513     0.47170     4.18427     2.19885
      94 Loop 164523     23.13745     0.39765     4.18427     2.19885
      95 Loop 156423     11.85681     0.77597     4.18427     2.19885
      96 Loop 165423     11.87280     0.77493     4.18427     2.19885
      97 Loop 134562     15.96094     0.57644     4.18427     2.19885
      98 Loop 134652     15.99304     0.57529     4.18427     2.19885
      99 Loop 135462      5.55627     1.65589     4.18427     2.19885
     100 Loop 136452      5.54834     1.65826     4.18427     2.19885
     101 Loop 135642      5.17236     1.77880     4.18427     2.19885
     102 Loop 136542      5.34839     1.72025     4.18427     2.19885
     103 Loop 143562     17.68103     0.52036     4.18427     2.19885
     104 Loop 143652     17.73315     0.51883     4.18427     2.19885
     105 Loop 153462      5.90039     1.55932     4.18427     2.19885
     106 Loop 163452      9.94470     0.92517     4.18427     2.19885
     107 Loop 153642      5.58838     1.64638     4.18427     2.19885
     108 Loop 163542      9.92065     0.92742     4.18427     2.19885
     109 Loop 145362     17.96912     0.51202     4.18427     2.19885
     110 Loop 146352     19.50513     0.47170     4.18427     2.19885
     111 Loop 154362     16.27307     0.56539     4.18427     2.19885
     112 Loop 164352     20.19727     0.45554     4.18427     2.19885
     113 Loop 156342      9.98059     0.92185     4.18427     2.19885
     114 Loop 165342     10.01270     0.91889     4.18427     2.19885
     115 Loop 145632     19.50916     0.47160     4.18427     2.19885
     116 Loop 146532     19.68921     0.46729     4.18427     2.19885
     117 Loop 154632     18.00110     0.51111     4.18427     2.19885
     118 Loop 164532     20.40125     0.45098     4.18427     2.19885
     119 Loop 156432     10.08069     0.91269     4.18427     2.19885
     120 Loop 165432     10.10461     0.91053     4.18427     2.19885
     121 Loop 213456      7.69238     1.19606     4.18427     2.19885
     122 Loop 213465      7.36450     1.24931     4.18427     2.19885
     123 Loop 213546      7.66846     1.19979     4.18427     2.19885
     124 Loop 213645      7.15247     1.28635     4.18427     2.19885
     125 Loop 213564      4.21228     2.18423     4.18427     2.19885
     126 Loop 213654      4.16028     2.21153     4.16028     2.21153
     127 Loop 214356     20.41321     0.45072     4.16028     2.21153
     128 Loop 214365     20.90930     0.44002     4.16028     2.21153
     129 Loop 215346      7.69250     1.19604     4.16028     2.21153
     130 Loop 216345      7.53247     1.22146     4.16028     2.21153
     131 Loop 215364      4.37634     2.10234     4.16028     2.21153
     132 Loop 216354      4.71228     1.95247     4.16028     2.21153
     133 Loop 214536     21.17334     0.43454     4.16028     2.21153
     134 Loop 214635     20.76123     0.44316     4.16028     2.21153
     135 Loop 215436      7.82849     1.17527     4.16028     2.21153
     136 Loop 216435      7.52441     1.22276     4.16028     2.21153
     137 Loop 215634      4.52026     2.03541     4.16028     2.21153
     138 Loop 216534      4.77234     1.92790     4.16028     2.21153
     139 Loop 214563     21.78528     0.42233     4.16028     2.21153
     140 Loop 214653     21.11328     0.43577     4.16028     2.21153
     141 Loop 215463      9.49255     0.96924     4.16028     2.21153
     142 Loop 216453      9.62866     0.95554     4.16028     2.21153
     143 Loop 215643      9.73254     0.94534     4.16028     2.21153
     144 Loop 216543     10.22461     0.89985     4.16028     2.21153
     145 Loop 312456      7.58044     1.21372     4.16028     2.21153
     146 Loop 312465      7.36841     1.24865     4.16028     2.21153
     147 Loop 312546      7.60449     1.20989     4.16028     2.21153
     148 Loop 312645      7.09241     1.29724     4.16028     2.21153
     149 Loop 312564      4.09619     2.24613     4.09619     2.24613
     150 Loop 312654      4.09216     2.24834     4.09216     2.24834
     151 Loop 412356     21.03735     0.43734     4.09216     2.24834
     152 Loop 412365     21.30530     0.43184     4.09216     2.24834
     153 Loop 512346      7.93652     1.15927     4.09216     2.24834
     154 Loop 612345      9.89258     0.93005     4.09216     2.24834
     155 Loop 512364      4.56433     2.01576     4.09216     2.24834
     156 Loop 612354      8.11646     1.13357     4.09216     2.24834
     157 Loop 412536     21.55725     0.42680     4.09216     2.24834
     158 Loop 412635     21.18933     0.43421     4.09216     2.24834
     159 Loop 512436      8.31262     1.10682     4.09216     2.24834
     160 Loop 612435     10.36462     0.88769     4.09216     2.24834
     161 Loop 512634      4.87634     1.88678     4.09216     2.24834
     162 Loop 612534      8.44055     1.09004     4.09216     2.24834
     163 Loop 412563     22.80139     0.40351     4.09216     2.24834
     164 Loop 412653     21.51343     0.42767     4.09216     2.24834
     165 Loop 512463      9.58447     0.95995     4.09216     2.24834
     166 Loop 612453     12.12866     0.75858     4.09216     2.24834
     167 Loop 512643      9.81274     0.93761     4.09216     2.24834
     168 Loop 612543     12.43262     0.74004     4.09216     2.24834
     169 Loop 314256     18.16895     0.50639     4.09216     2.24834
     170 Loop 314265     19.27319     0.47738     4.09216     2.24834
     171 Loop 315246      7.74048     1.18863     4.09216     2.24834
     172 Loop 316245      7.38062     1.24659     4.09216     2.24834
     173 Loop 315264      4.13623     2.22439     4.09216     2.24834
     174 Loop 316254      4.60034     1.99998     4.09216     2.24834
     175 Loop 413256     20.38110     0.45143     4.09216     2.24834
     176 Loop 413265     21.46143     0.42870     4.09216     2.24834
     177 Loop 513246      7.98047     1.15289     4.09216     2.24834
     178 Loop 613245      9.68066     0.95041     4.09216     2.24834
     179 Loop 513264      4.44019     2.07211     4.09216     2.24834
     180 Loop 613254      7.97656     1.15345     4.09216     2.24834
     181 Loop 415236     21.53735     0.42719     4.09216     2.24834
     182 Loop 416235     24.54541     0.37484     4.09216     2.24834
     183 Loop 514236     19.93335     0.46157     4.09216     2.24834
     184 Loop 614235     25.62158     0.35909     4.09216     2.24834
     185 Loop 516234      8.38843     1.09682     4.09216     2.24834
     186 Loop 615234      8.48462     1.08438     4.09216     2.24834
     187 Loop 415263     21.94141     0.41932     4.09216     2.24834
     188 Loop 416253     24.95752     0.36865     4.09216     2.24834
     189 Loop 514263     20.34912     0.45214     4.09216     2.24834
     190 Loop 614253     28.32568     0.32481     4.09216     2.24834
     191 Loop 516243     12.32886     0.74626     4.09216     2.24834
     192 Loop 615243     12.60083     0.73016     4.09216     2.24834
     193 Loop 314526     16.09302     0.57171     4.09216     2.24834
     194 Loop 314625     17.24512     0.53352     4.09216     2.24834
     195 Loop 315426      6.84448     1.34423     4.09216     2.24834
     196 Loop 316425      6.47241     1.42151     4.09216     2.24834
     197 Loop 315624      4.43237     2.07577     4.09216     2.24834
     198 Loop 316524      4.76831     1.92953     4.09216     2.24834
     199 Loop 413526     18.20923     0.50527     4.09216     2.24834
     200 Loop 413625     19.69727     0.46710     4.09216     2.24834
     201 Loop 513426      7.82861     1.17525     4.09216     2.24834
     202 Loop 613425      8.79272     1.04638     4.09216     2.24834
     203 Loop 513624      4.83643     1.90235     4.09216     2.24834
     204 Loop 613524      8.78857     1.04688     4.09216     2.24834
     205 Loop 415326     18.93726     0.48585     4.09216     2.24834
     206 Loop 416325     21.24146     0.43314     4.09216     2.24834
     207 Loop 514326     17.37305     0.52959     4.09216     2.24834
     208 Loop 614325     22.10547     0.41621     4.09216     2.24834
     209 Loop 516324      8.66040     1.06237     4.09216     2.24834
     210 Loop 615324      8.71655     1.05553     4.09216     2.24834
     211 Loop 415623     21.11328     0.43577     4.09216     2.24834
     212 Loop 416523     21.48926     0.42815     4.09216     2.24834
     213 Loop 514623     19.37720     0.47481     4.09216     2.24834
     214 Loop 614523     22.85742     0.40252     4.09216     2.24834
     215 Loop 516423     11.79688     0.77992     4.09216     2.24834
     216 Loop 615423     11.75269     0.78285     4.09216     2.24834
     217 Loop 314562     15.80884     0.58199     4.09216     2.24834
     218 Loop 314652     15.62109     0.58898     4.09216     2.24834
     219 Loop 315462      5.42041     1.69739     4.09216     2.24834
     220 Loop 316452      5.57227     1.65114     4.09216     2.24834
     221 Loop 315642      5.13232     1.79267     4.09216     2.24834
     222 Loop 316542      5.33618     1.72419     4.09216     2.24834
     223 Loop 413562     17.96509     0.51214     4.09216     2.24834
     224 Loop 413652     17.71313     0.51942     4.09216     2.24834
     225 Loop 513462      5.89233     1.56145     4.09216     2.24834
     226 Loop 613452      9.99658     0.92037     4.09216     2.24834
     227 Loop 513642      5.52441     1.66544     4.09216     2.24834
     228 Loop 613542      9.96875     0.92294     4.09216     2.24834
     229 Loop 415362     17.93311     0.51305     4.09216     2.24834
     230 Loop 416352     19.66919     0.46777     4.09216     2.24834
     231 Loop 514362     16.07300     0.57242     4.09216     2.24834
     232 Loop 614352     20.34912     0.45214     4.09216     2.24834
     233 Loop 516342      9.94043     0.92557     4.09216     2.24834
     234 Loop 615342      9.96875     0.92294     4.09216     2.24834
     235 Loop 415632     19.71704     0.46663     4.09216     2.24834
     236 Loop 416532     20.26538     0.45400     4.09216     2.24834
     237 Loop 514632     17.76099     0.51802     4.09216     2.24834
     238 Loop 614532     20.22925     0.45482     4.09216     2.24834
     239 Loop 516432     10.05273     0.91523     4.09216     2.24834
     240 Loop 615432     10.11255     0.90982     4.09216     2.24834
     241 Loop 231456      6.62842     1.38805     4.09216     2.24834
     242 Loop 231465      6.30029     1.46034     4.09216     2.24834
     243 Loop 231546      5.83618     1.57647     4.09216     2.24834
     244 Loop 231645      5.14429     1.78850     4.09216     2.24834
     245 Loop 231564      2.32031     3.96523     2.32031     3.96523
     246 Loop 231654      2.24414     4.09982     2.24414     4.09982
     247 Loop 241356     20.50537     0.44869     2.24414     4.09982
     248 Loop 241365     20.78540     0.44265     2.24414     4.09982
     249 Loop 251346      6.08447     1.51214     2.24414     4.09982
     250 Loop 261345      7.28833     1.26237     2.24414     4.09982
     251 Loop 251364      2.91211     3.15942     2.24414     4.09982
     252 Loop 261354      6.80054     1.35292     2.24414     4.09982
     253 Loop 241536     21.16138     0.43478     2.24414     4.09982
     254 Loop 241635     20.56934     0.44730     2.24414     4.09982
     255 Loop 251436      7.05249     1.30459     2.24414     4.09982
     256 Loop 261435      8.27637     1.11167     2.24414     4.09982
     257 Loop 251634      3.37622     2.72511     2.24414     4.09982
     258 Loop 261534      6.64429     1.38473     2.24414     4.09982
     259 Loop 241563     21.74536     0.42311     2.24414     4.09982
     260 Loop 241653     21.14136     0.43519     2.24414     4.09982
     261 Loop 251463      8.66846     1.06139     2.24414     4.09982
     262 Loop 261453     10.47656     0.87821     2.24414     4.09982
     263 Loop 251643      8.92065     1.03138     2.24414     4.09982
     264 Loop 261543     10.74463     0.85630     2.24414     4.09982
     265 Loop 321456      6.51636     1.41192     2.24414     4.09982
     266 Loop 321465      6.26025     1.46968     2.24414     4.09982
     267 Loop 321546      5.60034     1.64286     2.24414     4.09982
     268 Loop 321645      5.02832     1.82975     2.24414     4.09982
     269 Loop 321564      2.10400     4.37289     2.10400     4.37289
     270 Loop 321654      2.09595     4.38970     2.09595     4.38970
     271 Loop 421356     20.59326     0.44678     2.09595     4.38970
     272 Loop 421365     20.95312     0.43910     2.09595     4.38970
     273 Loop 521346      6.00854     1.53125     2.09595     4.38970
     274 Loop 621345      7.33252     1.25476     2.09595     4.38970
     275 Loop 521364      2.77612     3.31418     2.09595     4.38970
     276 Loop 621354      7.18848     1.27991     2.09595     4.38970
     277 Loop 421536     21.41724     0.42959     2.09595     4.38970
     278 Loop 421635     21.44946     0.42894     2.09595     4.38970
     279 Loop 521436      7.05249     1.30459     2.09595     4.38970
     280 Loop 621435      8.84448     1.04026     2.09595     4.38970
     281 Loop 521634      3.14404     2.92635     2.09595     4.38970
     282 Loop 621534      6.97241     1.31957     2.09595     4.38970
     283 Loop 421563     22.00146     0.41818     2.09595     4.38970
     284 Loop 421653     21.47339     0.42846     2.09595     4.38970
     285 Loop 521463      8.80444     1.04499     2.09595     4.38970
     286 Loop 621453     10.89673     0.84434     2.09595     4.38970
     287 Loop 521643      9.00464     1.02176     2.09595     4.38970
     288 Loop 621543     11.29248     0.81475     2.09595     4.38970
     289 Loop 341256     18.86133     0.48780     2.09595     4.38970
     290 Loop 341265     19.76538     0.46549     2.09595     4.38970
     291 Loop 351246      5.95239     1.54569     2.09595     4.38970
     292 Loop 361245      7.17651     1.28204     2.09595     4.38970
     293 Loop 351264      2.72827     3.37231     2.09595     4.38970
     294 Loop 361254      6.94043     1.32565     2.09595     4.38970
     295 Loop 431256     20.38135     0.45142     2.09595     4.38970
     296 Loop 431265     21.52124     0.42751     2.09595     4.38970
     297 Loop 531246      6.16846     1.49155     2.09595     4.38970
     298 Loop 631245      7.58057     1.21371     2.09595     4.38970
     299 Loop 531264      2.83228     3.24847     2.09595     4.38970
     300 Loop 631254      7.17651     1.28204     2.09595     4.38970
     301 Loop 451236     22.32520     0.41212     2.09595     4.38970
     302 Loop 461235     28.48975     0.32294     2.09595     4.38970
     303 Loop 541236     20.71338     0.44419     2.09595     4.38970
     304 Loop 641235     27.86987     0.33013     2.09595     4.38970
     305 Loop 561234      7.47632     1.23063     2.09595     4.38970
     306 Loop 651234      7.53247     1.22146     2.09595     4.38970
     307 Loop 451263     22.19336     0.41456     2.09595     4.38970
     308 Loop 461253     30.24585     0.30419     2.09595     4.38970
     309 Loop 541263     20.97314     0.43868     2.09595     4.38970
     310 Loop 641253     29.89795     0.30773     2.09595     4.38970
     311 Loop 561243     11.19263     0.82202     2.09595     4.38970
     312 Loop 651243     11.24854     0.81794     2.09595     4.38970
     313 Loop 341526     16.48511     0.55811     2.09595     4.38970
     314 Loop 341625     17.58105     0.52332     2.09595     4.38970
     315 Loop 351426      6.24023     1.47440     2.09595     4.38970
     316 Loop 361425      7.45239     1.23458     2.09595     4.38970
     317 Loop 351624      3.53613     2.60187     2.09595     4.38970
     318 Loop 361524      7.35645     1.25068     2.09595     4.38970
     319 Loop 431526     18.19702     0.50561     2.09595     4.38970
     320 Loop 431625     18.93701     0.48585     2.09595     4.38970
     321 Loop 531426      6.38452     1.44108     2.09595     4.38970
     322 Loop 631425      7.82056     1.17646     2.09595     4.38970
     323 Loop 531624      3.44434     2.67122     2.09595     4.38970
     324 Loop 631524      7.71265     1.19292     2.09595     4.38970
     325 Loop 451326     19.95703     0.46102     2.09595     4.38970
     326 Loop 461325     23.70557     0.38812     2.09595     4.38970
     327 Loop 541326     18.30518     0.50262     2.09595     4.38970
     328 Loop 641325     23.23779     0.39593     2.09595     4.38970
     329 Loop 561324      7.53223     1.22149     2.09595     4.38970
     330 Loop 651324      7.68848     1.19667     2.09595     4.38970
     331 Loop 451623     21.82568     0.42155     2.09595     4.38970
     332 Loop 461523     25.18555     0.36531     2.09595     4.38970
     333 Loop 541623     20.26172     0.45409     2.09595     4.38970
     334 Loop 641523     24.91797     0.36923     2.09595     4.38970
     335 Loop 561423     11.05225     0.83246     2.09595     4.38970
     336 Loop 651423     10.95264     0.84003     2.09595     4.38970
     337 Loop 341562     16.36475     0.56222     2.09595     4.38970
     338 Loop 341652     16.19287     0.56819     2.09595     4.38970
     339 Loop 351462      5.04834     1.82250     2.09595     4.38970
     340 Loop 361452      8.58447     1.07177     2.09595     4.38970
     341 Loop 351642      4.64014     1.98282     2.09595     4.38970
     342 Loop 361542      8.49268     1.08335     2.09595     4.38970
     343 Loop 431562     17.86523     0.51500     2.09595     4.38970
     344 Loop 431652     17.85352     0.51534     2.09595     4.38970
     345 Loop 531462      5.08057     1.81093     2.09595     4.38970
     346 Loop 631452      9.12451     1.00834     2.09595     4.38970
     347 Loop 531642      4.68408     1.96422     2.09595     4.38970
     348 Loop 631542      9.28467     0.99094     2.09595     4.38970
     349 Loop 451362     18.44482     0.49882     2.09595     4.38970
     350 Loop 461352     22.36914     0.41131     2.09595     4.38970
     351 Loop 541362     16.86133     0.54566     2.09595     4.38970
     352 Loop 641352     21.86133     0.42086     2.09595     4.38970
     353 Loop 561342      9.21240     0.99872     2.09595     4.38970
     354 Loop 651342      9.30029     0.98928     2.09595     4.38970
     355 Loop 451632     20.27344     0.45382     2.09595     4.38970
     356 Loop 461532     22.50928     0.40875     2.09595     4.38970
     357 Loop 541632     18.78516     0.48978     2.09595     4.38970
     358 Loop 641532     22.06934     0.41689     2.09595     4.38970
     359 Loop 561432      9.31250     0.98798     2.09595     4.38970
     360 Loop 651432      9.37256     0.98165     2.09595     4.38970
     361 Loop 234156      6.68848     1.37559     2.09595     4.38970
     362 Loop 234165      6.60840     1.39225     2.09595     4.38970
     363 Loop 235146      5.78857     1.58944     2.09595     4.38970
     364 Loop 236145      5.25635     1.75037     2.09595     4.38970
     365 Loop 235164      2.21191     4.15955     2.09595     4.38970
     366 Loop 236154      2.35205     3.91172     2.09595     4.38970
     367 Loop 243156     20.24951     0.45436     2.09595     4.38970
     368 Loop 243165     21.53320     0.42727     2.09595     4.38970
     369 Loop 253146      6.00439     1.53231     2.09595     4.38970
     370 Loop 263145      7.08447     1.29870     2.09595     4.38970
     371 Loop 253164      2.77637     3.31389     2.09595     4.38970
     372 Loop 263154      6.77686     1.35765     2.09595     4.38970
     373 Loop 245136     21.04541     0.43718     2.09595     4.38970
     374 Loop 246135     21.62549     0.42545     2.09595     4.38970
     375 Loop 254136      7.72852     1.19047     2.09595     4.38970
     376 Loop 264135     10.11279     0.90980     2.09595     4.38970
     377 Loop 256134      7.06055     1.30310     2.09595     4.38970
     378 Loop 265134      7.16406     1.28427     2.09595     4.38970
     379 Loop 245163     21.64160     0.42513     2.09595     4.38970
     380 Loop 246153     22.29736     0.41263     2.09595     4.38970
     381 Loop 254163      8.93652     1.02955     2.09595     4.38970
     382 Loop 264153     12.48438     0.73697     2.09595     4.38970
     383 Loop 256143     10.86865     0.84652     2.09595     4.38970
     384 Loop 265143     10.82471     0.84996     2.09595     4.38970
     385 Loop 324156      6.63281     1.38713     2.09595     4.38970
     386 Loop 324165      6.35645     1.44744     2.09595     4.38970
     387 Loop 325146      5.64014     1.63127     2.09595     4.38970
     388 Loop 326145      5.17236     1.77880     2.09595     4.38970
     389 Loop 325164      2.08398     4.41490     2.08398     4.41490
     390 Loop 326154      2.24805     4.09270     2.08398     4.41490
     391 Loop 423156     20.72168     0.44401     2.08398     4.41490
     392 Loop 423165     21.68506     0.42428     2.08398     4.41490
     393 Loop 523146      6.01611     1.52932     2.08398     4.41490
     394 Loop 623145      7.27246     1.26513     2.08398     4.41490
     395 Loop 523164      2.69238     3.41726     2.08398     4.41490
     396 Loop 623154      7.08838     1.29798     2.08398     4.41490
     397 Loop 425136     21.36133     0.43071     2.08398     4.41490
     398 Loop 426135     21.82959     0.42147     2.08398     4.41490
     399 Loop 524136      7.68848     1.19667     2.08398     4.41490
     400 Loop 624135     10.55664     0.87154     2.08398     4.41490
     401 Loop 526134      6.97217     1.31961     2.08398     4.41490
     402 Loop 625134      7.51221     1.22475     2.08398     4.41490
     403 Loop 425163     21.91748     0.41978     2.08398     4.41490
     404 Loop 426153     22.54102     0.40817     2.08398     4.41490
     405 Loop 524163      8.95264     1.02769     2.08398     4.41490
     406 Loop 624153     13.03271     0.70596     2.08398     4.41490
     407 Loop 526143     10.74072     0.85661     2.08398     4.41490
     408 Loop 625143     11.23291     0.81907     2.08398     4.41490
     409 Loop 342156     18.70947     0.49176     2.08398     4.41490
     410 Loop 342165     19.76514     0.46550     2.08398     4.41490
     411 Loop 352146      5.89648     1.56035     2.08398     4.41490
     412 Loop 362145      7.01221     1.31208     2.08398     4.41490
     413 Loop 352164      2.60400     3.53324     2.08398     4.41490
     414 Loop 362154      6.77637     1.35774     2.08398     4.41490
     415 Loop 432156     20.39307     0.45116     2.08398     4.41490
     416 Loop 432165     21.62158     0.42553     2.08398     4.41490
     417 Loop 532146      5.97998     1.53856     2.08398     4.41490
     418 Loop 632145      7.25635     1.26793     2.08398     4.41490
     419 Loop 532164      2.68408     3.42783     2.08398     4.41490
     420 Loop 632154      7.10059     1.29575     2.08398     4.41490
     421 Loop 452136     22.26123     0.41330     2.08398     4.41490
     422 Loop 462135     28.51367     0.32267     2.08398     4.41490
     423 Loop 542136     20.81348     0.44205     2.08398     4.41490
     424 Loop 642135     27.88574     0.32994     2.08398     4.41490
     425 Loop 562134      7.49658     1.22730     2.08398     4.41490
     426 Loop 652134      7.47266     1.23123     2.08398     4.41490
     427 Loop 452163     22.16162     0.41516     2.08398     4.41490
     428 Loop 462153     30.08984     0.30577     2.08398     4.41490
     429 Loop 542163     20.75684     0.44326     2.08398     4.41490
     430 Loop 642153     29.77393     0.30901     2.08398     4.41490
     431 Loop 562143     11.11279     0.82793     2.08398     4.41490
     432 Loop 652143     11.17676     0.82319     2.08398     4.41490
     433 Loop 345126     16.48535     0.55811     2.08398     4.41490
     434 Loop 346125     18.27686     0.50340     2.08398     4.41490
     435 Loop 354126      6.50830     1.41367     2.08398     4.41490
     436 Loop 364125      8.28027     1.11114     2.08398     4.41490
     437 Loop 356124      7.09277     1.29718     2.08398     4.41490
     438 Loop 365124      7.17627     1.28208     2.08398     4.41490
     439 Loop 435126     18.17285     0.50628     2.08398     4.41490
     440 Loop 436125     19.22949     0.47846     2.08398     4.41490
     441 Loop 534126      6.67236     1.37891     2.08398     4.41490
     442 Loop 634125      8.67676     1.06037     2.08398     4.41490
     443 Loop 536124      7.13232     1.28998     2.08398     4.41490
     444 Loop 635124      7.62842     1.20609     2.08398     4.41490
     445 Loop 453126     19.59717     0.46948     2.08398     4.41490
     446 Loop 463125     22.99756     0.40007     2.08398     4.41490
     447 Loop 543126     18.21338     0.50515     2.08398     4.41490
     448 Loop 643125     22.58936     0.40730     2.08398     4.41490
     449 Loop 563124      7.55664     1.21755     2.08398     4.41490
     450 Loop 653124      7.62061     1.20733     2.08398     4.41490
     451 Loop 456123     24.27734     0.37898     2.08398     4.41490
     452 Loop 465123     24.58154     0.37429     2.08398     4.41490
     453 Loop 546123     23.04541     0.39924     2.08398     4.41490
     454 Loop 645123     24.15723     0.38086     2.08398     4.41490
     455 Loop 564123     11.98877     0.76743     2.08398     4.41490
     456 Loop 654123     12.03662     0.76438     2.08398     4.41490
     457 Loop 345162     16.07715     0.57228     2.08398     4.41490
     458 Loop 346152     15.89697     0.57876     2.08398     4.41490
     459 Loop 354162      5.04834     1.82250     2.08398     4.41490
     460 Loop 364152      9.38037     0.98083     2.08398     4.41490
     461 Loop 356142      8.22852     1.11813     2.08398     4.41490
     462 Loop 365142      8.37646     1.09838     2.08398     4.41490
