 TESTING TRANPOSE TYPE 326541
 Hirata Reference =    2.556160     seconds
 Algorithm         Jeff           Speedup          Best
     130 Loop 216345      1.96411     1.30143     1.62408     1.57391
     131 Loop 215364      2.26013     1.13098     1.62408     1.57391
     132 Loop 216354      2.46014     1.03903     1.62408     1.57391
     133 Loop 214536      1.49207     1.71317     1.49207     1.71317
     134 Loop 214635      1.92407     1.32852     1.49207     1.71317
     135 Loop 215436      1.79614     1.42314     1.49207     1.71317
     136 Loop 216435      2.24414     1.13904     1.49207     1.71317
     137 Loop 215634      2.26416     1.12897     1.49207     1.71317
     138 Loop 216534      2.68420     0.95230     1.49207     1.71317
     139 Loop 214563      1.91217     1.33678     1.49207     1.71317
     140 Loop 214653      2.04010     1.25296     1.49207     1.71317
     141 Loop 215463      1.92407     1.32852     1.49207     1.71317
     142 Loop 216453      2.16016     1.18332     1.49207     1.71317
     143 Loop 215643      2.03613     1.25540     1.49207     1.71317
     144 Loop 216543      2.21613     1.15344     1.49207     1.71317
     145 Loop 312456      1.58411     1.61363     1.49207     1.71317
     146 Loop 312465      1.76416     1.44894     1.49207     1.71317
     147 Loop 312546      1.74408     1.46562     1.49207     1.71317
     148 Loop 312645      1.81610     1.40750     1.49207     1.71317
     149 Loop 312564      2.19611     1.16395     1.49207     1.71317
     150 Loop 312654      2.19611     1.16395     1.49207     1.71317
     151 Loop 412356      2.34412     1.09046     1.49207     1.71317
     152 Loop 412365      2.89221     0.88381     1.49207     1.71317
     153 Loop 512346      2.91217     0.87775     1.49207     1.71317
     154 Loop 612345      4.82428     0.52985     1.49207     1.71317
     155 Loop 512364      3.35620     0.76162     1.49207     1.71317
     156 Loop 612354      5.86841     0.43558     1.49207     1.71317
     157 Loop 412536      2.30811     1.10747     1.49207     1.71317
     158 Loop 412635      2.75616     0.92743     1.49207     1.71317
     159 Loop 512436      2.84814     0.89748     1.49207     1.71317
     160 Loop 612435      5.06433     0.50474     1.49207     1.71317
     161 Loop 512634      3.28021     0.77927     1.49207     1.71317
     162 Loop 612534      5.57233     0.45872     1.49207     1.71317
     163 Loop 412563      2.50415     1.02077     1.49207     1.71317
     164 Loop 412653      2.57214     0.99379     1.49207     1.71317
     165 Loop 512463      2.19214     1.16606     1.49207     1.71317
     166 Loop 612453      5.18030     0.49344     1.49207     1.71317
     167 Loop 512643      2.29211     1.11520     1.49207     1.71317
     168 Loop 612543      5.08032     0.50315     1.49207     1.71317
     169 Loop 314256      1.35211     1.89049     1.35211     1.89049
     170 Loop 314265      1.83209     1.39521     1.35211     1.89049
     171 Loop 315246      1.77209     1.44245     1.35211     1.89049
     172 Loop 316245      1.96008     1.30411     1.35211     1.89049
     173 Loop 315264      2.42413     1.05446     1.35211     1.89049
     174 Loop 316254      2.31213     1.10554     1.35211     1.89049
     175 Loop 413256      2.36816     1.07938     1.35211     1.89049
     176 Loop 413265      2.54016     1.00630     1.35211     1.89049
     177 Loop 513246      3.19623     0.79974     1.35211     1.89049
     178 Loop 613245      4.99231     0.51202     1.35211     1.89049
     179 Loop 513264      3.28021     0.77927     1.35211     1.89049
     180 Loop 613254      5.69635     0.44874     1.35211     1.89049
     181 Loop 415236      2.57214     0.99379     1.35211     1.89049
     182 Loop 416235      3.16821     0.80681     1.35211     1.89049
     183 Loop 514236      2.96820     0.86118     1.35211     1.89049
     184 Loop 614235      5.24835     0.48704     1.35211     1.89049
     185 Loop 516234      3.75623     0.68051     1.35211     1.89049
     186 Loop 615234      6.14038     0.41629     1.35211     1.89049
     187 Loop 415263      2.81616     0.90768     1.35211     1.89049
     188 Loop 416253      2.66815     0.95803     1.35211     1.89049
     189 Loop 514263      2.40417     1.06322     1.35211     1.89049
     190 Loop 614253      5.18835     0.49267     1.35211     1.89049
     191 Loop 516243      2.55615     1.00000     1.35211     1.89049
     192 Loop 615243      5.26038     0.48593     1.35211     1.89049
     193 Loop 314526      1.68414     1.51778     1.35211     1.89049
     194 Loop 314625      1.89612     1.34810     1.35211     1.89049
     195 Loop 315426      1.73212     1.47574     1.35211     1.89049
     196 Loop 316425      2.07611     1.23123     1.35211     1.89049
     197 Loop 315624      2.35217     1.08672     1.35211     1.89049
     198 Loop 316524      2.37219     1.07755     1.35211     1.89049
     199 Loop 413526      2.58411     0.98919     1.35211     1.89049
     200 Loop 413625      2.60815     0.98006     1.35211     1.89049
     201 Loop 513426      2.78015     0.91943     1.35211     1.89049
     202 Loop 613425      4.93237     0.51824     1.35211     1.89049
     203 Loop 513624      3.15222     0.81091     1.35211     1.89049
     204 Loop 613524      5.40039     0.47333     1.35211     1.89049
     205 Loop 415326      2.48010     1.03067     1.35211     1.89049
     206 Loop 416325      3.16418     0.80784     1.35211     1.89049
     207 Loop 514326      2.82812     0.90384     1.35211     1.89049
     208 Loop 614325      5.28833     0.48336     1.35211     1.89049
     209 Loop 516324      3.43616     0.74390     1.35211     1.89049
     210 Loop 615324      6.24036     0.40962     1.35211     1.89049
     211 Loop 415623      3.00415     0.85088     1.35211     1.89049
     212 Loop 416523      3.21619     0.79478     1.35211     1.89049
     213 Loop 514623      3.06018     0.83530     1.35211     1.89049
     214 Loop 614523      5.63635     0.45351     1.35211     1.89049
     215 Loop 516423      2.64819     0.96525     1.35211     1.89049
     216 Loop 615423      5.42834     0.47089     1.35211     1.89049
     217 Loop 314562      1.84021     1.38906     1.35211     1.89049
     218 Loop 314652      1.94409     1.31484     1.35211     1.89049
     219 Loop 315462      1.96423     1.30135     1.35211     1.89049
     220 Loop 316452      2.10413     1.21483     1.35211     1.89049
     221 Loop 315642      1.80005     1.42005     1.35211     1.89049
     222 Loop 316542      2.20813     1.15761     1.35211     1.89049
     223 Loop 413562      2.84814     0.89748     1.35211     1.89049
     224 Loop 413652      2.71216     0.94248     1.35211     1.89049
     225 Loop 513462      2.42017     1.05619     1.35211     1.89049
     226 Loop 613452      5.28027     0.48410     1.35211     1.89049
     227 Loop 513642      2.43616     1.04926     1.35211     1.89049
     228 Loop 613542      5.24841     0.48703     1.35211     1.89049
     229 Loop 415362      2.63220     0.97111     1.35211     1.89049
     230 Loop 416352      2.82422     0.90509     1.35211     1.89049
     231 Loop 514362      2.48010     1.03067     1.35211     1.89049
     232 Loop 614352      5.20435     0.49116     1.35211     1.89049
     233 Loop 516342      2.50024     1.02236     1.35211     1.89049
     234 Loop 615342      5.27234     0.48482     1.35211     1.89049
     235 Loop 415632      2.85620     0.89495     1.35211     1.89049
     236 Loop 416532      3.03625     0.84188     1.35211     1.89049
     237 Loop 514632      2.85217     0.89621     1.35211     1.89049
     238 Loop 614532      5.52429     0.46271     1.35211     1.89049
     239 Loop 516432      2.62817     0.97260     1.35211     1.89049
     240 Loop 615432      5.44031     0.46986     1.35211     1.89049
     241 Loop 231456      1.28003     1.99695     1.28003     1.99695
     242 Loop 231465      1.49609     1.70856     1.28003     1.99695
     243 Loop 231546      1.29211     1.97828     1.28003     1.99695
     244 Loop 231645      1.44019     1.77488     1.28003     1.99695
     245 Loop 231564      1.57214     1.62591     1.28003     1.99695
     246 Loop 231654      1.52405     1.67722     1.28003     1.99695
     247 Loop 241356      1.30408     1.96013     1.28003     1.99695
     248 Loop 241365      1.62402     1.57397     1.28003     1.99695
     249 Loop 251346      1.38000     1.85228     1.28003     1.99695
     250 Loop 261345      1.89209     1.35097     1.28003     1.99695
     251 Loop 251364      1.63208     1.56620     1.28003     1.99695
     252 Loop 261354      2.00818     1.27287     1.28003     1.99695
     253 Loop 241536      1.35608     1.88496     1.28003     1.99695
     254 Loop 241635      1.67212     1.52869     1.28003     1.99695
     255 Loop 251436      1.25208     2.04154     1.25208     2.04154
     256 Loop 261435      1.99207     1.28317     1.25208     2.04154
     257 Loop 251634      1.72009     1.48606     1.25208     2.04154
     258 Loop 261534      2.15613     1.18553     1.25208     2.04154
     259 Loop 241563      1.66016     1.53971     1.25208     2.04154
     260 Loop 241653      1.68408     1.51784     1.25208     2.04154
     261 Loop 251463      1.51208     1.69049     1.25208     2.04154
     262 Loop 261453      2.07202     1.23366     1.25208     2.04154
     263 Loop 251643      1.54810     1.65116     1.25208     2.04154
     264 Loop 261543      2.07214     1.23358     1.25208     2.04154
     265 Loop 321456      1.30017     1.96602     1.25208     2.04154
     266 Loop 321465      1.47205     1.73647     1.25208     2.04154
     267 Loop 321546      1.31604     1.94231     1.25208     2.04154
     268 Loop 321645      1.47205     1.73647     1.25208     2.04154
     269 Loop 321564      1.58801     1.60966     1.25208     2.04154
     270 Loop 321654      1.46008     1.75069     1.25208     2.04154
     271 Loop 421356      1.48816     1.71767     1.25208     2.04154
     272 Loop 421365      1.90820     1.33956     1.25208     2.04154
     273 Loop 521346      2.04407     1.25053     1.25208     2.04154
     274 Loop 621345      3.52026     0.72613     1.25208     2.04154
     275 Loop 521364      1.90015     1.34524     1.25208     2.04154
     276 Loop 621354      3.95618     0.64612     1.25208     2.04154
     277 Loop 421536      1.45203     1.76041     1.25208     2.04154
     278 Loop 421635      1.88000     1.35966     1.25208     2.04154
     279 Loop 521436      2.00012     1.27800     1.25208     2.04154
     280 Loop 621435      3.72827     0.68562     1.25208     2.04154
     281 Loop 521634      1.84021     1.38906     1.25208     2.04154
     282 Loop 621534      3.95227     0.64676     1.25208     2.04154
     283 Loop 421563      1.81616     1.40745     1.25208     2.04154
     284 Loop 421653      1.78809     1.42955     1.25208     2.04154
     285 Loop 521463      1.77222     1.44235     1.25208     2.04154
     286 Loop 621453      4.08423     0.62586     1.25208     2.04154
     287 Loop 521643      1.71619     1.48944     1.25208     2.04154
     288 Loop 621543      4.01221     0.63710     1.25208     2.04154
     289 Loop 341256      1.24805     2.04813     1.24805     2.04813
     290 Loop 341265      1.56421     1.63416     1.24805     2.04813
     291 Loop 351246      1.42810     1.78990     1.24805     2.04813
     292 Loop 361245      1.96411     1.30143     1.24805     2.04813
     293 Loop 351264      1.65601     1.54357     1.24805     2.04813
     294 Loop 361254      2.12024     1.20560     1.24805     2.04813
     295 Loop 431256      1.50806     1.69500     1.24805     2.04813
     296 Loop 431265      1.88013     1.35957     1.24805     2.04813
     297 Loop 531246      2.05212     1.24562     1.24805     2.04813
     298 Loop 631245      3.63623     0.70297     1.24805     2.04813
     299 Loop 531264      2.02405     1.26289     1.24805     2.04813
     300 Loop 631254      3.98828     0.64092     1.24805     2.04813
     301 Loop 451236      1.93213     1.32298     1.24805     2.04813
     302 Loop 461235      2.88416     0.88628     1.24805     2.04813
     303 Loop 541236      2.08423     1.22643     1.24805     2.04813
     304 Loop 641235      4.33228     0.59003     1.24805     2.04813
     305 Loop 561234      3.05212     0.83750     1.24805     2.04813
     306 Loop 651234      4.52820     0.56450     1.24805     2.04813
     307 Loop 451263      2.16406     1.18119     1.24805     2.04813
     308 Loop 461253      2.57227     0.99374     1.24805     2.04813
     309 Loop 541263      2.17212     1.17680     1.24805     2.04813
     310 Loop 641253      4.40833     0.57985     1.24805     2.04813
     311 Loop 561243      2.68018     0.95373     1.24805     2.04813
     312 Loop 651243      4.25623     0.60057     1.24805     2.04813
     313 Loop 341526      1.69214     1.51061     1.24805     2.04813
     314 Loop 341625      1.76416     1.44894     1.24805     2.04813
     315 Loop 351426      1.62012     1.57776     1.24805     2.04813
     316 Loop 361425      2.08813     1.22414     1.24805     2.04813
     317 Loop 351624      1.90405     1.34248     1.24805     2.04813
     318 Loop 361524      2.20813     1.15761     1.24805     2.04813
     319 Loop 431526      1.69214     1.51061     1.24805     2.04813
     320 Loop 431625      1.92017     1.33122     1.24805     2.04813
     321 Loop 531426      2.19617     1.16392     1.24805     2.04813
     322 Loop 631425      3.86426     0.66149     1.24805     2.04813
     323 Loop 531624      1.84412     1.38612     1.24805     2.04813
     324 Loop 631524      4.13220     0.61860     1.24805     2.04813
     325 Loop 451326      1.72412     1.48259     1.24805     2.04813
     326 Loop 461325      3.00415     0.85088     1.24805     2.04813
     327 Loop 541326      2.30408     1.10941     1.24805     2.04813
     328 Loop 641325      4.26428     0.59943     1.24805     2.04813
     329 Loop 561324      3.17627     0.80477     1.24805     2.04813
     330 Loop 651324      4.51221     0.56650     1.24805     2.04813
     331 Loop 451623      2.64026     0.96815     1.24805     2.04813
     332 Loop 461523      2.88416     0.88628     1.24805     2.04813
     333 Loop 541623      2.53613     1.00790     1.24805     2.04813
     334 Loop 641523      4.31628     0.59221     1.24805     2.04813
     335 Loop 561423      2.92017     0.87535     1.24805     2.04813
     336 Loop 651423      4.27625     0.59776     1.24805     2.04813
     337 Loop 341562      1.85205     1.38018     1.24805     2.04813
     338 Loop 341652      1.63611     1.56234     1.24805     2.04813
     339 Loop 351462      1.74817     1.46219     1.24805     2.04813
     340 Loop 361452      2.08020     1.22880     1.24805     2.04813
     341 Loop 351642      1.65210     1.54722     1.24805     2.04813
     342 Loop 361542      2.02417     1.26282     1.24805     2.04813
     343 Loop 431562      1.94409     1.31484     1.24805     2.04813
     344 Loop 431652      1.83606     1.39220     1.24805     2.04813
     345 Loop 531462      1.90002     1.34533     1.24805     2.04813
     346 Loop 631452      4.04822     0.63143     1.24805     2.04813
     347 Loop 531642      1.78418     1.43268     1.24805     2.04813
     348 Loop 631542      4.03223     0.63393     1.24805     2.04813
     349 Loop 451362      2.07617     1.23119     1.24805     2.04813
     350 Loop 461352      2.50415     1.02077     1.24805     2.04813
     351 Loop 541362      2.14014     1.19439     1.24805     2.04813
     352 Loop 641352      4.32422     0.59113     1.24805     2.04813
     353 Loop 561342      2.64819     0.96525     1.24805     2.04813
     354 Loop 651342      4.23633     0.60339     1.24805     2.04813
     355 Loop 451632      2.66016     0.96091     1.24805     2.04813
     356 Loop 461532      2.88428     0.88624     1.24805     2.04813
     357 Loop 541632      2.58411     0.98919     1.24805     2.04813
     358 Loop 641532      4.37634     0.58409     1.24805     2.04813
     359 Loop 561432      2.99219     0.85428     1.24805     2.04813
     360 Loop 651432      4.58435     0.55758     1.24805     2.04813
     361 Loop 234156      1.02002     2.50599     1.02002     2.50599
     362 Loop 234165      1.18018     2.16591     1.02002     2.50599
     363 Loop 235146      1.07202     2.38443     1.02002     2.50599
     364 Loop 236145      1.32410     1.93049     1.02002     2.50599
     365 Loop 235164      1.33203     1.91899     1.02002     2.50599
     366 Loop 236154      1.42407     1.79497     1.02002     2.50599
     367 Loop 243156      1.09607     2.33212     1.02002     2.50599
     368 Loop 243165      1.09216     2.34046     1.02002     2.50599
     369 Loop 253146      1.16003     2.20352     1.02002     2.50599
     370 Loop 263145      1.68811     1.51421     1.02002     2.50599
     371 Loop 253164      1.23608     2.06795     1.02002     2.50599
     372 Loop 263154      1.97620     1.29347     1.02002     2.50599
     373 Loop 245136      1.30408     1.96013     1.02002     2.50599
     374 Loop 246135      1.68018     1.52136     1.02002     2.50599
     375 Loop 254136      1.30811     1.95409     1.02002     2.50599
     376 Loop 264135      1.99219     1.28309     1.02002     2.50599
     377 Loop 256134      1.83215     1.39517     1.02002     2.50599
     378 Loop 265134      2.36414     1.08122     1.02002     2.50599
     379 Loop 245163      1.50806     1.69500     1.02002     2.50599
     380 Loop 246153      1.69604     1.50713     1.02002     2.50599
     381 Loop 254163      1.61218     1.58553     1.02002     2.50599
     382 Loop 264153      1.98413     1.28830     1.02002     2.50599
     383 Loop 256143      1.71606     1.48955     1.02002     2.50599
     384 Loop 265143      2.28418     1.11907     1.02002     2.50599
     385 Loop 324156      0.92810     2.75418     0.92810     2.75418
     386 Loop 324165      1.04004     2.45775     0.92810     2.75418
     387 Loop 325146      1.07214     2.38416     0.92810     2.75418
     388 Loop 326145      1.29211     1.97828     0.92810     2.75418
     389 Loop 325164      1.32410     1.93049     0.92810     2.75418
     390 Loop 326154      1.32410     1.93049     0.92810     2.75418
     391 Loop 423156      1.28809     1.98446     0.92810     2.75418
     392 Loop 423165      2.95227     0.86583     0.92810     2.75418
     393 Loop 523146      5.13635     0.49766     0.92810     2.75418
     394 Loop 623145      4.35229     0.58731     0.92810     2.75418
     395 Loop 523164      1.61609     1.58170     0.92810     2.75418
     396 Loop 623154      3.68420     0.69382     0.92810     2.75418
     397 Loop 425136      1.45618     1.75539     0.92810     2.75418
     398 Loop 426135      1.85608     1.37718     0.92810     2.75418
     399 Loop 524136      2.04004     1.25300     0.92810     2.75418
     400 Loop 624135      3.78821     0.67477     0.92810     2.75418
     401 Loop 526134      2.16809     1.17899     0.92810     2.75418
     402 Loop 625134      4.20435     0.60798     0.92810     2.75418
     403 Loop 425163      1.73206     1.47580     0.92810     2.75418
     404 Loop 426153      1.89209     1.35097     0.92810     2.75418
     405 Loop 524163      1.69202     1.51072     0.92810     2.75418
     406 Loop 624153      3.99622     0.63965     0.92810     2.75418
     407 Loop 526143      1.87610     1.36249     0.92810     2.75418
     408 Loop 625143      4.14417     0.61681     0.92810     2.75418
     409 Loop 342156      0.94006     2.71914     0.92810     2.75418
     410 Loop 342165      1.23608     2.06795     0.92810     2.75418
     411 Loop 352146      1.14404     2.23432     0.92810     2.75418
     412 Loop 362145      1.70801     1.49657     0.92810     2.75418
     413 Loop 352164      1.32812     1.92464     0.92810     2.75418
     414 Loop 362154      1.86816     1.36827     0.92810     2.75418
     415 Loop 432156      1.22412     2.08816     0.92810     2.75418
     416 Loop 432165      1.44006     1.77503     0.92810     2.75418
     417 Loop 532146      2.00415     1.27543     0.92810     2.75418
     418 Loop 632145      3.37622     0.75711     0.92810     2.75418
     419 Loop 532164      1.63611     1.56234     0.92810     2.75418
     420 Loop 632154      3.75635     0.68049     0.92810     2.75418
     421 Loop 452136      1.54407     1.65547     0.92810     2.75418
     422 Loop 462135      2.45618     1.04071     0.92810     2.75418
     423 Loop 542136      2.01611     1.26787     0.92810     2.75418
     424 Loop 642135      4.14026     0.61739     0.92810     2.75418
     425 Loop 562134      2.61609     0.97709     0.92810     2.75418
     426 Loop 652134      4.39624     0.58144     0.92810     2.75418
     427 Loop 452163      1.69617     1.50702     0.92810     2.75418
     428 Loop 462153      2.37207     1.07761     0.92810     2.75418
     429 Loop 542163      1.66809     1.53239     0.92810     2.75418
     430 Loop 642153      4.16821     0.61325     0.92810     2.75418
     431 Loop 562143      2.60815     0.98006     0.92810     2.75418
     432 Loop 652143      4.00427     0.63836     0.92810     2.75418
     433 Loop 345126      1.43201     1.78502     0.92810     2.75418
     434 Loop 346125      1.55200     1.64701     0.92810     2.75418
     435 Loop 354126      1.50012     1.70397     0.92810     2.75418
     436 Loop 364125      2.02820     1.26031     0.92810     2.75418
     437 Loop 356124      1.74805     1.46229     0.92810     2.75418
     438 Loop 365124      2.03613     1.25540     0.92810     2.75418
     439 Loop 435126      1.60803     1.58962     0.92810     2.75418
     440 Loop 436125      1.71606     1.48955     0.92810     2.75418
     441 Loop 534126      2.07617     1.23119     0.92810     2.75418
     442 Loop 634125      3.60425     0.70921     0.92810     2.75418
     443 Loop 536124      2.06018     1.24075     0.92810     2.75418
     444 Loop 635124      4.19226     0.60973     0.92810     2.75418
     445 Loop 453126      1.62012     1.57776     0.92810     2.75418
     446 Loop 463125      2.48425     1.02895     0.92810     2.75418
     447 Loop 543126      2.07214     1.23358     0.92810     2.75418
     448 Loop 643125      3.98022     0.64222     0.92810     2.75418
     449 Loop 563124      2.66418     0.95945     0.92810     2.75418
     450 Loop 653124      4.47229     0.57156     0.92810     2.75418
     451 Loop 456123      2.22021     1.15131     0.92810     2.75418
     452 Loop 465123      2.77209     0.92210     0.92810     2.75418
     453 Loop 546123      2.20410     1.15973     0.92810     2.75418
     454 Loop 645123      4.31616     0.59223     0.92810     2.75418
     455 Loop 564123      2.78821     0.91678     0.92810     2.75418
     456 Loop 654123      4.23218     0.60398     0.92810     2.75418
     457 Loop 345162      1.74817     1.46219     0.92810     2.75418
     458 Loop 346152      1.51208     1.69049     0.92810     2.75418
     459 Loop 354162      1.76416     1.44894     0.92810     2.75418
     460 Loop 364152      1.85205     1.38018     0.92810     2.75418
     461 Loop 356142      1.61609     1.58170     0.92810     2.75418
     462 Loop 365142      1.96814     1.29877     0.92810     2.75418
