 TESTING TRANPOSE TYPE 362154
 Hirata Reference =    2.360147     seconds
 Algorithm         Jeff           Speedup          Best
      61 Loop 145236      1.88412     1.25265     0.97606     2.41804
      62 Loop 146235      3.13219     0.75351     0.97606     2.41804
      63 Loop 154236      1.95612     1.20654     0.97606     2.41804
      64 Loop 164235      3.98025     0.59296     0.97606     2.41804
      65 Loop 156234      1.28808     1.83230     0.97606     2.41804
      66 Loop 165234      2.92419     0.80711     0.97606     2.41804
      67 Loop 145263      2.37614     0.99327     0.97606     2.41804
      68 Loop 146253      2.17213     1.08656     0.97606     2.41804
      69 Loop 154263      2.03613     1.15913     0.97606     2.41804
      70 Loop 164253      3.68423     0.64061     0.97606     2.41804
      71 Loop 156243      1.78410     1.32288     0.97606     2.41804
      72 Loop 165243      3.44022     0.68605     0.97606     2.41804
      73 Loop 134526      1.53609     1.53647     0.97606     2.41804
      74 Loop 134625      1.77611     1.32883     0.97606     2.41804
      75 Loop 135426      1.48409     1.59030     0.97606     2.41804
      76 Loop 136425      1.58409     1.48991     0.97606     2.41804
      77 Loop 135624      0.94806     2.48945     0.94806     2.48945
      78 Loop 136524      1.19208     1.97986     0.94806     2.48945
      79 Loop 143526      1.72411     1.36891     0.94806     2.48945
      80 Loop 143625      2.79617     0.84406     0.94806     2.48945
      81 Loop 153426      1.72810     1.36574     0.94806     2.48945
      82 Loop 163425      3.41222     0.69168     0.94806     2.48945
      83 Loop 153624      0.98006     2.40817     0.94806     2.48945
      84 Loop 163524      2.63617     0.89529     0.94806     2.48945
      85 Loop 145326      2.08414     1.13243     0.94806     2.48945
      86 Loop 146325      3.00020     0.78666     0.94806     2.48945
      87 Loop 154326      1.91612     1.23173     0.94806     2.48945
      88 Loop 164325      3.97226     0.59416     0.94806     2.48945
      89 Loop 156324      1.23608     1.90937     0.94806     2.48945
      90 Loop 165324      2.79617     0.84406     0.94806     2.48945
      91 Loop 145623      2.68416     0.87929     0.94806     2.48945
      92 Loop 146523      2.48816     0.94855     0.94806     2.48945
      93 Loop 154623      2.46016     0.95935     0.94806     2.48945
      94 Loop 164523      3.93225     0.60020     0.94806     2.48945
      95 Loop 156423      2.05614     1.14785     0.94806     2.48945
      96 Loop 165423      3.67224     0.64270     0.94806     2.48945
      97 Loop 134562      1.74811     1.35012     0.94806     2.48945
      98 Loop 134652      1.45209     1.62535     0.94806     2.48945
      99 Loop 135462      1.72411     1.36891     0.94806     2.48945
     100 Loop 136452      1.44809     1.62983     0.94806     2.48945
     101 Loop 135642      1.10406     2.13769     0.94806     2.48945
     102 Loop 136542      1.46410     1.61202     0.94806     2.48945
     103 Loop 143562      2.09213     1.12811     0.94806     2.48945
     104 Loop 143652      2.11214     1.11742     0.94806     2.48945
     105 Loop 153462      1.83612     1.28540     0.94806     2.48945
     106 Loop 163452      3.48422     0.67738     0.94806     2.48945
     107 Loop 153642      1.40009     1.68572     0.94806     2.48945
     108 Loop 163542      3.29221     0.71689     0.94806     2.48945
     109 Loop 145362      2.04413     1.15460     0.94806     2.48945
     110 Loop 146352      2.36015     1.00000     0.94806     2.48945
     111 Loop 154362      1.96013     1.20408     0.94806     2.48945
     112 Loop 164352      3.67223     0.64270     0.94806     2.48945
     113 Loop 156342      1.57210     1.50127     0.94806     2.48945
     114 Loop 165342      3.56822     0.66144     0.94806     2.48945
     115 Loop 145632      2.80818     0.84045     0.94806     2.48945
     116 Loop 146532      2.49216     0.94703     0.94806     2.48945
     117 Loop 154632      2.51216     0.93949     0.94806     2.48945
     118 Loop 164532      4.02026     0.58706     0.94806     2.48945
     119 Loop 156432      2.26013     1.04425     0.94806     2.48945
     120 Loop 165432      3.97624     0.59356     0.94806     2.48945
     121 Loop 213456      0.90805     2.59914     0.90805     2.59914
     122 Loop 213465      1.34009     1.76119     0.90805     2.59914
     123 Loop 213546      0.96007     2.45831     0.90805     2.59914
     124 Loop 213645      1.30008     1.81539     0.90805     2.59914
     125 Loop 213564      0.96405     2.44816     0.90805     2.59914
     126 Loop 213654      1.08406     2.17714     0.90805     2.59914
     127 Loop 214356      1.12807     2.09220     0.90805     2.59914
     128 Loop 214365      1.50410     1.56914     0.90805     2.59914
     129 Loop 215346      1.12808     2.09218     0.90805     2.59914
     130 Loop 216345      1.27206     1.85537     0.90805     2.59914
     131 Loop 215364      0.92804     2.54315     0.90805     2.59914
     132 Loop 216354      1.12405     2.09967     0.90805     2.59914
     133 Loop 214536      1.36008     1.73530     0.90805     2.59914
     134 Loop 214635      1.57211     1.50126     0.90805     2.59914
     135 Loop 215436      1.36407     1.73022     0.90805     2.59914
     136 Loop 216435      1.79611     1.31403     0.90805     2.59914
     137 Loop 215634      0.89206     2.64573     0.89206     2.64573
     138 Loop 216534      1.06409     2.21800     0.89206     2.64573
     139 Loop 214563      1.42807     1.65268     0.89206     2.64573
     140 Loop 214653      1.56409     1.50896     0.89206     2.64573
     141 Loop 215463      1.56009     1.51283     0.89206     2.64573
     142 Loop 216453      1.80811     1.30531     0.89206     2.64573
     143 Loop 215643      1.40411     1.68088     0.89206     2.64573
     144 Loop 216543      1.73209     1.36260     0.89206     2.64573
     145 Loop 312456      1.04007     2.26922     0.89206     2.64573
     146 Loop 312465      1.24808     1.89103     0.89206     2.64573
     147 Loop 312546      1.04007     2.26922     0.89206     2.64573
     148 Loop 312645      1.18408     1.99323     0.89206     2.64573
     149 Loop 312564      0.99207     2.37902     0.89206     2.64573
     150 Loop 312654      1.08804     2.16917     0.89206     2.64573
     151 Loop 412356      6.60440     0.35736     0.89206     2.64573
     152 Loop 412365      7.15244     0.32998     0.89206     2.64573
     153 Loop 512346      2.47617     0.95315     0.89206     2.64573
     154 Loop 612345      3.60822     0.65410     0.89206     2.64573
     155 Loop 512364      1.66010     1.42169     0.89206     2.64573
     156 Loop 612354      3.27618     0.72040     0.89206     2.64573
     157 Loop 412536      5.89240     0.40054     0.89206     2.64573
     158 Loop 412635      7.58447     0.31118     0.89206     2.64573
     159 Loop 512436      2.21216     1.06690     0.89206     2.64573
     160 Loop 612435      3.69223     0.63922     0.89206     2.64573
     161 Loop 512634      1.54810     1.52455     0.89206     2.64573
     162 Loop 612534      3.26419     0.72304     0.89206     2.64573
     163 Loop 412563      6.19638     0.38089     0.89206     2.64573
     164 Loop 412653      6.73242     0.35056     0.89206     2.64573
     165 Loop 512463      1.92014     1.22916     0.89206     2.64573
     166 Loop 612453      4.04425     0.58358     0.89206     2.64573
     167 Loop 512643      1.91214     1.23430     0.89206     2.64573
     168 Loop 612543      4.00424     0.58941     0.89206     2.64573
     169 Loop 314256      1.26807     1.86122     0.89206     2.64573
     170 Loop 314265      1.60809     1.46767     0.89206     2.64573
     171 Loop 315246      0.98807     2.38865     0.89206     2.64573
     172 Loop 316245      1.37210     1.72010     0.89206     2.64573
     173 Loop 315264      0.95605     2.46863     0.89206     2.64573
     174 Loop 316254      1.17209     2.01363     0.89206     2.64573
     175 Loop 413256      6.58441     0.35844     0.89206     2.64573
     176 Loop 413265      7.13644     0.33072     0.89206     2.64573
     177 Loop 513246      2.38016     0.99159     0.89206     2.64573
     178 Loop 613245      3.53622     0.66742     0.89206     2.64573
     179 Loop 513264      1.50809     1.56499     0.89206     2.64573
     180 Loop 613254      3.43222     0.68764     0.89206     2.64573
     181 Loop 415236      6.02039     0.39203     0.89206     2.64573
     182 Loop 416235      7.65649     0.30825     0.89206     2.64573
     183 Loop 514236      2.31213     1.02077     0.89206     2.64573
     184 Loop 614235      4.40826     0.53539     0.89206     2.64573
     185 Loop 516234      1.65210     1.42857     0.89206     2.64573
     186 Loop 615234      3.80023     0.62105     0.89206     2.64573
     187 Loop 415263      6.23239     0.37869     0.89206     2.64573
     188 Loop 416253      6.40839     0.36829     0.89206     2.64573
     189 Loop 514263      2.20413     1.07078     0.89206     2.64573
     190 Loop 614253      4.27228     0.55243     0.89206     2.64573
     191 Loop 516243      2.08014     1.13461     0.89206     2.64573
     192 Loop 615243      4.09225     0.57674     0.89206     2.64573
     193 Loop 314526      1.43610     1.64345     0.89206     2.64573
     194 Loop 314625      1.71210     1.37851     0.89206     2.64573
     195 Loop 315426      1.43210     1.64803     0.89206     2.64573
     196 Loop 316425      1.50409     1.56915     0.89206     2.64573
     197 Loop 315624      0.97607     2.41800     0.89206     2.64573
     198 Loop 316524      1.00006     2.36000     0.89206     2.64573
     199 Loop 413526      5.91238     0.39919     0.89206     2.64573
     200 Loop 413625      7.10843     0.33202     0.89206     2.64573
     201 Loop 513426      2.13211     1.10695     0.89206     2.64573
     202 Loop 613425      3.69223     0.63922     0.89206     2.64573
     203 Loop 513624      1.54810     1.52455     0.89206     2.64573
     204 Loop 613524      3.22421     0.73201     0.89206     2.64573
     205 Loop 415326      6.10437     0.38663     0.89206     2.64573
     206 Loop 416325      7.43646     0.31737     0.89206     2.64573
     207 Loop 514326      2.24814     1.04982     0.89206     2.64573
     208 Loop 614325      4.16025     0.56731     0.89206     2.64573
     209 Loop 516324      1.69611     1.39151     0.89206     2.64573
     210 Loop 615324      3.42419     0.68926     0.89206     2.64573
     211 Loop 415623      6.17236     0.38237     0.89206     2.64573
     212 Loop 416523      6.03238     0.39125     0.89206     2.64573
     213 Loop 514623      2.78815     0.84649     0.89206     2.64573
     214 Loop 614523      4.44824     0.53058     0.89206     2.64573
     215 Loop 516423      2.42419     0.97358     0.89206     2.64573
     216 Loop 615423      4.33228     0.54478     0.89206     2.64573
     217 Loop 314562      1.60406     1.47135     0.89206     2.64573
     218 Loop 314652      1.60413     1.47130     0.89206     2.64573
     219 Loop 315462      1.62012     1.45678     0.89206     2.64573
     220 Loop 316452      1.44012     1.63885     0.89206     2.64573
     221 Loop 315642      1.23608     1.90937     0.89206     2.64573
     222 Loop 316542      1.30005     1.81543     0.89206     2.64573
     223 Loop 413562      6.08441     0.38790     0.89206     2.64573
     224 Loop 413652      6.32434     0.37318     0.89206     2.64573
     225 Loop 513462      1.72009     1.37210     0.89206     2.64573
     226 Loop 613452      4.07227     0.57957     0.89206     2.64573
     227 Loop 513642      1.62811     1.44962     0.89206     2.64573
     228 Loop 613542      3.79224     0.62236     0.89206     2.64573
     229 Loop 415362      5.73236     0.41172     0.89206     2.64573
     230 Loop 416352      6.17236     0.38237     0.89206     2.64573
     231 Loop 514362      2.22412     1.06116     0.89206     2.64573
     232 Loop 614352      4.14825     0.56895     0.89206     2.64573
     233 Loop 516342      1.74005     1.35637     0.89206     2.64573
     234 Loop 615342      4.00824     0.58882     0.89206     2.64573
     235 Loop 415632      5.88837     0.40082     0.89206     2.64573
     236 Loop 416532      5.79236     0.40746     0.89206     2.64573
     237 Loop 514632      2.68420     0.87927     0.89206     2.64573
     238 Loop 614532      4.34027     0.54378     0.89206     2.64573
     239 Loop 516432      2.48816     0.94855     0.89206     2.64573
     240 Loop 615432      4.47626     0.52726     0.89206     2.64573
     241 Loop 231456      0.86401     2.73161     0.86401     2.73161
     242 Loop 231465      1.28809     1.83229     0.86401     2.73161
     243 Loop 231546      0.96802     2.43812     0.86401     2.73161
     244 Loop 231645      1.18005     2.00003     0.86401     2.73161
     245 Loop 231564      1.01605     2.32286     0.86401     2.73161
     246 Loop 231654      1.03210     2.28673     0.86401     2.73161
     247 Loop 241356      1.55609     1.51671     0.86401     2.73161
     248 Loop 241365      2.17609     1.08458     0.86401     2.73161
     249 Loop 251346      1.08008     2.18516     0.86401     2.73161
     250 Loop 261345      1.71216     1.37846     0.86401     2.73161
     251 Loop 251364      1.13208     2.08479     0.86401     2.73161
     252 Loop 261354      1.56409     1.50896     0.86401     2.73161
     253 Loop 241536      1.50812     1.56496     0.86401     2.73161
     254 Loop 241635      2.23615     1.05545     0.86401     2.73161
     255 Loop 251436      1.36011     1.73527     0.86401     2.73161
     256 Loop 261435      1.94012     1.21649     0.86401     2.73161
     257 Loop 251634      1.00409     2.35053     0.86401     2.73161
     258 Loop 261534      1.53613     1.53642     0.86401     2.73161
     259 Loop 241563      1.87616     1.25797     0.86401     2.73161
     260 Loop 241653      1.96411     1.20164     0.86401     2.73161
     261 Loop 251463      1.63605     1.44259     0.86401     2.73161
     262 Loop 261453      2.11212     1.11743     0.86401     2.73161
     263 Loop 251643      1.44409     1.63435     0.86401     2.73161
     264 Loop 261543      1.91211     1.23432     0.86401     2.73161
     265 Loop 321456      0.98810     2.38858     0.86401     2.73161
     266 Loop 321465      1.17609     2.00678     0.86401     2.73161
     267 Loop 321546      1.02808     2.29569     0.86401     2.73161
     268 Loop 321645      1.24805     1.89107     0.86401     2.73161
     269 Loop 321564      1.10004     2.14552     0.86401     2.73161
     270 Loop 321654      1.13208     2.08479     0.86401     2.73161
     271 Loop 421356      6.50439     0.36285     0.86401     2.73161
     272 Loop 421365      6.75641     0.34932     0.86401     2.73161
     273 Loop 521346      2.32013     1.01725     0.86401     2.73161
     274 Loop 621345      3.46820     0.68051     0.86401     2.73161
     275 Loop 521364      1.62811     1.44962     0.86401     2.73161
     276 Loop 621354      3.06421     0.77023     0.86401     2.73161
     277 Loop 421536      5.77631     0.40859     0.86401     2.73161
     278 Loop 421635      6.60040     0.35758     0.86401     2.73161
     279 Loop 521436      2.13611     1.10488     0.86401     2.73161
     280 Loop 621435      3.84821     0.61331     0.86401     2.73161
     281 Loop 521634      1.41608     1.66668     0.86401     2.73161
     282 Loop 621534      3.14020     0.75159     0.86401     2.73161
     283 Loop 421563      6.23639     0.37845     0.86401     2.73161
     284 Loop 421653      6.56042     0.35976     0.86401     2.73161
     285 Loop 521463      1.84412     1.27983     0.86401     2.73161
     286 Loop 621453      3.99622     0.59060     0.86401     2.73161
     287 Loop 521643      1.74011     1.35632     0.86401     2.73161
     288 Loop 621543      3.94427     0.59837     0.86401     2.73161
     289 Loop 341256      1.77606     1.32887     0.86401     2.73161
     290 Loop 341265      2.05609     1.14788     0.86401     2.73161
     291 Loop 351246      1.16003     2.03455     0.86401     2.73161
     292 Loop 361245      1.78009     1.32586     0.86401     2.73161
     293 Loop 351264      1.09204     2.16123     0.86401     2.73161
     294 Loop 361254      1.42407     1.65732     0.86401     2.73161
     295 Loop 431256      6.40039     0.36875     0.86401     2.73161
     296 Loop 431265      6.68439     0.35308     0.86401     2.73161
     297 Loop 531246      2.35620     1.00167     0.86401     2.73161
     298 Loop 631245      3.39624     0.69493     0.86401     2.73161
     299 Loop 531264      1.56012     1.51280     0.86401     2.73161
     300 Loop 631254      3.24823     0.72659     0.86401     2.73161
     301 Loop 451236      6.27234     0.37628     0.86401     2.73161
     302 Loop 461235      8.33252     0.28325     0.86401     2.73161
     303 Loop 541236      3.23621     0.72929     0.86401     2.73161
     304 Loop 641235      6.97241     0.33850     0.86401     2.73161
     305 Loop 561234      2.15613     1.09462     0.86401     2.73161
     306 Loop 651234      3.76819     0.62633     0.86401     2.73161
     307 Loop 451263      5.90436     0.39973     0.86401     2.73161
     308 Loop 461253      7.29248     0.32364     0.86401     2.73161
     309 Loop 541263      2.63611     0.89531     0.86401     2.73161
     310 Loop 641253      5.47632     0.43097     0.86401     2.73161
     311 Loop 561243      2.64813     0.89125     0.86401     2.73161
     312 Loop 651243      4.13226     0.57115     0.86401     2.73161
     313 Loop 341526      1.76807     1.33487     0.86401     2.73161
     314 Loop 341625      2.28015     1.03508     0.86401     2.73161
     315 Loop 351426      1.50409     1.56915     0.86401     2.73161
     316 Loop 361425      1.70813     1.38171     0.86401     2.73161
     317 Loop 351624      1.13611     2.07740     0.86401     2.73161
     318 Loop 361524      1.54407     1.52853     0.86401     2.73161
     319 Loop 431526      5.70038     0.41403     0.86401     2.73161
     320 Loop 431625      6.71643     0.35140     0.86401     2.73161
     321 Loop 531426      2.12012     1.11322     0.86401     2.73161
     322 Loop 631425      3.62421     0.65122     0.86401     2.73161
     323 Loop 531624      1.52008     1.55265     0.86401     2.73161
     324 Loop 631524      3.23224     0.73019     0.86401     2.73161
     325 Loop 451326      6.20038     0.38065     0.86401     2.73161
     326 Loop 461325      8.54456     0.27622     0.86401     2.73161
     327 Loop 541326      2.92023     0.80821     0.86401     2.73161
     328 Loop 641325      6.99646     0.33733     0.86401     2.73161
     329 Loop 561324      2.36816     0.99661     0.86401     2.73161
     330 Loop 651324      3.70825     0.63646     0.86401     2.73161
     331 Loop 451623      5.96039     0.39597     0.86401     2.73161
     332 Loop 461523      7.43652     0.31737     0.86401     2.73161
     333 Loop 541623      2.96814     0.79516     0.86401     2.73161
     334 Loop 641523      5.77637     0.40859     0.86401     2.73161
     335 Loop 561423      2.85217     0.82749     0.86401     2.73161
     336 Loop 651423      4.21228     0.56030     0.86401     2.73161
     337 Loop 341562      2.05212     1.15010     0.86401     2.73161
     338 Loop 341652      1.90015     1.24209     0.86401     2.73161
     339 Loop 351462      1.79614     1.31401     0.86401     2.73161
     340 Loop 361452      1.80408     1.30823     0.86401     2.73161
     341 Loop 351642      1.22406     1.92813     0.86401     2.73161
     342 Loop 361542      1.70813     1.38171     0.86401     2.73161
     343 Loop 431562      5.98035     0.39465     0.86401     2.73161
     344 Loop 431652      6.42841     0.36714     0.86401     2.73161
     345 Loop 531462      1.95612     1.20655     0.86401     2.73161
     346 Loop 631452      4.04022     0.58416     0.86401     2.73161
     347 Loop 531642      1.54010     1.53246     0.86401     2.73161
     348 Loop 631542      3.84027     0.61458     0.86401     2.73161
     349 Loop 451362      5.93634     0.39758     0.86401     2.73161
     350 Loop 461352      7.48846     0.31517     0.86401     2.73161
     351 Loop 541362      2.60815     0.90491     0.86401     2.73161
     352 Loop 641352      5.76038     0.40972     0.86401     2.73161
     353 Loop 561342      2.65619     0.88855     0.86401     2.73161
     354 Loop 651342      4.17230     0.56567     0.86401     2.73161
     355 Loop 451632      5.98840     0.39412     0.86401     2.73161
     356 Loop 461532      7.40442     0.31875     0.86401     2.73161
     357 Loop 541632      2.93213     0.80493     0.86401     2.73161
     358 Loop 641532      6.03638     0.39099     0.86401     2.73161
     359 Loop 561432      3.04016     0.77632     0.86401     2.73161
     360 Loop 651432      4.56433     0.51708     0.86401     2.73161
     361 Loop 234156      1.28809     1.83229     0.86401     2.73161
     362 Loop 234165      1.53210     1.54046     0.86401     2.73161
     363 Loop 235146      1.10004     2.14552     0.86401     2.73161
     364 Loop 236145      1.40411     1.68088     0.86401     2.73161
     365 Loop 235164      1.00806     2.34128     0.86401     2.73161
     366 Loop 236154      1.10004     2.14552     0.86401     2.73161
     367 Loop 243156      1.80811     1.30531     0.86401     2.73161
     368 Loop 243165      2.28412     1.03329     0.86401     2.73161
     369 Loop 253146      1.23212     1.91552     0.86401     2.73161
     370 Loop 263145      1.55212     1.52059     0.86401     2.73161
     371 Loop 253164      1.11206     2.12232     0.86401     2.73161
     372 Loop 263154      1.25610     1.87894     0.86401     2.73161
     373 Loop 245136      1.68011     1.40475     0.86401     2.73161
     374 Loop 246135      2.42017     0.97520     0.86401     2.73161
     375 Loop 254136      1.45209     1.62535     0.86401     2.73161
     376 Loop 264135      2.00409     1.17767     0.86401     2.73161
     377 Loop 256134      1.21204     1.94726     0.86401     2.73161
     378 Loop 265134      1.62415     1.45316     0.86401     2.73161
     379 Loop 245163      1.83618     1.28536     0.86401     2.73161
     380 Loop 246153      2.09607     1.12599     0.86401     2.73161
     381 Loop 254163      1.76001     1.34099     0.86401     2.73161
     382 Loop 264153      2.07617     1.13678     0.86401     2.73161
     383 Loop 256143      1.81213     1.30241     0.86401     2.73161
     384 Loop 265143      2.01611     1.17064     0.86401     2.73161
     385 Loop 324156      1.20801     1.95375     0.86401     2.73161
     386 Loop 324165      1.52014     1.55258     0.86401     2.73161
     387 Loop 325146      0.92407     2.55407     0.86401     2.73161
     388 Loop 326145      1.32397     1.78262     0.86401     2.73161
     389 Loop 325164      1.02405     2.30472     0.86401     2.73161
     390 Loop 326154      1.10815     2.12980     0.86401     2.73161
     391 Loop 423156      6.35632     0.37131     0.86401     2.73161
     392 Loop 423165      6.59631     0.35780     0.86401     2.73161
     393 Loop 523146      2.24023     1.05353     0.86401     2.73161
     394 Loop 623145      3.34021     0.70659     0.86401     2.73161
     395 Loop 523164      1.64404     1.43558     0.86401     2.73161
     396 Loop 623154      3.08020     0.76623     0.86401     2.73161
     397 Loop 425136      5.93640     0.39757     0.86401     2.73161
     398 Loop 426135      6.96045     0.33908     0.86401     2.73161
     399 Loop 524136      2.13611     1.10488     0.86401     2.73161
     400 Loop 624135      3.88428     0.60762     0.86401     2.73161
     401 Loop 526134      1.53613     1.53642     0.86401     2.73161
     402 Loop 625134      3.51624     0.67121     0.86401     2.73161
     403 Loop 425163      5.98438     0.39438     0.86401     2.73161
     404 Loop 426153      6.06445     0.38918     0.86401     2.73161
     405 Loop 524163      1.95215     1.20900     0.86401     2.73161
     406 Loop 624153      4.17627     0.56513     0.86401     2.73161
     407 Loop 526143      1.90015     1.24209     0.86401     2.73161
     408 Loop 625143      3.94421     0.59838     0.86401     2.73161
     409 Loop 342156      1.69202     1.39487     0.86401     2.73161
     410 Loop 342165      2.10010     1.12383     0.86401     2.73161
     411 Loop 352146      1.06006     2.22643     0.86401     2.73161
     412 Loop 362145      1.72803     1.36580     0.86401     2.73161
     413 Loop 352164      1.01599     2.32300     0.86401     2.73161
     414 Loop 362154      1.52808     1.54452     0.86401     2.73161
     415 Loop 432156      6.44446     0.36623     0.86401     2.73161
     416 Loop 432165      6.64844     0.35499     0.86401     2.73161
     417 Loop 532146      2.28809     1.03149     0.86401     2.73161
     418 Loop 632145      3.53625     0.66741     0.86401     2.73161
     419 Loop 532164      1.62012     1.45678     0.86401     2.73161
     420 Loop 632154      3.24817     0.72661     0.86401     2.73161
     421 Loop 452136      6.14038     0.38436     0.86401     2.73161
     422 Loop 462135      8.48853     0.27804     0.86401     2.73161
     423 Loop 542136      2.82812     0.83453     0.86401     2.73161
     424 Loop 642135      6.82849     0.34563     0.86401     2.73161
     425 Loop 562134      2.44409     0.96565     0.86401     2.73161
     426 Loop 652134      3.63623     0.64906     0.86401     2.73161
     427 Loop 452163      6.12036     0.38562     0.86401     2.73161
     428 Loop 462153      7.33240     0.32188     0.86401     2.73161
     429 Loop 542163      2.55212     0.92478     0.86401     2.73161
     430 Loop 642153      5.55237     0.42507     0.86401     2.73161
     431 Loop 562143      2.43213     0.97040     0.86401     2.73161
     432 Loop 652143      4.07214     0.57958     0.86401     2.73161
     433 Loop 345126      1.70007     1.38826     0.86401     2.73161
     434 Loop 346125      2.50818     0.94098     0.86401     2.73161
     435 Loop 354126      1.55615     1.51666     0.86401     2.73161
     436 Loop 364125      2.07617     1.13678     0.86401     2.73161
     437 Loop 356124      1.20007     1.96667     0.86401     2.73161
     438 Loop 365124      1.53613     1.53642     0.86401     2.73161
     439 Loop 435126      5.90442     0.39973     0.86401     2.73161
     440 Loop 436125      6.74841     0.34973     0.86401     2.73161
     441 Loop 534126      2.22815     1.05924     0.86401     2.73161
     442 Loop 634125      3.64832     0.64691     0.86401     2.73161
     443 Loop 536124      1.62805     1.44968     0.86401     2.73161
     444 Loop 635124      3.58826     0.65774     0.86401     2.73161
     445 Loop 453126      6.10840     0.38638     0.86401     2.73161
     446 Loop 463125      8.26050     0.28571     0.86401     2.73161
     447 Loop 543126      2.95618     0.79838     0.86401     2.73161
     448 Loop 643125      6.70032     0.35224     0.86401     2.73161
     449 Loop 563124      2.49207     0.94706     0.86401     2.73161
     450 Loop 653124      3.84827     0.61330     0.86401     2.73161
     451 Loop 456123      6.03235     0.39125     0.86401     2.73161
     452 Loop 465123      7.40845     0.31858     0.86401     2.73161
     453 Loop 546123      3.20422     0.73657     0.86401     2.73161
     454 Loop 645123      5.83240     0.40466     0.86401     2.73161
     455 Loop 564123      2.99219     0.78877     0.86401     2.73161
     456 Loop 654123      4.37634     0.53930     0.86401     2.73161
     457 Loop 345162      2.06409     1.14343     0.86401     2.73161
     458 Loop 346152      2.00818     1.17527     0.86401     2.73161
     459 Loop 354162      1.88416     1.25263     0.86401     2.73161
     460 Loop 364152      2.05615     1.14785     0.86401     2.73161
     461 Loop 356142      1.54016     1.53240     0.86401     2.73161
     462 Loop 365142      1.73206     1.36263     0.86401     2.73161
