 TESTING TRANSACCU TYPE 362514
 Hirata Reference =    9.412588     seconds
 Algorithm         Jeff           Speedup          Best
      47 Loop 152643     10.02063     0.93932     4.12427     2.28224
      48 Loop 162543     12.62878     0.74533     4.12427     2.28224
      49 Loop 134256     16.08902     0.58503     4.12427     2.28224
      50 Loop 134265     15.73300     0.59827     4.12427     2.28224
      51 Loop 135246      7.78052     1.20976     4.12427     2.28224
      52 Loop 136245      5.12036     1.83827     4.12427     2.28224
      53 Loop 135264      4.30829     2.18476     4.12427     2.28224
      54 Loop 136254      4.88031     1.92869     4.12427     2.28224
      55 Loop 143256     18.54120     0.50766     4.12427     2.28224
      56 Loop 143265     17.83710     0.52770     4.12427     2.28224
      57 Loop 153246      8.06451     1.16716     4.12427     2.28224
      58 Loop 163245      7.80450     1.20605     4.12427     2.28224
      59 Loop 153264      4.74432     1.98397     4.12427     2.28224
      60 Loop 163254      8.04852     1.16948     4.12427     2.28224
      61 Loop 145236     21.88135     0.43016     4.12427     2.28224
      62 Loop 146235     19.71326     0.47748     4.12427     2.28224
      63 Loop 154236     21.94537     0.42891     4.12427     2.28224
      64 Loop 164235     19.62518     0.47962     4.12427     2.28224
      65 Loop 156234      8.73254     1.07787     4.12427     2.28224
      66 Loop 165234      8.57654     1.09748     4.12427     2.28224
      67 Loop 145263     22.05737     0.42673     4.12427     2.28224
      68 Loop 146253     23.31342     0.40374     4.12427     2.28224
      69 Loop 154263     22.12939     0.42534     4.12427     2.28224
      70 Loop 164253     27.06171     0.34782     4.12427     2.28224
      71 Loop 156243     12.97284     0.72556     4.12427     2.28224
      72 Loop 165243     12.93280     0.72781     4.12427     2.28224
      73 Loop 134526     18.14514     0.51874     4.12427     2.28224
      74 Loop 134625     16.16504     0.58228     4.12427     2.28224
      75 Loop 135426      7.60852     1.23711     4.12427     2.28224
      76 Loop 136425      5.24432     1.79481     4.12427     2.28224
      77 Loop 135624      4.48828     2.09715     4.12427     2.28224
      78 Loop 136524      4.74829     1.98231     4.12427     2.28224
      79 Loop 143526     20.22522     0.46539     4.12427     2.28224
      80 Loop 143625     17.88507     0.52628     4.12427     2.28224
      81 Loop 153426      7.93250     1.18659     4.12427     2.28224
      82 Loop 163425      8.26050     1.13947     4.12427     2.28224
      83 Loop 153624      5.03632     1.86894     4.12427     2.28224
      84 Loop 163524      8.71252     1.08035     4.12427     2.28224
      85 Loop 145326     21.41736     0.43948     4.12427     2.28224
      86 Loop 146325     19.80927     0.47516     4.12427     2.28224
      87 Loop 154326     21.75336     0.43270     4.12427     2.28224
      88 Loop 164325     19.86517     0.47382     4.12427     2.28224
      89 Loop 156324      8.93652     1.05327     4.12427     2.28224
      90 Loop 165324      8.70459     1.08134     4.12427     2.28224
      91 Loop 145623     23.14148     0.40674     4.12427     2.28224
      92 Loop 146523     23.27344     0.40443     4.12427     2.28224
      93 Loop 154623     23.30139     0.40395     4.12427     2.28224
      94 Loop 164523     24.98157     0.37678     4.12427     2.28224
      95 Loop 156423     12.57678     0.74841     4.12427     2.28224
      96 Loop 165423     12.57678     0.74841     4.12427     2.28224
      97 Loop 134562     19.33325     0.48686     4.12427     2.28224
      98 Loop 134652     16.93701     0.55574     4.12427     2.28224
      99 Loop 135462      7.62048     1.23517     4.12427     2.28224
     100 Loop 136452      6.80042     1.38412     4.12427     2.28224
     101 Loop 135642      7.54858     1.24693     4.12427     2.28224
     102 Loop 136542      7.69250     1.22361     4.12427     2.28224
     103 Loop 143562     21.44934     0.43883     4.12427     2.28224
     104 Loop 143652     18.65723     0.50450     4.12427     2.28224
     105 Loop 153462      7.84851     1.19928     4.12427     2.28224
     106 Loop 163452     10.36462     0.90815     4.12427     2.28224
     107 Loop 153642      7.77649     1.21039     4.12427     2.28224
     108 Loop 163542     10.95667     0.85907     4.12427     2.28224
     109 Loop 145362     20.98535     0.44853     4.12427     2.28224
     110 Loop 146352     21.21729     0.44363     4.12427     2.28224
     111 Loop 154362     20.92529     0.44982     4.12427     2.28224
     112 Loop 164352     22.18945     0.42419     4.12427     2.28224
     113 Loop 156342     11.06873     0.85038     4.12427     2.28224
     114 Loop 165342     11.08875     0.84884     4.12427     2.28224
     115 Loop 145632     23.52148     0.40017     4.12427     2.28224
     116 Loop 146532     23.67346     0.39760     4.12427     2.28224
     117 Loop 154632     23.86548     0.39440     4.12427     2.28224
     118 Loop 164532     24.56152     0.38322     4.12427     2.28224
     119 Loop 156432     11.06067     0.85100     4.12427     2.28224
     120 Loop 165432     11.08472     0.84915     4.12427     2.28224
     121 Loop 213456      6.73242     1.39810     4.12427     2.28224
     122 Loop 213465      4.69238     2.00593     4.12427     2.28224
     123 Loop 213546      7.41248     1.26983     4.12427     2.28224
     124 Loop 213645      4.27222     2.20321     4.12427     2.28224
     125 Loop 213564      3.97620     2.36723     3.97620     2.36723
     126 Loop 213654      4.06421     2.31597     3.97620     2.36723
     127 Loop 214356     16.00488     0.58811     3.97620     2.36723
     128 Loop 214365     15.66089     0.60103     3.97620     2.36723
     129 Loop 215346      7.33240     1.28370     3.97620     2.36723
     130 Loop 216345      4.99243     1.88537     3.97620     2.36723
     131 Loop 215364      4.14026     2.27343     3.97620     2.36723
     132 Loop 216354      4.81628     1.95433     3.97620     2.36723
     133 Loop 214536     18.94116     0.49694     3.97620     2.36723
     134 Loop 214635     16.12500     0.58373     3.97620     2.36723
     135 Loop 215436      7.62842     1.23388     3.97620     2.36723
     136 Loop 216435      5.34033     1.76255     3.97620     2.36723
     137 Loop 215634      4.42822     2.12559     3.97620     2.36723
     138 Loop 216534      4.60828     2.04254     3.97620     2.36723
     139 Loop 214563     19.77722     0.47593     3.97620     2.36723
     140 Loop 214653     16.73706     0.56238     3.97620     2.36723
     141 Loop 215463      9.27258     1.01510     3.97620     2.36723
     142 Loop 216453      9.12061     1.03201     3.97620     2.36723
     143 Loop 215643      9.44861     0.99619     3.97620     2.36723
     144 Loop 216543      9.67261     0.97312     3.97620     2.36723
     145 Loop 312456      6.71631     1.40145     3.97620     2.36723
     146 Loop 312465      4.68420     2.00943     3.97620     2.36723
     147 Loop 312546      7.35645     1.27950     3.97620     2.36723
     148 Loop 312645      4.24023     2.21983     3.97620     2.36723
     149 Loop 312564      3.94434     2.38636     3.94434     2.38636
     150 Loop 312654      4.02026     2.34129     3.94434     2.38636
     151 Loop 412356     18.01318     0.52254     3.94434     2.38636
     152 Loop 412365     17.72913     0.53091     3.94434     2.38636
     153 Loop 512346      8.07642     1.16544     3.94434     2.38636
     154 Loop 612345      7.80444     1.20606     3.94434     2.38636
     155 Loop 512364      4.80420     1.95924     3.94434     2.38636
     156 Loop 612354      8.06445     1.16717     3.94434     2.38636
     157 Loop 412536     21.08130     0.44649     3.94434     2.38636
     158 Loop 412635     18.05713     0.52127     3.94434     2.38636
     159 Loop 512436      8.13660     1.15682     3.94434     2.38636
     160 Loop 612435      8.26453     1.13891     3.94434     2.38636
     161 Loop 512634      4.86035     1.93661     3.94434     2.38636
     162 Loop 612534      8.02454     1.17298     3.94434     2.38636
     163 Loop 412563     21.39343     0.43998     3.94434     2.38636
     164 Loop 412653     18.76917     0.50149     3.94434     2.38636
     165 Loop 512463      9.70459     0.96991     3.94434     2.38636
     166 Loop 612453     11.78479     0.79871     3.94434     2.38636
     167 Loop 512643      9.94861     0.94612     3.94434     2.38636
     168 Loop 612543     12.49280     0.75344     3.94434     2.38636
     169 Loop 314256     15.99304     0.58854     3.94434     2.38636
     170 Loop 314265     15.65283     0.60133     3.94434     2.38636
     171 Loop 315246      7.34448     1.28159     3.94434     2.38636
     172 Loop 316245      4.95630     1.89912     3.94434     2.38636
     173 Loop 315264      4.08838     2.30228     3.94434     2.38636
     174 Loop 316254      4.70410     2.00093     3.94434     2.38636
     175 Loop 413256     17.94092     0.52464     3.94434     2.38636
     176 Loop 413265     17.73315     0.53079     3.94434     2.38636
     177 Loop 513246      8.14453     1.15569     3.94434     2.38636
     178 Loop 613245      7.83643     1.20113     3.94434     2.38636
     179 Loop 513264      4.69238     2.00593     3.94434     2.38636
     180 Loop 613254      8.07251     1.16601     3.94434     2.38636
     181 Loop 415236     21.83740     0.43103     3.94434     2.38636
     182 Loop 416235     19.76904     0.47613     3.94434     2.38636
     183 Loop 514236     22.10156     0.42588     3.94434     2.38636
     184 Loop 614235     19.68140     0.47825     3.94434     2.38636
     185 Loop 516234      8.71240     1.08037     3.94434     2.38636
     186 Loop 615234      8.58057     1.09697     3.94434     2.38636
     187 Loop 415263     22.10547     0.42580     3.94434     2.38636
     188 Loop 416253     23.52148     0.40017     3.94434     2.38636
     189 Loop 514263     22.14917     0.42496     3.94434     2.38636
     190 Loop 614253     27.08179     0.34756     3.94434     2.38636
     191 Loop 516243     12.91675     0.72871     3.94434     2.38636
     192 Loop 615243     12.85669     0.73212     3.94434     2.38636
     193 Loop 314526     18.18921     0.51748     3.94434     2.38636
     194 Loop 314625     16.13696     0.58329     3.94434     2.38636
     195 Loop 315426      7.42847     1.26710     3.94434     2.38636
     196 Loop 316425      5.19238     1.81277     3.94434     2.38636
     197 Loop 315624      4.39624     2.14105     3.94434     2.38636
     198 Loop 316524      4.77246     1.97227     3.94434     2.38636
     199 Loop 413526     20.29321     0.46383     3.94434     2.38636
     200 Loop 413625     17.94116     0.52464     3.94434     2.38636
     201 Loop 513426      8.01660     1.17414     3.94434     2.38636
     202 Loop 613425      8.16455     1.15286     3.94434     2.38636
     203 Loop 513624      4.99634     1.88390     3.94434     2.38636
     204 Loop 613524      8.63257     1.09036     3.94434     2.38636
     205 Loop 415326     21.51318     0.43753     3.94434     2.38636
     206 Loop 416325     19.85327     0.47411     3.94434     2.38636
     207 Loop 514326     21.80127     0.43174     3.94434     2.38636
     208 Loop 614325     19.81323     0.47507     3.94434     2.38636
     209 Loop 516324      8.78857     1.07100     3.94434     2.38636
     210 Loop 615324      8.66455     1.08633     3.94434     2.38636
     211 Loop 415623     23.21338     0.40548     3.94434     2.38636
     212 Loop 416523     23.50146     0.40051     3.94434     2.38636
     213 Loop 514623     23.38940     0.40243     3.94434     2.38636
     214 Loop 614523     24.95361     0.37720     3.94434     2.38636
     215 Loop 516423     12.55273     0.74984     3.94434     2.38636
     216 Loop 615423     12.46875     0.75489     3.94434     2.38636
     217 Loop 314562     19.46143     0.48365     3.94434     2.38636
     218 Loop 314652     17.07300     0.55131     3.94434     2.38636
     219 Loop 315462      7.46045     1.26167     3.94434     2.38636
     220 Loop 316452      6.80444     1.38330     3.94434     2.38636
     221 Loop 315642      7.35645     1.27950     3.94434     2.38636
     222 Loop 316542      7.60840     1.23713     3.94434     2.38636
     223 Loop 413562     21.69336     0.43389     3.94434     2.38636
     224 Loop 413652     18.82520     0.50000     3.94434     2.38636
     225 Loop 513462      7.85645     1.19807     3.94434     2.38636
     226 Loop 613452     10.43262     0.90223     3.94434     2.38636
     227 Loop 513642      7.90039     1.19141     3.94434     2.38636
     228 Loop 613542     11.18066     0.84186     3.94434     2.38636
     229 Loop 415362     20.90527     0.45025     3.94434     2.38636
     230 Loop 416352     21.25732     0.44279     3.94434     2.38636
     231 Loop 514362     21.09741     0.44615     3.94434     2.38636
     232 Loop 614352     22.27344     0.42259     3.94434     2.38636
     233 Loop 516342     10.98486     0.85687     3.94434     2.38636
     234 Loop 615342     11.11670     0.84671     3.94434     2.38636
     235 Loop 415632     23.73340     0.39660     3.94434     2.38636
     236 Loop 416532     23.58154     0.39915     3.94434     2.38636
     237 Loop 514632     23.71753     0.39686     3.94434     2.38636
     238 Loop 614532     24.35352     0.38650     3.94434     2.38636
     239 Loop 516432     11.11279     0.84700     3.94434     2.38636
     240 Loop 615432     11.11670     0.84671     3.94434     2.38636
     241 Loop 231456      5.92847     1.58769     3.94434     2.38636
     242 Loop 231465      3.82422     2.46131     3.82422     2.46131
     243 Loop 231546      5.79224     1.62504     3.82422     2.46131
     244 Loop 231645      2.86011     3.29099     2.86011     3.29099
     245 Loop 231564      2.12427     4.43098     2.12427     4.43098
     246 Loop 231654      2.11206     4.45659     2.11206     4.45659
     247 Loop 241356     16.31299     0.57700     2.11206     4.45659
     248 Loop 241365     16.06909     0.58576     2.11206     4.45659
     249 Loop 251346      5.92017     1.58992     2.11206     4.45659
     250 Loop 261345      6.30444     1.49301     2.11206     4.45659
     251 Loop 251364      2.70410     3.48086     2.11206     4.45659
     252 Loop 261354      6.74463     1.39557     2.11206     4.45659
     253 Loop 241536     19.55713     0.48129     2.11206     4.45659
     254 Loop 241635     16.68896     0.56400     2.11206     4.45659
     255 Loop 251436      7.04028     1.33696     2.11206     4.45659
     256 Loop 261435      7.17236     1.31234     2.11206     4.45659
     257 Loop 251634      3.34424     2.81457     2.11206     4.45659
     258 Loop 261534      6.66846     1.41151     2.11206     4.45659
     259 Loop 241563     20.20947     0.46575     2.11206     4.45659
     260 Loop 241653     17.20898     0.54696     2.11206     4.45659
     261 Loop 251463      8.74854     1.07590     2.11206     4.45659
     262 Loop 261453     10.25684     0.91769     2.11206     4.45659
     263 Loop 251643      8.92041     1.05517     2.11206     4.45659
     264 Loop 261543     10.73267     0.87700     2.11206     4.45659
     265 Loop 321456      5.92041     1.58985     2.11206     4.45659
     266 Loop 321465      3.86011     2.43843     2.11206     4.45659
     267 Loop 321546      5.71631     1.64662     2.11206     4.45659
     268 Loop 321645      2.88818     3.25900     2.11206     4.45659
     269 Loop 321564      2.13599     4.40667     2.11206     4.45659
     270 Loop 321654      2.12012     4.43965     2.11206     4.45659
     271 Loop 421356     18.08496     0.52046     2.11206     4.45659
     272 Loop 421365     17.80518     0.52864     2.11206     4.45659
     273 Loop 521346      6.18042     1.52297     2.11206     4.45659
     274 Loop 621345      6.68823     1.40734     2.11206     4.45659
     275 Loop 521364      2.98022     3.15835     2.11206     4.45659
     276 Loop 621354      7.11646     1.32265     2.11206     4.45659
     277 Loop 421536     21.12549     0.44556     2.11206     4.45659
     278 Loop 421635     18.14917     0.51862     2.11206     4.45659
     279 Loop 521436      7.17651     1.31158     2.11206     4.45659
     280 Loop 621435      7.58057     1.24167     2.11206     4.45659
     281 Loop 521634      3.41602     2.75543     2.11206     4.45659
     282 Loop 621534      6.96045     1.35230     2.11206     4.45659
     283 Loop 421563     21.53320     0.43712     2.11206     4.45659
     284 Loop 421653     18.75732     0.50181     2.11206     4.45659
     285 Loop 521463      8.88062     1.05990     2.11206     4.45659
     286 Loop 621453     10.63647     0.88493     2.11206     4.45659
     287 Loop 521643      9.08862     1.03565     2.11206     4.45659
     288 Loop 621543     12.05273     0.78095     2.11206     4.45659
     289 Loop 341256     16.53711     0.56918     2.11206     4.45659
     290 Loop 341265     16.27319     0.57841     2.11206     4.45659
     291 Loop 351246      6.02051     1.56342     2.11206     4.45659
     292 Loop 361245      6.49243     1.44978     2.11206     4.45659
     293 Loop 351264      2.71631     3.46521     2.11206     4.45659
     294 Loop 361254      6.93652     1.35696     2.11206     4.45659
     295 Loop 431256     17.92114     0.52522     2.11206     4.45659
     296 Loop 431265     17.93726     0.52475     2.11206     4.45659
     297 Loop 531246      6.16455     1.52689     2.11206     4.45659
     298 Loop 631245      6.76440     1.39149     2.11206     4.45659
     299 Loop 531264      2.99219     3.14572     2.11206     4.45659
     300 Loop 631254      7.17651     1.31158     2.11206     4.45659
     301 Loop 451236     22.54150     0.41757     2.11206     4.45659
     302 Loop 461235     21.44531     0.43891     2.11206     4.45659
     303 Loop 541236     22.46533     0.41898     2.11206     4.45659
     304 Loop 641235     20.88940     0.45059     2.11206     4.45659
     305 Loop 561234      7.69653     1.22296     2.11206     4.45659
     306 Loop 651234      7.59253     1.23972     2.11206     4.45659
     307 Loop 451263     22.40527     0.42011     2.11206     4.45659
     308 Loop 461253     28.85767     0.32617     2.11206     4.45659
     309 Loop 541263     22.26953     0.42267     2.11206     4.45659
     310 Loop 641253     28.48975     0.33039     2.11206     4.45659
     311 Loop 561243     11.69653     0.80473     2.11206     4.45659
     312 Loop 651243     11.66895     0.80664     2.11206     4.45659
     313 Loop 341526     18.64917     0.50472     2.11206     4.45659
     314 Loop 341625     16.68921     0.56399     2.11206     4.45659
     315 Loop 351426      6.82861     1.37840     2.11206     4.45659
     316 Loop 361425      7.06836     1.33165     2.11206     4.45659
     317 Loop 351624      3.55615     2.64685     2.11206     4.45659
     318 Loop 361524      7.26855     1.29497     2.11206     4.45659
     319 Loop 431526     20.39331     0.46155     2.11206     4.45659
     320 Loop 431625     18.21729     0.51668     2.11206     4.45659
     321 Loop 531426      7.04053     1.33692     2.11206     4.45659
     322 Loop 631425      7.48853     1.25693     2.11206     4.45659
     323 Loop 531624      3.66821     2.56599     2.11206     4.45659
     324 Loop 631524      7.67261     1.22678     2.11206     4.45659
     325 Loop 451326     22.05322     0.42681     2.11206     4.45659
     326 Loop 461325     21.45337     0.43875     2.11206     4.45659
     327 Loop 541326     21.97754     0.42828     2.11206     4.45659
     328 Loop 641325     20.92139     0.44990     2.11206     4.45659
     329 Loop 561324      7.86841     1.19625     2.11206     4.45659
     330 Loop 651324      7.68433     1.22491     2.11206     4.45659
     331 Loop 451623     23.76172     0.39612     2.11206     4.45659
     332 Loop 461523     27.04150     0.34808     2.11206     4.45659
     333 Loop 541623     23.59326     0.39895     2.11206     4.45659
     334 Loop 641523     26.48145     0.35544     2.11206     4.45659
     335 Loop 561423     11.60449     0.81112     2.11206     4.45659
     336 Loop 651423     11.43652     0.82303     2.11206     4.45659
     337 Loop 341562     19.73730     0.47689     2.11206     4.45659
     338 Loop 341652     17.38477     0.54143     2.11206     4.45659
     339 Loop 351462      6.82031     1.38008     2.11206     4.45659
     340 Loop 361452      8.91260     1.05610     2.11206     4.45659
     341 Loop 351642      6.19238     1.52003     2.11206     4.45659
     342 Loop 361542      9.08496     1.03606     2.11206     4.45659
     343 Loop 431562     21.51318     0.43753     2.11206     4.45659
     344 Loop 431652     18.80518     0.50053     2.11206     4.45659
     345 Loop 531462      6.98486     1.34757     2.11206     4.45659
     346 Loop 631452      9.42871     0.99829     2.11206     4.45659
     347 Loop 531642      6.34863     1.48262     2.11206     4.45659
     348 Loop 631542      9.69287     0.97108     2.11206     4.45659
     349 Loop 451362     21.10547     0.44598     2.11206     4.45659
     350 Loop 461352     23.97754     0.39256     2.11206     4.45659
     351 Loop 541362     21.20117     0.44397     2.11206     4.45659
     352 Loop 641352     23.53320     0.39997     2.11206     4.45659
     353 Loop 561342      9.62842     0.97758     2.11206     4.45659
     354 Loop 651342      9.68506     0.97187     2.11206     4.45659
     355 Loop 451632     24.05371     0.39132     2.11206     4.45659
     356 Loop 461532     27.32568     0.34446     2.11206     4.45659
     357 Loop 541632     23.88916     0.39401     2.11206     4.45659
     358 Loop 641532     26.54150     0.35464     2.11206     4.45659
     359 Loop 561432     10.04102     0.93741     2.11206     4.45659
     360 Loop 651432     10.13281     0.92892     2.11206     4.45659
     361 Loop 234156      6.01660     1.56444     2.11206     4.45659
     362 Loop 234165      3.87256     2.43059     2.11206     4.45659
     363 Loop 235146      5.56445     1.69156     2.11206     4.45659
     364 Loop 236145      2.97998     3.15861     2.11206     4.45659
     365 Loop 235164      2.03223     4.63166     2.03223     4.63166
     366 Loop 236154      2.34375     4.01604     2.03223     4.63166
     367 Loop 243156     16.35693     0.57545     2.03223     4.63166
     368 Loop 243165     16.08887     0.58504     2.03223     4.63166
     369 Loop 253146      5.92871     1.58763     2.03223     4.63166
     370 Loop 263145      6.18018     1.52303     2.03223     4.63166
     371 Loop 253164      2.62012     3.59243     2.03223     4.63166
     372 Loop 263154      6.67676     1.40975     2.03223     4.63166
     373 Loop 245136     19.42139     0.48465     2.03223     4.63166
     374 Loop 246135     17.04492     0.55222     2.03223     4.63166
     375 Loop 254136      7.55615     1.24569     2.03223     4.63166
     376 Loop 264135      7.96045     1.18242     2.03223     4.63166
     377 Loop 256134      6.98486     1.34757     2.03223     4.63166
     378 Loop 265134      7.06836     1.33165     2.03223     4.63166
     379 Loop 245163     20.20898     0.46576     2.03223     4.63166
     380 Loop 246153     18.53271     0.50789     2.03223     4.63166
     381 Loop 254163      8.98438     1.04766     2.03223     4.63166
     382 Loop 264153     11.22852     0.83828     2.03223     4.63166
     383 Loop 256143     11.20459     0.84007     2.03223     4.63166
     384 Loop 265143     11.23291     0.83795     2.03223     4.63166
     385 Loop 324156      6.11230     1.53994     2.03223     4.63166
     386 Loop 324165      3.93213     2.39376     2.03223     4.63166
     387 Loop 325146      5.67236     1.65938     2.03223     4.63166
     388 Loop 326145      3.01221     3.12481     2.03223     4.63166
     389 Loop 325164      2.01221     4.67774     2.01221     4.67774
     390 Loop 326154      2.31982     4.05746     2.01221     4.67774
     391 Loop 423156     17.90479     0.52570     2.01221     4.67774
     392 Loop 423165     17.80127     0.52876     2.01221     4.67774
     393 Loop 523146      6.14844     1.53089     2.01221     4.67774
     394 Loop 623145      6.57227     1.43217     2.01221     4.67774
     395 Loop 523164      2.86426     3.28622     2.01221     4.67774
     396 Loop 623154      7.07617     1.33018     2.01221     4.67774
     397 Loop 425136     20.88525     0.45068     2.01221     4.67774
     398 Loop 426135     18.61279     0.50571     2.01221     4.67774
     399 Loop 524136      7.83252     1.20173     2.01221     4.67774
     400 Loop 624135      8.50439     1.10679     2.01221     4.67774
     401 Loop 526134      7.09229     1.32716     2.01221     4.67774
     402 Loop 625134      7.47217     1.25969     2.01221     4.67774
     403 Loop 425163     21.67773     0.43421     2.01221     4.67774
     404 Loop 426153     20.07715     0.46882     2.01221     4.67774
     405 Loop 524163      9.12842     1.03113     2.01221     4.67774
     406 Loop 624153     11.79248     0.79819     2.01221     4.67774
     407 Loop 526143     11.29248     0.83353     2.01221     4.67774
     408 Loop 625143     11.69287     0.80499     2.01221     4.67774
     409 Loop 342156     16.48926     0.57083     2.01221     4.67774
     410 Loop 342165     16.05322     0.58634     2.01221     4.67774
     411 Loop 352146      6.03223     1.56038     2.01221     4.67774
     412 Loop 362145      6.43262     1.46326     2.01221     4.67774
     413 Loop 352164      2.64014     3.56519     2.01221     4.67774
     414 Loop 362154      6.75635     1.39315     2.01221     4.67774
     415 Loop 432156     17.94482     0.52453     2.01221     4.67774
     416 Loop 432165     17.89307     0.52605     2.01221     4.67774
     417 Loop 532146      6.21240     1.51513     2.01221     4.67774
     418 Loop 632145      6.72021     1.40064     2.01221     4.67774
     419 Loop 532164      2.89600     3.25021     2.01221     4.67774
     420 Loop 632154      7.20020     1.30727     2.01221     4.67774
     421 Loop 452136     22.57324     0.41698     2.01221     4.67774
     422 Loop 462135     21.38916     0.44006     2.01221     4.67774
     423 Loop 542136     22.18555     0.42427     2.01221     4.67774
     424 Loop 642135     20.97314     0.44879     2.01221     4.67774
     425 Loop 562134      7.58838     1.24040     2.01221     4.67774
     426 Loop 652134      7.61230     1.23650     2.01221     4.67774
     427 Loop 452163     22.56543     0.41712     2.01221     4.67774
     428 Loop 462153     28.79736     0.32686     2.01221     4.67774
     429 Loop 542163     22.26514     0.42275     2.01221     4.67774
     430 Loop 642153     28.65381     0.32849     2.01221     4.67774
     431 Loop 562143     11.67627     0.80613     2.01221     4.67774
     432 Loop 652143     11.66895     0.80664     2.01221     4.67774
     433 Loop 345126     18.92529     0.49735     2.01221     4.67774
     434 Loop 346125     15.65332     0.60132     2.01221     4.67774
     435 Loop 354126      7.31641     1.28650     2.01221     4.67774
     436 Loop 364125      7.81250     1.20481     2.01221     4.67774
     437 Loop 356124      7.16846     1.31306     2.01221     4.67774
     438 Loop 365124      7.26855     1.29497     2.01221     4.67774
     439 Loop 435126     20.71729     0.45434     2.01221     4.67774
     440 Loop 436125     16.66113     0.56494     2.01221     4.67774
     441 Loop 534126      7.47266     1.25960     2.01221     4.67774
     442 Loop 634125      8.21240     1.14614     2.01221     4.67774
     443 Loop 536124      7.25244     1.29785     2.01221     4.67774
     444 Loop 635124      7.76025     1.21292     2.01221     4.67774
     445 Loop 453126     22.20166     0.42396     2.01221     4.67774
     446 Loop 463125     20.06934     0.46900     2.01221     4.67774
     447 Loop 543126     21.92139     0.42938     2.01221     4.67774
     448 Loop 643125     19.54541     0.48158     2.01221     4.67774
     449 Loop 563124      7.83643     1.20113     2.01221     4.67774
     450 Loop 653124      7.83252     1.20173     2.01221     4.67774
     451 Loop 456123     26.63770     0.35336     2.01221     4.67774
     452 Loop 465123     26.50977     0.35506     2.01221     4.67774
     453 Loop 546123     26.25732     0.35847     2.01221     4.67774
     454 Loop 645123     25.76562     0.36532     2.01221     4.67774
     455 Loop 564123     12.67285     0.74274     2.01221     4.67774
     456 Loop 654123     12.50049     0.75298     2.01221     4.67774
     457 Loop 345162     19.73340     0.47699     2.01221     4.67774
     458 Loop 346152     17.80518     0.52864     2.01221     4.67774
     459 Loop 354162      7.00439     1.34381     2.01221     4.67774
     460 Loop 364152      9.92480     0.94839     2.01221     4.67774
     461 Loop 356142      8.84863     1.06373     2.01221     4.67774
     462 Loop 365142      8.96045     1.05046     2.01221     4.67774
